symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
ACLS,SE2,technology,semiconductor_equipment,US0545402085,AXCELIS TECHNOLOGIES INC,12,Desarrolla y fabrica equipos de implantación iónica y otras soluciones de tecnología de procesos críticas para la fabricación de dispositivos semiconductores.,"La participación de Axcelis en el tema de Equipos para Semiconductores está profundamente arraigada en su negocio principal, ya que la empresa es principalmente un productor de equipos de implantación iónica esenciales para la fabricación de chips semiconductores. Estos equipos son fundamentales para la fabricación de semiconductores, y una parte importante de los ingresos por sistemas enviados de la empresa proviene del segmento de procesos maduros. Axcelis no solo fabrica estos sistemas, sino que también proporciona un extenso servicio y soporte postventa a la industria de semiconductores, solidificando aún más su dedicación a este sector. El rendimiento de la empresa está directamente ligado al gasto de capital de los fabricantes de chips semiconductores, lo que pone de relieve la importancia de la industria de equipos para semiconductores para sus operaciones.","[{'name': 'acls-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acls-Q225-10-Q.html'}, {'name': 'acls-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acls-FY24-10-K.html'}, {'name': 'acls-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acls-Q125-10-Q.html'}, {'name': 'acls-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acls-Q324-10-Q.html'}]",239037320,USD,SMART,STK
VECO,SE2,technology,semiconductor_equipment,US9224171002,VEECO INSTRUMENTS INC,13,"Desarrolla y suministra equipos de fabricación avanzados esenciales para la producción de semiconductores, apoyando diversas etapas del proceso de fabricación.","Veeco se identifica como un fabricante de equipos de procesamiento de semiconductores, y sus tecnologías desempeñan un papel integral en la fabricación y el empaquetado de dispositivos semiconductores avanzados. El negocio de semiconductores de la empresa está experimentando un fuerte crecimiento, impulsado por sistemas avanzados de empaquetado y litografía, y sus tecnologías son fundamentales para los pasos del proceso de fabricación de semiconductores de vanguardia. La estrategia de Veeco de invertir en lógica y memoria avanzadas ha permitido que su negocio de semiconductores supere el crecimiento de WFE durante cuatro años consecutivos, con tecnologías a la vanguardia de la habilitación de nuevas innovaciones técnicas en la fabricación de chips de IA de alto rendimiento y memoria de alto ancho de banda.","[{'name': 'veco-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/veco-Q125-10-Q.html'}, {'name': 'veco-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/veco-FY24-10-K.html'}, {'name': 'veco-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/veco-Q225-10-Q.html'}, {'name': 'veco-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/veco-Q324-10-Q.html'}]",275708,USD,SMART,STK
ONTO,SE2,technology,semiconductor_equipment,US6833441057,ONTO INNOVATION INC,14,Opera como un importante proveedor de equipos para la industria de fabricación de semiconductores.,"La participación de Onto Innovation en el tema de Equipos para Semiconductores es evidente a través de sus actividades comerciales principales, que incluyen el diseño, desarrollo, fabricación y soporte de herramientas de metrología e inspección, sistemas de litografía y software de control de procesos para la industria de semiconductores. La cartera de productos de la empresa, que presenta sistemas como la plataforma Dragonfly, Atlas OCD y los films Iris, aborda necesidades críticas en inspección de defectos, metrología y litografía. Además, la adquisición de Semilab USA por parte de Onto Innovation amplía sus capacidades en equipos de metrología, lo que demuestra un compromiso para fortalecer su posición en el mercado de equipos para semiconductores y abordar los desafíos cambiantes en nodos avanzados y empaquetado.","[{'name': 'onto-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/onto-Q125-10-Q.html'}, {'name': 'onto-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/onto-FY24-10-K.html'}, {'name': 'onto-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/onto-Q225-10-Q.html'}, {'name': 'onto-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/onto-Q324-10-Q.html'}]",387597494,USD,SMART,STK
ASM,SE2,technology,semiconductor_equipment,NL0000334118,ASM INTERNATIONAL NV,15,Proporciona equipos y soluciones avanzadas esenciales para los procesos de fabricación dentro de la industria de semiconductores.,,,2950440,EUR,SMART,STK
6857,SE2,technology,semiconductor_equipment,JP3122400009,ADVANTEST CORP,16,"Desarrolla y fabrica equipos de prueba de semiconductores, desempeñando un papel fundamental en la garantía de calidad y la validación del rendimiento de los dispositivos semiconductores.",,,13905743,JPY,SMART,STK
ACMR,SE2,technology,semiconductor_equipment,US00108J1097,ACM RESEARCH INC-CLASS A,17,"Desarrolla y fabrica equipos avanzados de procesamiento húmedo y otras soluciones esenciales para la fabricación de semiconductores, contribuyendo a pasos críticos en la producción de chips.","El negocio de ACM Research se centra en la industria de equipos semiconductores, como lo demuestra su papel en el suministro de equipos de capital para la fabricación de semiconductores. La cartera de productos de la empresa incluye una gama de equipos como herramientas de limpieza de obleas individuales, equipos de galvanoplastia y sistemas de hornos, con una parte importante de sus ingresos derivada de estas ofertas. El compromiso de ACM Research con la industria se demuestra aún más a través de su continua innovación, la expansión de su cartera de productos, las inversiones en instalaciones de I + D y el reconocimiento como una de las principales empresas de equipos semiconductores a nivel mundial.","[{'name': 'acmr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acmr-Q125-10-Q.html'}, {'name': 'acmr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acmr-Q225-10-Q.html'}, {'name': 'acmr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acmr-FY24-10-K.html'}]",295043917,USD,SMART,STK
FORM,SE2,technology,semiconductor_equipment,US3463751087,FORMFACTOR INC,18,Proporciona equipos esenciales de prueba y medición cruciales para el desarrollo y la producción de semiconductores.,"FormFactor está profundamente involucrado en el tema de equipos de semiconductores, como lo demuestra su posición como proveedor líder de tecnologías esenciales de prueba y medición a lo largo del ciclo de vida del producto de semiconductores, ofreciendo una gama de tarjetas de sonda de alto rendimiento, sondas analíticas, estaciones de sonda, sistemas térmicos y sistemas criogénicos a empresas de semiconductores. La empresa ha sido reconocida como el proveedor global número 1 en categorías de equipos de fabricación de chips y subsistemas de prueba, lo que solidifica aún más su importancia para este tema. Las tecnologías de FormFactor proporcionan información eléctrica y óptica de dispositivos semiconductores y optoelectrónicos, apoyando actividades desde la investigación temprana hasta la producción de alto volumen.","[{'name': 'form-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/form-Q324-10-Q.html'}, {'name': 'form-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/form-Q125-10-Q.html'}, {'name': 'form-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/form-Q225-10-Q.html'}, {'name': 'form-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/form-FY24-10-K.html'}]",18416237,USD,SMART,STK
AEIS,SE2,technology,semiconductor_equipment,US0079731008,ADVANCED ENERGY INDUSTRIES,19,Proporciona soluciones y componentes de energía críticos esenciales para la fabricación y operación de equipos semiconductores.,"El compromiso de Advanced Energy con el tema de Equipos para Semiconductores es significativo, como lo demuestra el hecho de que la empresa vende productos en este mercado. La cartera de la empresa incluye soluciones de energía de plasma, energía de alto voltaje, energía de sistemas y detección adyacente, y las soluciones de energía de plasma se utilizan para crear procesos de grabado y deposición basados en plasma. Además, la adquisición de Airity Technologies amplió el rango de aplicaciones objetivo dentro del mercado de Equipos para Semiconductores, y los ingresos de este mercado han sido sustanciales, representando una parte significativa de los ingresos totales de la empresa.","[{'name': 'aeis-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeis-Q225-10-Q.html'}, {'name': 'aeis-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeis-Q125-10-Q.html'}, {'name': 'aeis-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aeis-FY24-10-K.html'}, {'name': 'aeis-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeis-Q324-10-Q.html'}]",4725946,USD,SMART,STK
UCTT,SE2,technology,semiconductor_equipment,US90385V1070,ULTRA CLEAN HOLDINGS INC,20,"Fabrica subsistemas y componentes críticos esenciales para la producción de equipos de fabricación de semiconductores, apoyando la demanda de la industria de alta precisión y limpieza.","La participación de Ultra Clean Holdings en el tema de Equipos de Semiconductores es evidente a través de su papel como desarrollador y proveedor líder de subsistemas críticos, componentes, piezas y servicios de limpieza y análisis de ultra alta pureza, principalmente para la industria de semiconductores. El segmento de Productos de la empresa diseña, ingenia y fabrica herramientas de producción, componentes, piezas, módulos y subsistemas para los mercados de equipos de capital de semiconductores y pantallas. Además, UCT ofrece soluciones integradas externalizadas, que abarcan subconjuntos importantes, diseño para la fabricación, prototipado y fabricación de piezas y componentes, junto con la limpieza y el recubrimiento de piezas de cámaras de herramientas, y servicios de análisis de microcontaminación.","[{'name': 'uctt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uctt-Q324-10-Q.html'}, {'name': 'uctt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/uctt-FY24-10-K.html'}, {'name': 'uctt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uctt-Q225-10-Q.html'}, {'name': 'uctt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uctt-Q125-10-Q.html'}]",28476367,USD,SMART,STK
KEYS,SE2,technology,semiconductor_equipment,US49338L1035,KEYSIGHT TECHNOLOGIES IN,21,"Proporciona soluciones avanzadas de prueba y medición utilizadas para el diseño, validación y garantía de calidad de equipos de fabricación de semiconductores.","La participación de Keysight en el tema de Equipos para Semiconductores es evidente a través de la sólida demanda de sus soluciones de prueba de obleas, lo que impulsa una mayor interacción con las principales fundiciones e IDM. Esto se ve respaldado además por el enfoque de la empresa en permitir a los clientes abordar la creciente intensidad de cómputo de IA y los requisitos de eficiencia energética, particularmente a través de soluciones de nodos avanzados, memoria de alto ancho de banda y fotónica de silicio. El segmento EISG de Keysight también atiende a clientes en soluciones de semiconductores, con aumentos de ingresos observados en mediciones de semiconductores, lo que destaca el papel de la empresa en la superación de limitaciones de rendimiento en latencia, ancho de banda y potencia en centros de datos de IA.","[{'name': 'keys-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/keys-Q225-10-Q.html'}]",170167160,USD,SMART,STK
PLAB,SE2,technology,semiconductor_equipment,US7194051022,PHOTRONICS INC,22,"Proporciona soluciones esenciales de fotomáscaras que son componentes críticos en el proceso de fabricación de semiconductores, apoyando a la industria de equipos semiconductores en general.",,,273165,USD,SMART,STK
COHR,SE2,technology,semiconductor_equipment,US19247G1076,COHERENT CORP,23,Desarrolla y suministra materiales y componentes avanzados esenciales para diversos procesos dentro de la industria de equipos de fabricación de semiconductores.,"La participación de Coherent en la industria de equipos semiconductores es evidente a través de varios factores. La empresa experimenta un crecimiento de los ingresos en equipos de capital para semiconductores, impulsado particularmente por una mayor demanda de herramientas de empaquetado avanzadas donde se están adoptando sus láseres, ópticas y materiales avanzados. Además, los ingresos por láseres de la empresa han aumentado debido a la fuerte demanda dentro del mercado de equipos de capital para semiconductores. Este crecimiento ha sido un factor significativo, compensando las debilidades en otros mercados como el automotriz, lo que resalta la importancia de los equipos semiconductores para el rendimiento de la empresa.","[{'name': 'cohr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cohr-Q225-10-Q.html'}, {'name': 'cohr-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cohr-Q325-10-Q.html'}]",584127832,USD,SMART,STK
DD,SE2,technology,semiconductor_equipment,US26614N1028,DUPONT DE NEMOURS INC,24,Está activa en la industria de equipos semiconductores.,"La participación de ElectronicsCo en el tema de Equipos de Semiconductores es evidente a través de su papel como proveedor líder de materiales y soluciones para las industrias de semiconductores y electrónica. La empresa proporciona materiales de vanguardia, innovadoras soluciones de elastómeros y piezas específicamente para equipos de semiconductores. Esta participación directa resalta la importancia estratégica de este segmento para ElectronicsCo.","[{'name': 'dd-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dd-Q225-10-Q.html'}]",365921621,USD,SMART,STK
BRKR,SE2,technology,semiconductor_equipment,US1167941087,BRUKER CORP,25,Proporciona soluciones para la industria de equipos semiconductores.,"La participación de Bruker en el tema de equipos semiconductores es evidente a través de varias vías. TSMC, el cliente más grande de Bruker, depende de sus herramientas para la fabricación de chips de IA, lo que destaca la importancia de la empresa en la revolución de la IA. El segmento BSI NANO de Bruker experimenta una fuerte demanda en el mercado de metrología de semiconductores y diseña equipos de detección de defectos para el control de procesos de semiconductores. Además, el segmento BEST ofrece tecnologías y soluciones basadas en radiación ultravioleta extrema (EUV/XUV) a empresas líderes en semiconductores, lo que demuestra aún más el papel de Bruker en esta industria.","[{'name': 'brkr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brkr-Q324-10-Q.html'}, {'name': 'brkr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/brkr-FY24-10-K.html'}, {'name': 'brkr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brkr-Q125-10-Q.html'}, {'name': 'brkr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brkr-Q225-10-Q.html'}]",9905742,USD,SMART,STK
BHE,SE2,technology,semiconductor_equipment,US08160H1014,BENCHMARK ELECTRONICS INC,26,Opera dentro del mercado de equipos semiconductores.,"Benchmark Electronics demuestra su participación en el tema Equipos para Semiconductores a través de su servicio al mercado de equipos de capital para semiconductores, a menudo denominado semi-cap. Los servicios de fabricación de la empresa incluyen servicios de tecnología de precisión como mecanizado de precisión, unión y soldadura avanzada de metales, limpieza, ensamblaje y pruebas funcionales, específicamente adaptados para clientes de semi-cap. Esto se ve respaldado además por un aumento de las ventas en el sector Semi-Cap, impulsado por una mayor demanda y la adquisición de nuevos clientes, y la empresa continúa invirtiendo para aumentar la capacidad. Si bien los ingresos de semi-cap han mostrado un impresionante crecimiento interanual, también han experimentado una disminución trimestral, lo que refleja la dinámica mixta de la industria en general.","[{'name': 'bhe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bhe-FY24-10-K.html'}, {'name': 'bhe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bhe-Q324-10-Q.html'}, {'name': 'bhe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bhe-Q225-10-Q.html'}, {'name': 'bhe-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bhe-Q125-10-Q.html'}]",3141362,USD,SMART,STK
ESI,SE2,technology,semiconductor_equipment,US28618M1062,ELEMENT SOLUTIONS INC,27,Contribuye a la industria de equipos semiconductores al proporcionar productos químicos y materiales especializados cruciales para diversos procesos de fabricación.,"Element Solutions participa en el tema de Equipos para Semiconductores a través de su segmento de Electrónica, que se enfoca en productos químicos especializados y tecnologías de procesos de materiales esenciales para el hardware electrónico. Como proveedor global, la empresa ofrece soluciones como interconexiones de cobre avanzadas y procesos de bump de obleas para la fabricación de circuitos integrados y el empaquetado de semiconductores. El negocio de Soluciones para Semiconductores experimentó un notable aumento de ventas y proporciona materiales y tecnologías a los clientes para la fabricación de circuitos integrados y el empaquetado de semiconductores, lo que mejora los procesos de fabricación en industrias clave, incluida la fabricación de semiconductores.","[{'name': 'esi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/esi-Q125-10-Q.html'}]",351659552,USD,SMART,STK
TXN,SE2,technology,semiconductor_equipment,US8825081040,TEXAS INSTRUMENTS INC,28,Aprovecha equipos semiconductores para la fabricación y prueba de su diversa gama de productos semiconductores.,,,13096,USD,SMART,STK
