type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
transportation and logistics,automotive_logistics,US80689H1023,SCHNEIDER NATIONAL INC-CL B,20,"Proporciona servicios esenciales de transporte y gestión de la cadena de suministro adaptados a la industria automotriz, facilitando el movimiento eficiente de vehículos y componentes.","El compromiso de Schneider National con la Logística Automotriz es evidente a través de su red de relevos Midwest Logistics Systems (MLS), que se destaca específicamente por su fuerte adaptación al sector automotriz. La empresa enfatiza el potencial de crecimiento dentro de sus servicios Dedicados, particularmente a medida que más clientes cambian de flotas privadas a transportistas comunes y externalización. Si bien optimiza la asignación de capital entre camiones dedicados, intermodales y corretaje y logística, Schneider reconoce la capacidad especializada de MLS para ampliar su alcance en diversos mercados, lo que indica su importancia estratégica.",271857752,USD,SNDR,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US70959W1036,PENSKE AUTOMOTIVE GROUP INC,21,"Gestiona extensas redes de distribución de vehículos y cadenas de suministro de repuestos, desempeñando un papel importante en los procesos de movimiento y entrega dentro de la industria de la logística automotriz.","Penske Automotive Group se relaciona con la logística automotriz a través de su participación del 28.9% en Penske Transportation Solutions (PTS), un actor importante en la industria del transporte de carga de América del Norte. PTS gestiona una vasta flota de camiones, tractores y remolques, ofreciendo leasing de servicio completo, alquiler y mantenimiento por contrato. PTS también proporciona servicios de logística integrales, que incluyen transporte por contrato dedicado, gestión de centros de distribución, gestión de carga y servicios de transporte de carga seca en camiones, satisfaciendo diversas necesidades de los clientes en toda la cadena de suministro.",45006145,USD,PAG,SMART,STK,True,"[{'name': 'pag-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q324-10-Q.html'}, {'name': 'pag-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pag-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US9892071054,ZEBRA TECHNOLOGIES CORP-CL A,22,"Ofrece soluciones para el seguimiento, la visibilidad y la eficiencia operativa dentro de las cadenas de suministro automotrices, incluyendo computación móvil, captura de datos y tecnologías de automatización inteligente.",,276304,USD,ZBRA,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US05329W1027,AUTONATION INC,23,"Gestiona la extensa logística involucrada en la adquisición de vehículos nuevos y usados de diversas fuentes, distribuyéndolos a través de su red de concesionarios y entregándolos a los clientes, además de gestionar la logística de piezas para servicios de mantenimiento y reparación.",,4528615,USD,AN,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US4990491049,KNIGHT-SWIFT TRANSPORTATION,24,Proporciona soluciones integrales de transporte y logística esenciales para el movimiento eficiente de mercancías dentro de la cadena de suministro automotriz.,,288039996,USD,KNX,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US1431301027,CARMAX INC,25,Gestiona extensas redes de transporte y distribución de vehículos para respaldar sus operaciones minoristas de automóviles usados a nivel nacional.,,2586156,USD,KMX,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US48238T1097,OPENLANE INC,26,"Gestiona y facilita los procesos logísticos involucrados en la comercialización mayorista de vehículos usados, incluido el transporte, la inspección y el almacenamiento.","La participación de KAR en la logística automotriz es evidente a través de su segmento de Marketplace, que proporciona logística de transporte de entrada y salida como un servicio auxiliar de valor agregado. Los mercados digitales de la empresa en EE. UU., Canadá y Europa, junto con las ubicaciones de los centros de logística de vehículos en todo Canadá, facilitan estos servicios. Además, se ha observado una disminución en los ingresos por transporte, lo que indica una participación tangible, aunque potencialmente fluctuante, en la logística automotriz. Si bien depende de la industria automotriz y se ve afectada por las condiciones del mercado, el enfoque de KAR en la logística de transporte como parte de su oferta de servicios más amplia subraya su conexión con el tema de la logística automotriz.",70907405,USD,OPLN,SMART,STK,True,"[{'name': 'kar-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kar-Q324-10-Q.html'}, {'name': 'kar-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kar-Q125-10-Q.html'}, {'name': 'kar-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kar-Q225-10-Q.html'}, {'name': 'kar-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kar-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US5150981018,LANDSTAR SYSTEM INC,27,Proporciona servicios de transporte y logística esenciales para el movimiento eficiente de componentes automotrices y vehículos terminados dentro de la cadena de suministro.,,271344,USD,LSTR,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US78709Y1055,SAIA INC,28,Proporciona servicios de transporte de carga de carga consolidada (LTL) cruciales para el movimiento eficiente de componentes y productos terminados dentro de la cadena de suministro automotriz.,,40078069,USD,SAIA,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US9507551086,WERNER ENTERPRISES INC,29,"Proporciona servicios de transporte y logística esenciales para la cadena de suministro automotriz, garantizando el movimiento eficiente de piezas y vehículos terminados.",,276009,USD,WERN,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US6937181088,PACCAR INC,30,"Fabrica camiones pesados y vehículos comerciales, que son integrales para las redes de transporte y distribución dentro del sector de la logística automotriz.",,272992,USD,PCAR,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US00091G1040,ACV AUCTIONS INC-A,31,"Permite el movimiento eficiente de vehículos mayoristas a través de su plataforma de subastas digitales, lo que requiere e impulsa inherentemente servicios de logística automotriz para el transporte.","La participación de ACV en la logística automotriz es evidente a través de sus servicios de transporte, que facilitan las transacciones de vehículos en su mercado digital. La empresa organiza el transporte aprovechando una red de transportistas externos, y los ingresos de estos acuerdos han aumentado. ACV Transport también ha mostrado un fuerte desempeño, estableciendo récords de ingresos trimestrales y transportes entregados, y la empresa continúa ofreciendo servicios de transporte, financiación y garantía para facilitar todo el viaje de la transacción.",478483385,USD,ACVA,SMART,STK,False,"[{'name': 'acva-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/acva-Q125-10-Q.html'}, {'name': 'acva-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/acva-FY24-10-K.html'}]",TL_AU1
transportation and logistics,automotive_logistics,CA74935Q1072,RB GLOBAL INC,32,Apoya el sector de la logística automotriz proporcionando una plataforma para la venta y redistribución de vehículos y equipos pesados que requieren servicios de transporte.,"La participación de RB Global en Logística Automotriz se demuestra a través de la facilitación de transacciones en el sector automotriz a través de su plataforma omnicanal, complementada con servicios de transporte y logística de extremo a extremo. La empresa también proporciona soluciones tecnológicas para la comercialización de vehículos y tiene una empresa estratégica, LKQ SYNETIQ, que combina el alcance de distribución y la red logística basada en datos con experiencia en desmantelamiento, reutilización y remanufactura. Si bien estos servicios apoyan al sector automotriz, no son el enfoque principal de la empresa.",632407680,CAD,RBA,SMART,STK,True,"[{'name': 'rba-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rba-Q225-10-Q.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US6882392011,OSHKOSH CORP,33,Proporciona vehículos y equipos especializados que son integrales para el transporte y la gestión de mercancías dentro del sector de la logística automotriz.,,272856,USD,OSK,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US8536661056,STANDARD MOTOR PRODS,34,Contribuye a la red de logística automotriz a través de la distribución y el suministro de repuestos de vehículos para el mercado de posventa.,,12245,USD,SMP,SMART,STK,True,,TL_AU1
transportation and logistics,automotive_logistics,US85254J1025,STAG INDUSTRIAL INC,35,Demuestra importancia para el tema de Logística Automotriz.,"La participación de STAG en la logística automotriz se refleja en su base de inquilinos, específicamente dentro de la industria de 'Componentes de Automóviles', que constituye el 6.5% de los ingresos anuales totales de alquiler base. Además, la empresa participa en la fabricación dentro del sector automotriz, particularmente en mercados como Nashville, que tienen un equilibrio entre distribución y fabricación. Esto indica una conexión con la logística automotriz a través de sus operaciones industriales y relaciones con inquilinos.",86792819,USD,STAG,SMART,STK,True,"[{'name': 'stag-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stag-Q324-10-Q.html'}]",TL_AU1
transportation and logistics,automotive_logistics,US1417881091,CARGURUS INC,36,"Conecta el inventario de vehículos con compradores potenciales a través de su mercado en línea, agilizando el componente transaccional de la distribución y logística automotriz.","CarGurus demuestra su participación en la logística automotriz a través de varias facetas de sus operaciones mayoristas. La empresa genera ingresos mayoristas por la prestación de servicios de inspección y transporte relacionados con transacciones de vehículos, cobrando tarifas a los concesionarios compradores en varios tipos de transacciones, incluidas las transacciones de concesionario a concesionario, de otros mercados a concesionario y de oferta máxima instantánea en efectivo. Estos servicios también se reflejan en el costo de ingresos mayoristas de la empresa, que incluye gastos de transporte e inspección de vehículos. Además, CarGurus se enfoca en innovar y expandir su conjunto de soluciones basadas en datos en los flujos de trabajo de los concesionarios, incluida la inversión en IA para acelerar la innovación.",292179068,USD,CARG,SMART,STK,True,"[{'name': 'carg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/carg-Q125-10-Q.html'}, {'name': 'carg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/carg-FY24-10-K.html'}]",TL_AU1
