symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
SAAB.B,DA,MIL,defense and aerospace,military_applications,SE0021921269,SAAB AB-B,11,"Desarrolla y proporciona sistemas y soluciones de defensa avanzados para aplicaciones militares, abarcando los dominios terrestre, aéreo y naval.",,,696509467,SEK,SMART,STK
GE,DA,MIL,defense and aerospace,military_applications,US3696043013,GENERAL ELECTRIC,12,"Proporciona tecnologías críticas, incluidos motores a reacción y sistemas de energía, que son integrales para aeronaves militares y buques navales.",,,498843743,USD,SMART,STK
HII,DA,MIL,defense and aerospace,military_applications,US4464131063,HUNTINGTON INGALLS INDUSTRIE,13,"Desarrolla y construye buques de guerra, incluidos portaaviones y submarinos, proporcionando capacidades navales críticas para la defensa nacional.","El enfoque de Huntington Ingalls Industries en aplicaciones militares es evidente a través de su papel como socio de defensa global, construyendo buques y tecnologías navales para salvaguardar múltiples dominios. La empresa participa en varios programas de construcción naval, incluidos destructores, submarinos y buques anfibios, y proporciona servicios como sistemas C5ISR. Además, las tensiones geopolíticas están impulsando una mayor demanda de las ofertas de defensa de la empresa, siendo la Marina de los EE. UU. un cliente clave.","[{'name': 'hii-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hii-Q324-10-Q.html'}, {'name': 'hii-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hii-FY24-10-K.html'}]",86033355,USD,SMART,STK
CACI,DA,MIL,defense and aerospace,military_applications,US1271903049,CACI INTERNATIONAL INC -CL A,14,Proporciona tecnología y experiencia avanzadas que respaldan operaciones militares críticas y sistemas de defensa.,"La participación de CACI en aplicaciones militares es evidente a través de su dedicación a proporcionar experiencia y tecnología en apoyo de la seguridad nacional. Una parte significativa de los ingresos de CACI, aproximadamente el 75%, proviene de clientes relacionados con la defensa, incluidos aquellos dentro de la Comunidad de Inteligencia. Esto se ve aún más enfatizado por el hecho de que CACI genera alrededor del 90% de sus ingresos abordando desafíos complejos para el DoD, la comunidad de inteligencia y el Departamento de Seguridad Nacional, incluido el desarrollo del sistema de armas de nueva generación en buques de la Marina.","[{'name': 'caci-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/caci-Q325-10-Q.html'}, {'name': 'caci-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/caci-Q125-10-Q.html'}, {'name': 'caci-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/caci-Q225-10-Q.html'}]",267197,USD,SMART,STK
PLTR,DA,MIL,defense and aerospace,military_applications,US69608A1088,PALANTIR TECHNOLOGIES INC-A,15,"Desarrolla y despliega plataformas de software avanzadas diseñadas para agencias militares y de inteligencia, lo que permite la integración de datos, el análisis predictivo y el soporte de decisiones operativas en misiones de defensa complejas.","El enfoque de Palantir en aplicaciones militares es evidente a través de su apoyo a misiones críticas con el Ejército de EE. UU. y el Comando de Operaciones Especiales de EE. UU., incluida la entrega de capacidades de Army Vantage y Mission Manager. El sistema Maven Smart de la compañía se implementa en COCOMs y servicios, y se ha proporcionado a la OTAN para implementar soluciones de IA para el Comando de Misiones. Los agentes de IA de Palantir se utilizan dentro del Departamento de Defensa para procesar informes de inteligencia, encontrar objetivos y automatizar funciones del personal, mejorando la comprensión del campo de batalla, mientras que el CEO de la compañía enfatiza la misión de brindar una ventaja a las fuerzas occidentales.",,444857009,USD,SMART,STK
BAH,DA,MIL,defense and aerospace,military_applications,US0995021062,BOOZ ALLEN HAMILTON HOLDINGS,16,"Ofrece una amplia gama de soluciones de consultoría, tecnología e ingeniería para apoyar aplicaciones militares y objetivos de seguridad nacional.",,,80968828,USD,SMART,STK
LDOS,DA,MIL,defense and aerospace,military_applications,US5253271028,LEIDOS HOLDINGS INC,17,"Proporciona soluciones avanzadas de tecnología, ingeniería y ciencia para apoyar operaciones militares críticas e iniciativas de defensa.","La participación de Leidos en aplicaciones militares es evidente a través de su enfoque en abordar desafíos de seguridad nacional y sus asociaciones con entidades clave del gobierno de EE. UU., incluido el Departamento de Defensa y la Comunidad de Inteligencia. El rendimiento comercial de la empresa está estrechamente ligado al gasto del gobierno de EE. UU. en seguridad nacional, seguridad interna e inteligencia, con una parte significativa de sus ingresos derivada de contratos con estas agencias. Leidos opera en sectores como Seguridad Nacional y Sistemas Digitales y de Defensa, lo que demuestra aún más su papel en aplicaciones militares.","[{'name': 'ldos-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ldos-Q224-10-Q.html'}, {'name': 'ldos-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ldos-Q324-10-Q.html'}]",134280621,USD,SMART,STK
SAIC,DA,MIL,defense and aerospace,military_applications,US8086251076,SCIENCE APPLICATIONS INTE,18,"Ofrece un amplio espectro de soluciones y servicios técnicos, aprovechando la experiencia científica para mejorar las operaciones militares y las capacidades de defensa.",,,134306225,USD,SMART,STK
KEYS,DA,MIL,defense and aerospace,military_applications,US49338L1035,KEYSIGHT TECHNOLOGIES IN,19,"Proporciona soluciones avanzadas de prueba y medición electrónica, críticas para la investigación, el desarrollo y la implementación de sistemas militares y aeroespaciales.",,,170167160,USD,SMART,STK
AMTM,DA,MIL,defense and aerospace,military_applications,US0239391016,AMENTUM HOLDINGS INC,20,"Proporciona apoyo crítico, servicios de ingeniería y técnicos a las fuerzas militares y agencias de defensa, permitiendo su preparación operativa y capacidades estratégicas.","El enfoque de Amentum en aplicaciones militares es evidente a través de su papel como proveedor global de soluciones avanzadas de ingeniería y tecnología, apoyando programas de importancia nacional crítica en mercados finales de defensa para agencias gubernamentales de EE. UU. y aliadas. La compañía está bien posicionada para ganar nuevos negocios debido al creciente enfoque gubernamental en competidores cercanos y otras amenazas de estados-nación. Además, aproximadamente el 90% de los ingresos de Amentum se derivan de contratos con el gobierno federal de EE. UU., lo que destaca la fuerte alineación del negocio de Amentum con las aplicaciones militares.","[{'name': 'amtm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amtm-Q125-10-Q.html'}, {'name': 'amtm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/amtm-FY24-10-K.html'}, {'name': 'amtm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amtm-Q225-10-Q.html'}]",729362584,USD,SMART,STK
LASR,DA,MIL,defense and aerospace,military_applications,US65487K1007,NLIGHT INC,21,Desarrolla y suministra tecnología láser de alta potencia fundamental para diversos sistemas de defensa y aplicaciones militares.,"nLIGHT es un proveedor clave de láseres semiconductores y de fibra de alta potencia para la industria aeroespacial y de defensa, y depende de la inversión continua en tecnología láser por parte del gobierno de EE. UU. y sus aliados. El negocio de la empresa depende significativamente de su capacidad para desarrollar y comercializar tecnología láser líder para el mercado aeroespacial y de defensa. Además, nLIGHT invierte en energía dirigida, equipos de fabricación e instalaciones, lo que demuestra un compromiso con el avance de tecnologías relevantes para aplicaciones militares.","[{'name': 'lasr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lasr-FY24-10-K.html'}]",315776201,USD,SMART,STK
OSK,DA,MIL,defense and aerospace,military_applications,US6882392011,OSHKOSH CORP,22,Ofrece una gama de productos y servicios adaptados para aplicaciones militares.,"La participación de Oshkosh en el tema de Aplicaciones Militares es evidente a través de su segmento de Defensa, que proporciona vehículos tácticos, remolques, integración de sistemas de armas y piezas al ejército de EE. UU. y a otros ejércitos a nivel mundial. La empresa fabrica camiones de defensa bajo la marca ""Oshkosh"" y es un diseñador y fabricante líder de vehículos con ruedas tácticos de servicio severo para el Departamento de Defensa de EE. UU. (DoD) y otros ejércitos. Además, el segmento Vocacional vende productos de apoyo en tierra para aviación y vehículos de rescate y extinción de incendios de aeronaves (ARFF) al ejército de EE. UU., mientras que el segmento de Transporte vende vehículos tácticos, remolques y piezas al ejército de EE. UU. y a otros ejércitos de todo el mundo.","[{'name': 'osk-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/osk-Q324-10-Q.html'}, {'name': 'osk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/osk-Q225-10-Q.html'}, {'name': 'osk-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/osk-FY24-10-K.html'}]",272856,USD,SMART,STK
TXT,DA,MIL,defense and aerospace,military_applications,US8832031012,TEXTRON INC,23,Participa en actividades de apoyo a Aplicaciones Militares.,"La participación de Textron en aplicaciones militares es evidente a través de sus segmentos Bell y Textron Systems, que participan en importantes programas de aeronaves y soporte militar. Estos programas incluyen un contrato de desarrollo para el programa FLRAA del Ejército de EE. UU., así como contratos de producción, actualización y soporte para la aeronave de rotor basculante V-22 y los helicópteros H-1. Además, Textron Systems participa en el programa Ship-to-Shore Connector, y una parte sustancial de los ingresos de Textron se deriva de contratos con el Gobierno de EE. UU., incluidos los del programa de ventas militares extranjeras patrocinado por el Gobierno de EE. UU.","[{'name': 'txt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/txt-Q324-10-Q.html'}, {'name': 'txt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/txt-FY24-10-K.html'}]",13101,USD,SMART,STK
KTOS,DA,MIL,defense and aerospace,military_applications,US50077B2079,KRATOS DEFENSE & SECURITY,24,Ofrece soluciones especializadas de defensa y seguridad integrales para diversas aplicaciones militares.,"El compromiso de Kratos con las aplicaciones militares es evidente a través de su enfoque en hardware, software y soluciones que abordan prioridades críticas para la misión dentro del Departamento de Defensa, donde es un líder reconocido en la industria en defensa integrada de misiles y antiaéreos y contra UAS. La participación de la empresa se extiende a sistemas avanzados de defensa antimisiles, tecnologías hipersónicas y sistemas C5ISR, siendo estos últimos los que dan soporte a prácticamente todos los sistemas de defensa aérea utilizados por los Estados Unidos. Además, Kratos invierte en sistemas terrestres virtualizados, sistemas de drones aéreos no tripulados y sistemas de propulsión, y se espera que su franquicia hipersónica sea un motor de crecimiento principal.","[{'name': 'ktos-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ktos-FY24-10-K.html'}, {'name': 'ktos-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ktos-Q324-10-Q.html'}]",68492173,USD,SMART,STK
PSN,DA,MIL,defense and aerospace,military_applications,US70202L1026,PARSONS CORP,25,Proporciona soluciones y servicios para aplicaciones militares.,"Parsons demuestra un fuerte enfoque en aplicaciones militares a través de su segmento de Soluciones Federales, que proporciona tecnologías avanzadas que apoyan misiones de seguridad nacional en áreas como operaciones cibernéticas y defensa antimisiles. Esto se ve aún más enfatizado por la experiencia de Parsons en ciberinteligencia, defensa espacial y antimisiles, y protección de infraestructura crítica. La adquisición de BlackSignal Technologies, un proveedor de soluciones de guerra electrónica y ciberseguridad diseñadas para contrarrestar amenazas de adversarios cercanos, y SealingTech, que mejora las capacidades en operaciones cibernéticas defensivas, fortalece significativamente la posición de Parsons en el apoyo al Departamento de Defensa y a la Comunidad de Inteligencia.","[{'name': 'psn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/psn-FY24-10-K.html'}, {'name': 'psn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/psn-Q125-10-Q.html'}, {'name': 'psn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/psn-Q225-10-Q.html'}]",365037248,USD,SMART,STK
SARO,DA,MIL,defense and aerospace,military_applications,US85423L1035,STANDARDAERO INC,26,"Se enfoca en brindar servicios esenciales de mantenimiento, reparación y revisión para garantizar la preparación operativa y el rendimiento de aeronaves y componentes militares.",,,732636198,USD,SMART,STK
TDY,DA,MIL,defense and aerospace,military_applications,US8793601050,TELEDYNE TECHNOLOGIES INC,27,Desarrolla y suministra tecnologías e instrumentación avanzadas críticas para operaciones de defensa y militares.,"La participación de Teledyne en el tema de la industria de 'Aplicaciones Militares' es evidente a través de varias actividades clave. La empresa suministra sistemas de ingeniería para aplicaciones de defensa, con una parte notable de sus ingresos derivada de contratos con el Gobierno de EE. UU. y el Departamento de Defensa. Además, Teledyne atiende a sectores en crecimiento como los sistemas aéreos y submarinos no tripulados, los sensores espaciales y el gasto en defensa de la OTAN, con sus negocios de Energía y Defensa funcionando bien debido a la fortaleza del mercado. Qioptiq, parte de Teledyne, también contribuye a las aplicaciones militares, estrechamente ligada a FLIR Defense.","[{'name': 'tdy-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tdy-Q324-10-Q.html'}, {'name': 'tdy-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tdy-FY24-10-K.html'}]",6340773,USD,SMART,STK
MRCY,DA,MIL,defense and aerospace,military_applications,US5893781089,MERCURY SYSTEMS INC,28,Proporciona tecnología y soluciones avanzadas cruciales para diversas aplicaciones militares.,"Mercury Systems enfatiza su papel en la entrega de potencia de procesamiento de misión crítica para la industria aeroespacial y de defensa, con sus productos desplegados en más de 300 programas en 35 países. Sus soluciones se utilizan en diversas aplicaciones militares, incluido el procesamiento de sensores y radares, guerra electrónica, aviónica, sistemas de armas y comando, control, comunicaciones e inteligencia (C4I). Además, los aumentos de ingresos han sido impulsados por C4I, radar y otras aplicaciones, con programas específicos como programas de armas estratégicas y MH-60R/S que resaltan el enfoque de la empresa en aplicaciones militares.","[{'name': 'mrcy-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mrcy-Q325-10-Q.html'}, {'name': 'mrcy-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mrcy-Q125-10-Q.html'}, {'name': 'mrcy-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mrcy-Q225-10-Q.html'}]",4815101,USD,SMART,STK
BWXT,DA,MIL,defense and aerospace,military_applications,US05605H1005,BWX TECHNOLOGIES INC,29,Suministra tecnología nuclear especializada y soluciones esenciales para sistemas de defensa militar.,"La participación de BWXT en aplicaciones militares es evidente a través de su papel como proveedor de componentes nucleares importantes para programas del Gobierno de EE. UU., incluido equipo de alta gama para submarinos y portaaviones para la Armada de EE. UU. Los programas de la empresa están alineados con la defensa nacional y las prioridades estratégicas, ya que desarrolla microrreactores y combustibles nucleares avanzados para aplicaciones de defensa, incluidos programas como Pele y DRACO. Además, la adquisición de BWXT expande su negocio de materiales especiales a la determinación de uranio empobrecido, mejorando sus capacidades en I+D, prototipado, pruebas y producción para clientes importantes, incluido el Departamento de Defensa.","[{'name': 'bwxt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bwxt-FY24-10-K.html'}]",196689572,USD,SMART,STK
MOG A,DA,MIL,defense and aerospace,military_applications,US6153942023,MOOG INC-CLASS A,30,Ofrece productos y servicios para Aplicaciones Militares.,"La participación de la empresa en el tema de la industria de 'Aplicaciones Militares' es sustancial, como lo demuestra el diseño, la fabricación y la integración de sistemas para los mercados aeroespacial y de defensa. Sus productos incluyen controles de vuelo y componentes para aeronaves militares, sistemas de armas con torretas y controles de dirección de misiles, con una parte significativa de sus ingresos proveniente del mercado de defensa. La empresa también participa en programas de alta prioridad como el Lockheed Martin F-35 Lightning II, y su segmento de Espacio y Defensa ha experimentado un aumento en las ventas debido a la fuerte demanda de aplicaciones de defensa.","[{'name': 'moga-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/moga-Q125-10-Q.html'}, {'name': 'moga-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/moga-FY24-10-K.html'}]",755608,USD,SMART,STK
TTMI,DA,MIL,defense and aerospace,military_applications,US87305R1095,TTM TECHNOLOGIES,31,Desarrolla y suministra soluciones tecnológicas avanzadas cruciales para diversas aplicaciones militares.,,,10311716,USD,SMART,STK
AVAV,DA,MIL,defense and aerospace,military_applications,US0080731088,AEROVIRONMENT INC,32,Desarrolla y suministra sistemas de aeronaves no tripuladas y sistemas de misiles tácticos predominantemente para operaciones de defensa y seguridad.,"El compromiso de la empresa con el tema de Aplicaciones Militares es evidente a través de sus Sistemas No Tripulados (UxS) y Sistemas de Municiones Merodeadoras (LMS), incluida la línea de productos Switchblade, que se utilizan activamente en operaciones militares. El aumento de la demanda mundial de estos sistemas, impulsado por los conflictos mundiales actuales y los esfuerzos de reabastecimiento del D.o.D. de EE. UU., impacta significativamente los ingresos de la empresa. Además, la empresa se centra en el desarrollo de capacidades mejoradas para sus productos, lo que sugiere un énfasis continuo en las aplicaciones militares.","[{'name': 'avav-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q225-10-Q.html'}, {'name': 'avav-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q125-10-Q.html'}, {'name': 'avav-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/avav-Q325-10-Q.html'}]",42464367,USD,SMART,STK
ALSN,DA,MIL,defense and aerospace,military_applications,US01973R1014,ALLISON TRANSMISSION HOLDING,33,Proporciona sistemas de transmisión avanzados esenciales para el rendimiento y la fiabilidad de vehículos y equipos militares.,"La participación de Allison Transmission en aplicaciones militares es evidente a través de su diseño y fabricación de soluciones de propulsión para vehículos de defensa. La compañía obtuvo un nuevo pedido de 3040 transmisiones de tracción total MX para el programa de Vehículos de Combate de Infantería de Polonia y recibió un contrato multimillonario del Ejército de los Estados Unidos para la segunda fase del programa de Transmisión Electrificada de Próxima Generación. Esto se ve respaldado además por un aumento del 28% en las ventas netas del mercado de defensa en 2024, impulsado por una mayor demanda de aplicaciones de vehículos de orugas.","[{'name': 'alsn-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/alsn-Q125-10-Q.html'}, {'name': 'alsn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/alsn-FY24-10-K.html'}]",104054141,USD,SMART,STK
ATI,DA,MIL,defense and aerospace,military_applications,US01741R1023,ATI INC,34,"Proporciona materiales y componentes especializados avanzados, críticos para el rendimiento y la fiabilidad de las plataformas militares y los sistemas de defensa.",,,1946967,USD,SMART,STK
