symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
DTE,technology,internet_infrastructure,DE0005557508,DEUTSCHE TELEKOM AG-REG,11,"Proporciona infraestructura de red esencial, incluyendo fibra óptica y banda ancha móvil, que sustenta la conectividad a Internet y la transmisión de datos para millones de clientes.",,,2254332,EUR,SMART,STK,False,IN1
AMT,technology,internet_infrastructure,US03027X1000,AMERICAN TOWER CORP,12,"Opera una vasta red de sitios de comunicaciones, incluyendo torres y centros de datos, que forman la infraestructura física fundamental para la conectividad a Internet inalámbrica y los servicios digitales a nivel mundial.",,,99831145,USD,SMART,STK,True,IN1
INTC,technology,internet_infrastructure,US4581401001,INTEL CORP,13,"Proporciona procesadores esenciales y soluciones de red que potencian los servidores, centros de datos y equipos de red que forman la columna vertebral de la infraestructura de Internet global.",,,270639,USD,SMART,STK,True,IN1
DLR,technology,internet_infrastructure,US2538681030,DIGITAL REALTY TRUST INC.,14,"Proporciona infraestructura crítica para centros de datos, impulsando la economía digital global y apoyando los elementos fundamentales de Internet.",,,31832526,USD,SMART,STK,True,IN1
TEF,technology,internet_infrastructure,US8793822086,TELEFONICA SA-SPON ADR,15,"Proporciona una extensa infraestructura de fibra óptica y redes móviles, esencial para la entrega de conectividad a Internet de alta velocidad y el soporte de servicios digitales en diversos mercados.",,,12702,USD,SMART,STK,False,IN1
AKAM,technology,internet_infrastructure,US00971T1016,AKAMAI TECHNOLOGIES INC,16,"Ofrece soluciones críticas de red de entrega de contenido (CDN), seguridad en la nube y computación en el borde que mejoran el rendimiento, la seguridad y la fiabilidad de la infraestructura global de Internet.","La participación de Akamai en la Infraestructura de Internet es evidente en su enfoque en la construcción, seguridad y aceleración de aplicaciones y experiencias digitales a través de su red global distribuida, que sustenta sus soluciones de seguridad, entrega y computación en la nube y es central para su éxito financiero. La empresa invierte en mejorar los costos de ancho de banda de la red, el software de uso interno y las implementaciones de hardware para mejorar la eficiencia de los servidores, junto con la construcción de su plataforma de cómputo y el mantenimiento de su red global. Akamai celebra acuerdos a largo plazo con proveedores de redes y servicios de Internet para el ancho de banda. Los servicios incluidos en los contratos consisten en la entrega de contenido, aplicaciones y software a través de Internet.","[{'name': 'akam-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/akam-Q125-10-Q.html'}]",6220356,USD,SMART,STK,True,IN1
NVDA,technology,internet_infrastructure,US67066G1040,NVIDIA CORP,17,Proporciona plataformas críticas de computación acelerada y soluciones de red que impulsan los centros de datos y la infraestructura en la nube esenciales para los servicios de Internet modernos.,,,4815747,USD,SMART,STK,True,IN1
LUMN,technology,internet_infrastructure,US5502411037,LUMEN TECHNOLOGIES INC,18,"Proporciona servicios integrales de infraestructura de Internet, incluyendo redes de fibra óptica, soluciones de centros de datos y conectividad, esenciales para la comunicación digital global.","El compromiso de Lumen con la Infraestructura de Internet es evidente a través de la operación de una de las redes más interconectadas del mundo. La empresa está invirtiendo activamente en la construcción de la columna vertebral de la economía de la IA mediante la construcción de sitios ILA, el despliegue de fibra y el trabajo con hiperescaladores para conectar sus redes directamente a la infraestructura de la nube. Además, Lumen está expandiendo y mejorando su red de fibra para conectar más edificios, con el objetivo de generar oportunidades de ingresos y reducir la dependencia de otros operadores, demostrando un claro enfoque en el fortalecimiento de su infraestructura digital.","[{'name': 'lumn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lumn-Q225-10-Q.html'}, {'name': 'lumn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lumn-Q324-10-Q.html'}, {'name': 'lumn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lumn-FY24-10-K.html'}]",446613345,USD,SMART,STK,True,IN1
CHTR,technology,internet_infrastructure,US16119P1084,CHARTER COMMUNICATIONS INC-A,19,"Proporciona servicios de Internet de banda ancha y mantiene infraestructura de red crítica, conectando a millones de clientes residenciales y empresariales a Internet.","El compromiso de Charter con la infraestructura de Internet es evidente a través de la operación de una red de comunicaciones avanzada y la provisión de servicios de Internet Spectrum. La empresa está actualizando activamente su red para ofrecer velocidades simétricas y multigeabit en toda su huella, incluida la oferta de velocidades simétricas en mercados de alta división. Este compromiso se demuestra aún más por importantes gastos de capital en mejoras de la red, extensiones de línea e inversiones en la construcción de banda ancha rural, así como por el aumento de los ingresos de empresas medianas y grandes impulsado por las PSU de Internet.","[{'name': 'chtr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/chtr-FY24-10-K.html'}, {'name': 'chtr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/chtr-Q225-10-Q.html'}]",233674866,USD,SMART,STK,True,IN1
CMCSA,technology,internet_infrastructure,US20030N1019,COMCAST CORP-CLASS A,20,"Opera y expande una extensa infraestructura de red, ofreciendo servicios de Internet de alta velocidad y permitiendo una conectividad digital generalizada.",,,267748,USD,SMART,STK,True,IN1
CCI,technology,internet_infrastructure,US22822V1017,CROWN CASTLE INC,21,"Proporciona infraestructura de comunicaciones compartida esencial, incluidas torres de telefonía móvil, celdas pequeñas y fibra, que son críticas para la entrega de servicios de Internet inalámbrico y de fibra.",,,176571182,USD,SMART,STK,True,IN1
HPE,technology,internet_infrastructure,US42824C1099,HEWLETT PACKARD ENTERPRISE,22,"Proporciona soluciones de infraestructura críticas que incluyen servidores, almacenamiento, redes y cómputo, que son esenciales para construir y operar servicios de Internet globales y centros de datos.",,,209411798,USD,SMART,STK,True,IN1
DBRG,technology,internet_infrastructure,US25401T6038,DIGITALBRIDGE GROUP INC,23,"Invierte y gestiona activos de infraestructura digital a nivel mundial, incluyendo centros de datos, torres de telefonía móvil, redes de fibra y small cells, que forman la columna vertebral de la conectividad moderna a Internet.","DigitalBridge se centra en la Infraestructura de Internet a través de sus inversiones en todo el ecosistema digital. La empresa despliega y gestiona capital en áreas que incluyen centros de datos, torres de telefonía móvil, redes de fibra, celdas pequeñas e infraestructura de borde. Su serie de fondos DBP se centra en infraestructura digital de valor añadido, invirtiendo y construyendo negocios en todo el sector de la infraestructura digital.","[{'name': 'dbrg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dbrg-Q125-10-Q.html'}]",578327143,USD,SMART,STK,False,IN1
9984,technology,internet_infrastructure,JP3436100006,SOFTBANK GROUP CORP,24,"Invierte significativamente en empresas que desarrollan y expanden la infraestructura de internet a nivel mundial, apoyando el crecimiento de los ecosistemas digitales y la conectividad.",,,14019490,JPY,SMART,STK,False,IN1
ANET,technology,internet_infrastructure,US0404132054,ARISTA NETWORKS INC,25,"Proporciona soluciones de red de alto rendimiento para centros de datos y entornos en la nube, esenciales para construir y escalar la infraestructura moderna de Internet.",,,740948854,USD,SMART,STK,True,IN1
DELL,technology,internet_infrastructure,US24703L2025,DELL TECHNOLOGIES -C,26,"Proporciona infraestructura de TI esencial, incluyendo servidores, almacenamiento y soluciones de red, críticas para construir y mantener los componentes fundamentales de Internet.",,,346218218,USD,SMART,STK,True,IN1
017670,technology,internet_infrastructure,KR7017670001,SK TELECOM,27,Opera y expande la infraestructura de red esencial para proporcionar servicios robustos de Internet y soluciones de conectividad.,,,17382839,KRW,KSE,STK,False,IN1
FTNT,technology,internet_infrastructure,US34959E1091,FORTINET INC,28,Asegura componentes y servicios críticos dentro de la Infraestructura de Internet a través de sus avanzadas ofertas de ciberseguridad.,"Fortinet utiliza sus propios centros de datos, Puntos de Presencia (PoPs) e instalaciones de colocalización, junto con los principales proveedores de servicios en la nube como AWS, Azure y Google Cloud, para alojar sus productos. La infraestructura global en la nube construida orgánicamente por la empresa, impulsada por FortiStack, ofrece alcance global, conectividad flexible y ahorros de costos a los clientes. Fortinet también planea continuar aumentando su capacidad de centros de datos, PoPs, oficinas y almacenes para respaldar el crecimiento y la expansión del servicio, con FortiExtender asegurando extensores de Ethernet remotos y 5G/LTE para conectar y asegurar entornos de sucursales.","[{'name': 'ftnt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ftnt-Q125-10-Q.html'}, {'name': 'ftnt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ftnt-Q225-10-Q.html'}, {'name': 'ftnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ftnt-FY24-10-K.html'}]",70236214,USD,SMART,STK,True,IN1
IRM,technology,internet_infrastructure,US46284V1017,IRON MOUNTAIN INC,29,Proporciona soluciones y servicios de centros de datos que son integrales a la infraestructura subyacente que soporta las operaciones de Internet.,,,180350774,USD,SMART,STK,True,IN1
VRT,technology,internet_infrastructure,US92537N1081,VERTIV HOLDINGS CO-A,30,"Proporciona tecnologías y servicios de infraestructura digital críticos, incluidas soluciones de infraestructura de energía, refrigeración y TI, esenciales para el funcionamiento confiable de centros de datos y redes de comunicación que forman la columna vertebral de Internet.","El compromiso de Vertiv con el tema de Infraestructura de Internet es evidente en su papel como líder mundial en el diseño, fabricación y servicio de tecnología crítica de infraestructura digital. Esta tecnología potencia, enfría, implementa, asegura y mantiene la electrónica que procesa, almacena y transmite datos. Vertiv proporciona principalmente su tecnología a centros de datos y redes de comunicación, que son componentes vitales de la infraestructura de Internet.","[{'name': 'vrt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrt-Q125-10-Q.html'}, {'name': 'vrt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vrt-FY24-10-K.html'}]",402783527,USD,SMART,STK,True,IN1
CIEN,technology,internet_infrastructure,US1717793095,CIENA CORP,31,Proporciona equipos de red y soluciones de software que son esenciales para construir y operar la infraestructura subyacente de Internet.,,,41045553,USD,SMART,STK,True,IN1
FSLY,technology,internet_infrastructure,US31188V1008,FASTLY INC - CLASS A,32,"Proporciona servicios de red de entrega de contenido (CDN) que son fundamentales para la infraestructura de Internet, mejorando el rendimiento, la fiabilidad y la seguridad de los sitios web mediante la distribución global de contenido.",,,366131373,USD,SMART,STK,False,IN1
COMM,technology,internet_infrastructure,US20337X1090,COMMSCOPE HOLDING CO INC,33,"Proporciona soluciones de infraestructura esenciales que permiten el desarrollo y la operación de redes de comunicación, las cuales son fundamentales para el tema de Infraestructura de Internet.",,,137407031,USD,SMART,STK,False,IN1
LBTYA,technology,internet_infrastructure,BMG611881019,LIBERTY GLOBAL LTD-A,34,"Proporciona servicios esenciales de banda ancha y telecomunicaciones, contribuyendo a la infraestructura de Internet fundamental que apoya la conectividad digital.","Liberty Global ofrece productos líderes en el mercado a través de redes de próxima generación, conectando a los clientes a servicios de Internet de banda ancha, video, telefonía fija y telefonía móvil. Esta entrega de servicios a través de redes avanzadas destaca una inversión significativa en infraestructura de Internet. Además, la empresa tiene inversiones en Plume, la empresa conjunta AtlasEdge y EdgeConneX, lo que sugiere una mayor participación en el panorama de la infraestructura de Internet.","[{'name': 'lbtya-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lbtya-FY24-10-K.html'}]",667891544,USD,SMART,STK,False,IN1
FYBR,technology,internet_infrastructure,US35909D1090,FRONTIER COMMUNICATIONS PARE,35,"Opera en el sector de infraestructura de Internet, proporcionando servicios esenciales relacionados con la conectividad de red.","Frontier Communications se dedica a construir la infraestructura digital necesaria para el país, con un fuerte énfasis en el despliegue de fibra. El propósito principal de la empresa se centra en la construcción de esta infraestructura, particularmente redes de fibra, para apoyar la conectividad a Internet y expandir sus pasadas de fibra. Frontier se enfoca en construir infraestructura de fibra y es la mayor empresa de Internet de fibra pura de Estados Unidos, con la fibra representando ahora más del 50% de sus ingresos y el 60% de su EBITDA ajustado. Frontier está construyendo activamente la infraestructura digital que este país necesita para prosperar, construyendo Gigabit America, y más que duplicando su huella de fibra mientras ofrece Internet de fibra ultrarrápido.",,488980510,USD,SMART,STK,True,IN1
BIP,technology,internet_infrastructure,BMG162521014,BROOKFIELD INFRASTRUCTURE PA,36,"Posee y opera activos críticos de infraestructura digital, incluidos centros de datos, redes de fibra óptica y torres de telefonía móvil, que son fundamentales para la conectividad global a Internet y la transmisión de datos.",,,48085842,USD,SMART,STK,False,IN1
3EC,technology,internet_infrastructure,IE00B8KQN827,EATON CORP PLC,37,"Proporciona soluciones críticas de gestión de energía, esenciales para el funcionamiento fiable y la eficiencia de la infraestructura de internet.","El compromiso de Eaton con la Infraestructura de Internet es evidente a través de su enfoque estratégico en soluciones para centros de datos, particularmente destacado por la adquisición de Fibrebond, que mejora la capacidad de la empresa para proporcionar una rápida implementación de energía. Esta adquisición posiciona a Eaton como un proveedor integral, mejorando la eficiencia del capital y la velocidad de implementación para los operadores de centros de datos, permitiéndoles expandir sus capacidades de TI y aumentar los ingresos por pie cuadrado. La empresa ha experimentado un fuerte crecimiento en el mercado de centros de datos, como lo demuestra un aumento en los pedidos de centros de datos y una sólida cartera de negociación, lo que refleja su fuerte posición y sus continuas perspectivas de crecimiento en este sector.",,118017864,EUR,SMART,STK,True,IN1
LITE,technology,internet_infrastructure,US55024U1097,LUMENTUM HOLDINGS INC,38,Contribuye al tema de la Infraestructura de Internet.,,,201113895,USD,SMART,STK,True,IN1
FN,technology,internet_infrastructure,KYG3323L1005,FABRINET,39,Fabrica y suministra componentes y módulos ópticos avanzados cruciales para el desarrollo y la expansión de la infraestructura de Internet global.,,,76615083,USD,SMART,STK,True,IN1
ATEN,technology,internet_infrastructure,US0021211018,A10 NETWORKS INC,40,Contribuye a la funcionalidad y evolución de la Infraestructura de Internet.,,,146405187,USD,SMART,STK,True,IN1
MTZ,technology,internet_infrastructure,US5763231090,MASTEC INC,41,"Proporciona servicios de ingeniería y construcción para redes de comunicación críticas, incluida infraestructura de fibra óptica e inalámbrica, que son integrales para Internet.",,,2586246,USD,SMART,STK,True,IN1
BDC,technology,internet_infrastructure,US0774541066,BELDEN INC,42,"Proporciona soluciones de conectividad esenciales, incluidos cables y productos de red, que sustentan la capa física de la infraestructura de Internet.",,,29863855,USD,SMART,STK,True,IN1
PRIM,technology,internet_infrastructure,US74164F1030,PRIMORIS SERVICES CORP,43,Contribuye al desarrollo y mantenimiento de la infraestructura de internet a través de sus servicios de construcción.,,,53509761,USD,SMART,STK,False,IN1
MXL,technology,internet_infrastructure,US57776J1007,MAXLINEAR INC,44,"Proporciona soluciones de semiconductores esenciales que sustentan el acceso de banda ancha, la conectividad y las interconexiones de centros de datos, apoyando los elementos fundamentales de la infraestructura global de Internet.","La participación de la empresa en el tema de la infraestructura de Internet es evidente en su provisión de soluciones de sistemas de comunicación en chip (SoC) utilizadas en banda ancha, móvil, infraestructura cableada y centros de datos. La empresa se enfoca en la interconexión de alta velocidad para centros de datos, Ethernet empresarial y aceleradores de almacenamiento, con ingresos de infraestructura, derivados en parte de las ventas de soluciones de interconexión óptica de alta velocidad, que representan el 28% de los ingresos netos. Como proveedor de SoC, los productos de la empresa integran partes sustanciales de sistemas de comunicación de alta velocidad, incluidas las capas de red.","[{'name': 'mxl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mxl-Q125-10-Q.html'}, {'name': 'mxl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mxl-Q324-10-Q.html'}]",73342855,USD,SMART,STK,True,IN1
DY,technology,internet_infrastructure,US2674751019,DYCOM INDUSTRIES INC,45,"Ofrece servicios de contratación especializada esenciales para el desarrollo y mantenimiento de infraestructura crítica de telecomunicaciones, incluidas las redes de fibra óptica, que son fundamentales para la conectividad a Internet.","El negocio de Dycom está significativamente influenciado por la creciente demanda de Infraestructura de Internet, particularmente en lo que respecta al soporte de IA y centros de datos, lo que requiere una mayor capacidad de fibra y redes de latencia ultrabaja. La empresa participa activamente en la construcción de fibra hasta el hogar, conectando nuevos centros de datos y actualizando rutas existentes para satisfacer las necesidades actuales y futuras de IA, trabajando en millas de rutas en los Estados Unidos, conectando campus de centros de datos. Dycom estima un mercado direccionable sustancial de más de $20 mil millones durante los próximos 5 años para la infraestructura de redes de centros de datos fuera de planta, esperando que la construcción de estas redes aumente significativamente en los próximos años.",,6630,USD,SMART,STK,True,IN1
AAOI,technology,internet_infrastructure,US03823U1025,APPLIED OPTOELECTRONICS INC,46,Desarrolla componentes optoelectrónicos críticos para la transmisión de datos de alta velocidad dentro de la infraestructura de Internet.,"La participación de AAOI en el tema de Infraestructura de Internet se deriva de su papel como proveedor de productos de redes de fibra óptica, dirigidos a los centros de datos de Internet como uno de sus principales mercados finales. La empresa diseña y fabrica productos de comunicación óptica, que van desde componentes hasta equipos llave en mano, con un enfoque en los segmentos de mayor rendimiento que exigen una conectividad más rápida. Los productos de AOI incluyen láseres y componentes láser utilizados en transceptores para centros de datos, y la empresa cuenta con un modelo de fabricación verticalmente integrado para facilitar el desarrollo rápido de productos. El mercado de centros de datos de Internet contribuye una parte significativa a los ingresos totales de la empresa, y AOI ha celebrado acuerdos de suministro, como uno con Microsoft, para diseñar productos específicos para centros de datos.","[{'name': 'aaoi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aaoi-Q125-10-Q.html'}]",135423662,USD,SMART,STK,False,IN1
IESC,technology,internet_infrastructure,US44951W1062,IES HOLDINGS INC,47,Contribuye a los marcos físicos y técnicos que constituyen la Infraestructura de Internet.,,,234843378,USD,SMART,STK,False,IN1
LBRDK,technology,internet_infrastructure,US5303073051,LIBERTY BROADBAND-C,48,"Implica inversiones en empresas de comunicación de banda ancha, contribuyendo al desarrollo y expansión de infraestructura crítica de internet.",,,172185589,USD,SMART,STK,False,IN1
WCC,technology,internet_infrastructure,US95082P1057,WESCO INTERNATIONAL INC,49,Contribuye al tema de Infraestructura de Internet.,,,6608665,USD,SMART,STK,True,IN1
STRL,technology,internet_infrastructure,US8592411016,STERLING INFRASTRUCTURE INC,50,Está asociado con el sector de Infraestructura de Internet.,,,27778176,USD,SMART,STK,True,IN1
APLD,technology,internet_infrastructure,US0381692070,APPLIED DIGITAL CORP,51,"Proporciona infraestructura digital, incluidos centros de datos, que son componentes fundamentales que respaldan la conectividad a Internet.",,,556067819,USD,SMART,STK,False,IN1
