symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
AZZ,MA1,industrial,metal_manufacturing,US0024741045,AZZ INC,19,Proporciona servicios críticos de galvanización y recubrimiento de metales que mejoran la durabilidad y longevidad de los productos metálicos fabricados.,"La participación de AZZ en la industria de Fabricación de Metales es evidente a través de su liderazgo en el mercado norteamericano de recubrimientos metálicos y la operación de sus segmentos AZZ Metal Coatings y AZZ Precoat Metals. El segmento de Recubrimientos Metálicos de la empresa experimentó un aumento de ventas del 6% en el primer trimestre debido a un mayor volumen de acero procesado, lo que resalta aún más su participación. Además, la discusión sobre soluciones de galvanizado en caliente y recubrimiento de bobinas indica la inversión de AZZ en procesos de fabricación de metales.","[{'name': 'azz-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/azz-Q325-10-Q.html'}]",6607563,USD,SMART,STK
KMT,MA1,industrial,metal_manufacturing,US4891701009,KENNAMETAL INC,20,"Proporciona herramientas y materiales avanzados esenciales para diversos procesos de fabricación de metales, mejorando la eficiencia y la precisión en las operaciones de fabricación.","La participación de Kennametal en la industria de Fabricación de Metales es evidente a través de su historia y negocio principal. Fundada sobre un avance tecnológico en carburo de tungsteno, la empresa fabrica herramientas de corte de metal, que son fundamentales para los procesos de fabricación de metales. Kennametal atiende a diversas industrias, incluida la Ingeniería General, y ofrece una gama de productos, que incluyen aplicaciones de corte de metal y resistencia al desgaste. Esta experiencia de larga data y oferta de productos demuestran la posición establecida de Kennametal en el sector de la fabricación de metales.","[{'name': 'kmt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmt-Q225-10-Q.html'}, {'name': 'kmt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmt-Q125-10-Q.html'}]",8879,USD,SMART,STK
KWR,MA1,industrial,metal_manufacturing,US7473161070,QUAKER CHEMICAL CORPORATION,21,"Proporciona fluidos industriales, lubricantes y especialidades químicas que son esenciales para diversos procesos de metalurgia y fabricación de metales, mejorando la eficiencia y el rendimiento en las operaciones de fabricación.","El compromiso de Quaker Houghton con la industria de fabricación de metales es evidente a través de su enfoque en servir a las empresas de metalurgia. La empresa identifica la metalurgia como un segmento de clientes clave, destacando que su base de clientes incluye miles de empresas de metalurgia avanzadas y especializadas. Además, Quaker Houghton asigna recursos para ayudar a estos clientes a fabricar metales y productos industriales que contienen metales de manera más rentable y sostenible. Como líder mundial en fluidos de procesos industriales, Quaker Houghton proporciona soluciones que agregan valor a las piezas al cambiar la metalurgia o el recubrimiento, demostrando un compromiso con los procesos de fabricación de metales de su clientela.","[{'name': 'kwr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kwr-Q225-10-Q.html'}, {'name': 'kwr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kwr-Q125-10-Q.html'}, {'name': 'kwr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kwr-Q324-10-Q.html'}, {'name': 'kwr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kwr-FY24-10-K.html'}]",2009860,USD,SMART,STK
TKR,MA1,industrial,metal_manufacturing,US8873891043,TIMKEN CO,22,Contribuye a la industria de fabricación de metales.,,,12826,USD,SMART,STK
KALU,MA1,industrial,metal_manufacturing,US4830077040,KAISER ALUMINUM CORP,23,"Se dedica a la fabricación de diversos productos metálicos, contribuyendo a la industria de la fabricación de metales en general.","La participación de la empresa en el tema de Fabricación de Metales es evidente a través de la conversión de aluminio en productos semielaborados y proyectos de modernización en su laminador Trentwood. Una instalación se dedica a métodos de fabricación avanzados multimateriales, incorporando mecanizado de control numérico por computadora multieje, fabricación aditiva, soldadura y fabricación, sirviendo a industrias como la aeroespacial, defensa y automotriz. Además, la empresa produce varios productos de aluminio laminado fabricados, incluyendo productos laminados planos, extruidos, trefilados y ciertos productos de aluminio fundido, destacando su papel en la fabricación de metales.","[{'name': 'kalu-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kalu-FY24-10-K.html'}, {'name': 'kalu-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kalu-Q324-10-Q.html'}]",39204349,USD,SMART,STK
SANM,MA1,industrial,metal_manufacturing,US8010561020,SANMINA CORP,24,Implica actividades dentro de la industria de fabricación de metales.,"La participación de Sanmina en la industria de fabricación de metales es evidente a través de su producción de piezas metálicas fabricadas, piezas mecanizadas de precisión y piezas moldeadas por inyección de plástico como parte de su negocio de componentes. La empresa continúa fabricando e invirtiendo en bastidores y carcasas mecánicas, y está expandiendo sus sistemas de bastidores de refrigeración líquida. Además, Sanmina está invirtiendo en sistemas de refrigeración y bastidores, y barras colectoras para bastidores, particularmente dentro del sector de centros de datos, donde la demanda de bastidores es fuerte.","[{'name': 'sanm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sanm-FY24-10-K.html'}, {'name': 'sanm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sanm-Q125-10-Q.html'}, {'name': 'sanm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sanm-Q325-10-Q.html'}]",117032813,USD,SMART,STK
PH,MA1,industrial,metal_manufacturing,US7010941042,PARKER HANNIFIN CORP,25,Proporciona componentes y sistemas críticos que soportan y permiten diversos procesos dentro de la industria de la fabricación de metales.,,,11094,USD,SMART,STK
OSK,MA1,industrial,metal_manufacturing,US6882392011,OSHKOSH CORP,26,"Implica robustos procesos de fabricación de metales en la producción de sus vehículos y equipos especializados para diversas aplicaciones industriales, de defensa y de respuesta a emergencias.",,,272856,USD,SMART,STK
ROCK,MA1,industrial,metal_manufacturing,US3746891072,GIBRALTAR INDUSTRIES INC,27,Participa en operaciones dentro de la industria de Fabricación de Metales.,"La empresa demuestra su participación en el tema de Fabricación de Metales a través de la adquisición de Gideon Steel Panel Supply, un fabricante de sistemas y accesorios de techos metálicos. Esta adquisición, junto con los negocios de techos y estructuras metálicas de la empresa, indica la participación en procesos de fabricación de metales, respaldada aún más por su uso de formadoras de rodillos portátiles para fabricación in situ. El segmento residencial de la empresa experimentó un crecimiento debido a su negocio de techos metálicos, lo que resalta la creciente importancia de la fabricación de metales para la empresa.",,273915,USD,SMART,STK
AA,MA1,industrial,metal_manufacturing,US0138721065,ALCOA CORP,28,Proporciona aluminio primario y productos de aluminio fabricado esenciales para diversas aplicaciones dentro de la industria de Fabricación de Metales.,,,251962528,USD,SMART,STK
XMTR,MA1,industrial,metal_manufacturing,US98423F1093,XOMETRY INC-A,29,Permite la precisión y las técnicas avanzadas dentro de la industria de la fabricación de metales.,"La participación de Xometry en el tema de Fabricación de Metales es evidente a través de su mercado, que ofrece una variedad de procesos de fabricación que incluyen fabricación CNC, conformado de chapa metálica y corte de chapa. Estos servicios se brindan a través de la red de proveedores de Xometry, lo que indica una oferta constante de capacidades de fabricación de metales. Si bien la fabricación de metales es un componente de las ofertas de servicios de Xometry, no parece ser un enfoque estratégico principal, sino una de las muchas opciones de fabricación disponibles para los compradores.","[{'name': 'xmtr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xmtr-Q225-10-Q.html'}, {'name': 'xmtr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xmtr-Q125-10-Q.html'}, {'name': 'xmtr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/xmtr-FY24-10-K.html'}]",499640675,USD,SMART,STK
ATKR,MA1,industrial,metal_manufacturing,US0476491081,ATKORE INC,30,Se dedica a la fabricación de metales para producir una amplia gama de productos de infraestructura eléctrica y mecánica.,"Atkore demuestra su participación en la fabricación de metales a través del crecimiento de sus productos de armazón metálico. El volumen acumulado de la empresa refleja el crecimiento en armazón metálico, junto con servicios de gestión de cables y construcción, y el armazón metálico experimenta un crecimiento de un solo dígito bajo. Este crecimiento es parte del enfoque más amplio de Atkore en servicios de construcción y gestión de cables.",,236205569,USD,SMART,STK
MSM,MA1,industrial,metal_manufacturing,US5535301064,MSC INDUSTRIAL DIRECT CO-A,31,Sirve a la industria de Fabricación de Metales a través de la provisión de productos y servicios industriales.,"La participación de MSC en la fabricación de metales es evidente a través de su distribución de una amplia gama de productos y servicios de metalurgia, lo que solidifica su posición como un distribuidor clave en América del Norte en esta área. Sin embargo, la empresa ha experimentado una demanda débil en sus mercados finales principales, incluidos los metales fabricados, que continúan contrayéndose, como se refleja en el índice IP. Si bien ciertos sectores como la aeroespacial y la maquinaria y equipos muestran mejoras, los sectores automotriz y de metales fabricados continúan contrayéndose, lo que afecta el rendimiento de MSC.","[{'name': 'msm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q125-10-Q.html'}, {'name': 'msm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q225-10-Q.html'}, {'name': 'msm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q325-10-Q.html'}, {'name': 'msm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/msm-FY24-10-K.html'}]",2008216,USD,SMART,STK
TRS,MA1,industrial,metal_manufacturing,US8962152091,TRIMAS CORP,32,Se dedica a la producción de componentes y productos de ingeniería que se basan en diversas técnicas de fabricación de metales.,"El compromiso de la empresa con el tema de la Fabricación de Metales se destaca por la adquisición de Weldmac Manufacturing Company, un diseñador y fabricante de componentes y ensamblajes metálicos complejos fabricados, por 34,0 millones de dólares en abril de 2023. Esta adquisición representa un movimiento estratégico para expandirse en los mercados finales aeroespacial, de defensa y de lanzamiento espacial. El acuerdo de compra también incluyó una contraprestación contingente adicional de 5,5 millones de dólares pagada en julio de 2023 y 2,25 millones de dólares pagados en octubre de 2024 en función del logro de objetivos de ganancias.","[{'name': 'trs-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trs-FY24-10-K.html'}]",44255989,USD,SMART,STK
IPGP,MA1,industrial,metal_manufacturing,US44980X1090,IPG PHOTONICS CORP,33,"Desarrolla y fabrica láseres de fibra de alta potencia que son esenciales para diversos procesos de fabricación de metales, incluyendo el corte, soldadura y marcado de metales.",,,41891895,USD,SMART,STK
LITE,MA1,industrial,metal_manufacturing,US55024U1097,LUMENTUM HOLDINGS INC,34,"No impulsa, contribuye ni tiene una importancia central significativa dentro de la industria de fabricación de metales.","El compromiso de Lumentum con la industria de la fabricación de metales es evidente a través de la integración de sus láseres en máquinas herramienta utilizadas para el corte y la soldadura de metales. Estos láseres se incorporan en las herramientas de fabricación de los clientes, que se utilizan para el procesamiento de precisión de materiales. Si bien el corte y la soldadura de metales es una aplicación destacada, se presenta dentro de una gama de industrias, incluida la fabricación de dispositivos semiconductores y microelectrónicos, y la producción de vehículos eléctricos y baterías.","[{'name': 'lite-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lite-Q225-10-Q.html'}, {'name': 'lite-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lite-FY25-10-K.html'}]",201113895,USD,SMART,STK
DXPE,MA1,industrial,metal_manufacturing,US2333774071,DXP ENTERPRISES INC,35,"Contribuye a la industria de Fabricación de Metales al proporcionar productos y servicios esenciales para la conformación, corte y ensamblaje de componentes metálicos.","DXP Enterprises se dedica a la fabricación de metales a través de varias vías, incluyendo la fabricación, remanufactura y ensamblaje de paquetes de bombas personalizados, junto con la fabricación de bombas de marca propia. El segmento IPS experimentó un aumento de ventas de $20.2 millones, impulsado por el crecimiento en la fabricación y las soluciones globales. Además, sus Centros de Servicio ofrecen una gama de productos y servicios MRO que incluyen el trabajo de metales.","[{'name': 'dxpe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dxpe-Q225-10-Q.html'}, {'name': 'dxpe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dxpe-Q324-10-Q.html'}]",4729858,USD,SMART,STK
CSL,MA1,industrial,metal_manufacturing,US1423391002,CARLISLE COS INC,36,Utiliza procesos de fabricación de metales en sus operaciones de fabricación para producir componentes y productos para diversas aplicaciones industriales.,,,6120,USD,SMART,STK
OTTR,MA1,industrial,metal_manufacturing,US6896481032,OTTER TAIL CORP,37,Participa en actividades pertinentes al tema de la industria de Fabricación de Metales.,"La participación de Otter Tail en el tema de la industria de Fabricación de Metales es evidente a través de su segmento de Manufactura, que proporciona fabricación de metales para piezas de maquinaria personalizadas y componentes metálicos. La empresa reconoce que los aranceles sobre el acero y el aluminio impactan en este segmento, y los volúmenes de ventas se han visto afectados por la débil demanda del mercado final y los esfuerzos de gestión de inventarios. A pesar de experimentar vientos en contra relacionados con la demanda del mercado final, la combinación de productos de la empresa sigue estando fuertemente orientada a la fabricación de metales.","[{'name': 'ottr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ottr-Q225-10-Q.html'}, {'name': 'ottr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ottr-Q125-10-Q.html'}, {'name': 'ottr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ottr-Q324-10-Q.html'}, {'name': 'ottr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ottr-FY24-10-K.html'}]",272861,USD,SMART,STK
NPO,MA1,industrial,metal_manufacturing,US29355X1072,ENPRO INC,38,Implica procesos de fabricación de metales dentro de sus operaciones de fabricación y desarrollo de productos.,"La participación de la empresa en la industria de la fabricación de metales se realiza principalmente a través de su segmento de Tecnologías de Sellado, que diseña y fabrica productos utilizados en la fabricación de metales primarios. Además, el segmento de Tecnologías de Superficie Avanzada (AST) diseña y fabrica fuelles metálicos soldados por el borde, conectando aún más a la empresa con los procesos de fabricación de metales. El segmento de Tecnologías de Sellado también produce juntas metálicas y sellos mecánicos diseñados a medida, soluciones que pueden aplicarse a la fabricación de metales y que sirven a la fabricación de metales primarios.","[{'name': 'npo-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/npo-Q225-10-Q.html'}, {'name': 'npo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/npo-FY24-10-K.html'}]",15130035,USD,SMART,STK
SON,MA1,industrial,metal_manufacturing,US8354951027,SONOCO PRODUCTS CO,39,Participa en actividades relacionadas con la industria de la Fabricación de Metales.,,,611273,USD,SMART,STK
