industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
unclassified,building_code_compliance,US89055F1030,TOPBUILD CORP,11,"Proporciona instalación y distribución de aislamiento y materiales de construcción que son esenciales para cumplir con códigos de construcción estrictos, particularmente aquellos relacionados con la eficiencia energética y la seguridad.",,,196616907,USD,BLD,SMART,STK,True,BUI
unclassified,building_code_compliance,US5745991068,MASCO CORP,12,"Garantiza que su extensa cartera de productos de construcción cumpla con los estrictos códigos de construcción y las normas reglamentarias, facilitando prácticas de construcción seguras y conformes dentro de la industria.",,,9360,USD,MAS,SMART,STK,True,BUI
unclassified,building_code_compliance,CH0030170408,GEBERIT AG-REG,13,"Desarrolla y fabrica productos sanitarios y sistemas de tuberías diseñados para cumplir con estrictos requisitos reglamentarios, facilitando así el cumplimiento de los códigos de construcción.",,,44165862,CHF,GEBN,SMART,STK,False,BUI
unclassified,building_code_compliance,US34964C1062,FORTUNE BRANDS INNOVATIONS I,14,"Garantiza que su amplia gama de productos y soluciones para la construcción residencial cumpla con los códigos de construcción y las regulaciones de seguridad, que son estrictos y evolucionan constantemente.",,,94078796,USD,FBIN,SMART,STK,True,BUI
unclassified,building_code_compliance,US23331A1097,DR HORTON INC,15,"Prioriza el cumplimiento de los códigos de construcción en sus extensas operaciones de construcción de viviendas, asegurando que todas las urbanizaciones cumplan con las normas regulatorias actuales.",,,268627,USD,DHI,SMART,STK,True,BUI
unclassified,building_code_compliance,US2910111044,EMERSON ELECTRIC CO,16,"Proporciona soluciones y tecnologías que permiten a los edificios e infraestructuras cumplir con los estándares regulatorios de seguridad, eficiencia energética y medio ambiente.",,,6842,USD,EMR,SMART,STK,True,BUI
unclassified,building_code_compliance,GB0000961622,BALFOUR BEATTY PLC,17,Garantiza el cumplimiento de las normas y especificaciones reglamentarias que rigen los proyectos de construcción.,,,12599244,GBP,BBY,SMART,STK,False,BUI
unclassified,building_code_compliance,US5260571048,LENNAR CORP-A,18,Un compromiso de adherirse a todos los códigos de construcción y estándares de cumplimiento relevantes dentro de su marco operativo.,,,9091,USD,LEN,SMART,STK,True,BUI
unclassified,building_code_compliance,IE00BLS09M33,PENTAIR PLC,19,"Ofrece soluciones de gestión de agua y fluidos que ayudan a garantizar el cumplimiento de los códigos de construcción y las normas en evolución para la eficiencia, la seguridad y el rendimiento ambiental en aplicaciones residenciales, comerciales e industriales.",,,153068487,USD,PNR,SMART,STK,True,BUI
unclassified,building_code_compliance,US98419M1009,XYLEM INC,20,Ofrece soluciones de tecnología del agua que son esenciales para cumplir con los estrictos códigos de construcción y las regulaciones ambientales que rigen la infraestructura y la gestión del agua.,,,95703740,USD,XYL,SMART,STK,True,BUI
unclassified,building_code_compliance,US8243481061,SHERWIN-WILLIAMS CO/THE,21,"Desarrolla y suministra pinturas y recubrimientos que deben cumplir con diversos códigos de construcción y estándares regulatorios relacionados con la seguridad, el impacto ambiental y las características de rendimiento para proyectos de construcción y renovación.",,,12120,USD,SHW,SMART,STK,True,BUI
unclassified,building_code_compliance,US98983L1089,ZURN ELKAY WATER SOLUTIONS C,22,Está involucrada en el Cumplimiento de Códigos de Construcción.,,,516064498,USD,ZWS,SMART,STK,True,BUI
unclassified,building_code_compliance,US5261071071,LENNOX INTERNATIONAL INC,23,"Garantiza que sus productos de calefacción, ventilación, aire acondicionado y refrigeración cumplan con diversos códigos de construcción y estándares de eficiencia energética.",,,6608113,USD,LII,SMART,STK,True,BUI
unclassified,building_code_compliance,US62944T1051,NVR INC,24,"Navega e integra una compleja variedad de códigos de construcción locales, estatales y nacionales para garantizar la legalidad y seguridad de sus proyectos de construcción residencial.",,,755864,USD,NVR,SMART,STK,True,BUI
unclassified,building_code_compliance,US7458671010,PULTE GROUP INC,25,"Garantiza que todos los proyectos de construcción residencial cumplan con los códigos de construcción locales, estatales y nacionales, lo cual es fundamental para sus operaciones como constructor de viviendas.",,,11109,USD,PHM,SMART,STK,True,BUI
unclassified,building_code_compliance,US00508Y1029,ACUITY INC,26,"Ofrece soluciones que permiten a los clientes cumplir con diversos códigos y regulaciones de construcción, particularmente en lo que respecta a sistemas de iluminación y gestión de edificios.",,,13838371,USD,AYI,SMART,STK,True,BUI
unclassified,building_code_compliance,US8290731053,SIMPSON MANUFACTURING CO INC,27,"Garantiza que su amplia gama de conectores y fijaciones estructurales estén diseñados para cumplir con los diversos y cambiantes códigos de construcción globales, facilitando así prácticas de construcción más seguras y resilientes.",,,6608528,USD,SSD,SMART,STK,True,BUI
unclassified,building_code_compliance,US8894781033,TOLL BROTHERS INC,28,"Garantiza que la construcción de sus viviendas de lujo cumpla con todos los códigos y normas de construcción aplicables, lo que refleja su compromiso operativo con el cumplimiento.",,,12915,USD,TOL,SMART,STK,True,BUI
unclassified,building_code_compliance,US1264021064,CSW INDUSTRIALS INC,29,Participa en aspectos relacionados con el cumplimiento de los códigos de construcción.,"El segmento de Soluciones de Edificios de Ingeniería de la empresa es un elemento clave de su compromiso con el cumplimiento de los códigos de construcción, ya que proporciona productos de seguridad vital basados en códigos. Estos productos están diseñados para la construcción, renovación y modernización de diversos edificios. Además, estos productos de seguridad vital están sujetos a un escrutinio significativo por parte de UL y otras agencias de pruebas para garantizar el cumplimiento de los umbrales y estándares relacionados con el rendimiento.","[{'name': 'cswi-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cswi-Q325-10-Q.html'}, {'name': 'cswi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cswi-Q225-10-Q.html'}]",206663845,USD,CSW,SMART,STK,True,BUI
unclassified,building_code_compliance,US8308301055,CHAMPION HOMES INC,30,"Garantiza que sus viviendas fabricadas y modulares cumplan con todos los códigos y normas de construcción federales, estatales y locales pertinentes, contribuyendo a soluciones de vivienda seguras y conformes.",,,12190,USD,SKY,SMART,STK,True,BUI
unclassified,building_code_compliance,US0003602069,AAON INC,31,Desarrolla y fabrica equipos de HVAC diseñados para cumplir con los códigos de construcción y los estándares de eficiencia energética en evolución.,,,265595,USD,AAON,SMART,STK,True,BUI
unclassified,building_code_compliance,US7496851038,RPM INTERNATIONAL INC,32,Garantiza que sus operaciones y desarrollo de productos se alineen con las regulaciones de cumplimiento de códigos de construcción.,,,273962,USD,RPM,SMART,STK,True,BUI
unclassified,building_code_compliance,US04247X1028,ARMSTRONG WORLD INDUSTRIES,33,Implica garantizar que sus productos de construcción fabricados cumplan con los estándares de la industria y los requisitos reglamentarios pertinentes.,,,41174537,USD,AWI,SMART,STK,True,BUI
