industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
transportation and logistics,commercial_fleets,US4990491049,KNIGHT-SWIFT TRANSPORTATION,11,"Opera extensas flotas comerciales, incluidos servicios de transporte de carga completa, carga parcial e intermodal, sirviendo a una amplia gama de industrias en toda América del Norte.","La participación de Knight-Swift en el tema de Flotas Comerciales es evidente a través de su posición como una de las compañías de transporte de carga más grandes y diversificadas de América del Norte, operando una de las flotas de camiones más grandes del país. La compañía brinda una gama de servicios de transporte, que incluyen camión completo, LTL e intermodal, utilizando aproximadamente 16.300 tractores de ruta irregular y 6.500 tractores dedicados. Knight-Swift también contrata proveedores de equipos externos para ampliar su oferta de servicios, lo que solidifica aún más su presencia en el sector de flotas comerciales, con su segmento Intermodal utilizando un promedio de 615 tractores.","[{'name': 'knx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/knx-FY24-10-K.html'}, {'name': 'knx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/knx-Q324-10-Q.html'}]",288039996,USD,KNX,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3614481030,GATX CORP,12,"Arrienda activos de transporte esenciales, incluidos vagones de ferrocarril y otros equipos, que son componentes críticos de flotas comerciales en diversas industrias.","La participación de GATX en el tema de Flotas Comerciales es evidente a través de su negocio principal de arrendamiento, operación, gestión y comercialización de activos de larga duración, principalmente en el mercado ferroviario, en sus segmentos de Rail North America, Rail International y Engine Leasing. La empresa gestiona una flota sustancial, que incluye más de 100.000 vagones en América del Norte, casi 30.000 en Europa y más de 10.000 en India, y también opera un negocio de arrendamiento de contenedores cisterna a través de Trifleet. Además, las operaciones de arrendamiento de GATX se extienden a motores de repuesto de aeronaves, lo que refuerza su papel en la gestión y el arrendamiento de activos comerciales.","[{'name': 'gatx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gatx-Q324-10-Q.html'}]",7690,USD,GATX,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US4456581077,HUNT (JB) TRANSPRT SVCS INC,13,Opera y gestiona amplias flotas comerciales para proporcionar soluciones integradas de transporte y logística en toda América del Norte.,"La participación de J.B. Hunt en flotas comerciales es evidente a través de la operación de un número significativo de tractores, camiones, contenedores, chasis y remolques, que son integrales para su negocio. Los Servicios de Contrato Dedicado de la compañía, que se centran en soluciones de flotas privadas externalizadas, subrayan aún más este compromiso. Esto también se demuestra con la venta de aproximadamente 260 camiones en nuevos acuerdos durante el primer trimestre, con un objetivo de ventas netas anuales de 800 a 1.000 camiones nuevos por año.","[{'name': 'jbht-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbht-FY24-10-K.html'}]",270825,USD,JBHT,SMART,STK,True,COM
transportation and logistics,commercial_fleets,DE0007664005,VOLKSWAGEN AG,14,"Suministra una cartera integral de vehículos adaptados para operaciones de flotas comerciales, contribuyendo a diversos sectores empresariales en todo el mundo.",,,14232,EUR,VOW,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US8965221091,TRINITY INDUSTRIES INC,15,"Fabrica y arrienda vagones de ferrocarril, que son componentes esenciales de las flotas de carga comercial, facilitando el transporte de mercancías en toda América del Norte.","El compromiso de Trinity Industries con el tema de Flotas Comerciales se demuestra a través de su Grupo de Arrendamiento, que posee y opera una flota significativa de vagones de ferrocarril, con un total de 109.635 vagones de ferrocarril de propiedad de la empresa. La tasa de utilización de esta flota de arrendamiento fue del 97,0% al 31 de diciembre de 2024.","[{'name': 'trn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trn-FY24-10-K.html'}]",12974,USD,TRN,SMART,STK,True,COM
transportation and logistics,commercial_fleets,JP3633400001,TOYOTA MOTOR CORP,16,"Suministra una diversa gama de vehículos, incluidos vehículos comerciales ligeros y camiones, para satisfacer las necesidades operativas de diversas flotas comerciales a nivel mundial.",,,13905804,JPY,7203,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US6795801009,OLD DOMINION FREIGHT LINE,17,"Opera una importante flota comercial de camiones y remolques para proporcionar servicios de envío de carga parcial (LTL), sirviendo como un componente crítico de la infraestructura de transporte y logística.","El compromiso de Old Dominion Freight Line con el tema de Flotas Comerciales es evidente a través de sus programas consistentes de gastos de capital destinados a mantener y mejorar su flota, incluidas inversiones significativas en tractores y remolques. La empresa asigna fondos sustanciales, como aproximadamente $225 millones y $325 millones en instancias separadas, específicamente para la compra de tractores y remolques. Además, la depreciación de su flota de equipos, que incluye tractores y remolques, se identifica como un elemento de costo principal, lo que resalta la importancia estratégica y el impacto financiero de sus operaciones de flota comercial.","[{'name': 'odfl-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/odfl-Q224-10-Q.html'}, {'name': 'odfl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/odfl-FY24-10-K.html'}]",272667,USD,ODFL,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US0537741052,AVIS BUDGET GROUP INC,18,Opera y gestiona amplias flotas de vehículos para ofrecer soluciones de alquiler a empresas comerciales y operaciones comerciales.,"El negocio de la empresa está significativamente ligado a flotas comerciales, como lo demuestra su operación como un operador líder de alquiler de vehículos con una flota promedio sustancial, que fue de aproximadamente 695.000 vehículos en 2024 y 736.000 en el tercer trimestre de 2024. La disciplina de flota es una parte central de la estrategia operativa de la empresa, con un enfoque en la gestión del tamaño de la flota en relación con la demanda y la mejora de la utilización de los vehículos. El enfoque estratégico de la empresa incluye rotaciones aceleradas de flota, acortamiento de la vida útil de los vehículos y mejoras transformacionales en la gestión de flota, así como una estrecha colaboración con socios OEM para garantizar la máxima flexibilidad en la planificación de flota.","[{'name': 'car-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/car-FY24-10-K.html'}, {'name': 'car-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/car-Q324-10-Q.html'}]",40673933,USD,CAR,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US37045V1008,GENERAL MOTORS CO,19,Suministra una cartera diversa de vehículos y servicios diseñados específicamente para apoyar los requisitos operativos de flotas comerciales.,"La participación de GM en el mercado de flotas comerciales es evidente a través de sus ventas a flotas, que incluyen ventas a grandes y pequeñas empresas, gobiernos y empresas de alquiler de automóviles diarios. La empresa ha demostrado su desempeño en este sector al superar al mercado en participación de mercado total de flotas año tras año y secuencialmente del primer al segundo trimestre. Si bien las ventas a flotas son parte de los datos de ventas totales de vehículos de GM, generalmente son menos rentables que las ventas minoristas, lo que sugiere que la empresa atiende a flotas comerciales, pero no es un enfoque estratégico principal.","[{'name': 'gm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gm-Q324-10-Q.html'}]",80986742,USD,GM,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US7818463082,RUSH ENTERPRISES INC - CL B,20,"Es integral para el tema de Flotas Comerciales, desempeñando un papel importante en su desarrollo y funcionalidad continuos.","Rush Enterprises atiende a clientes de vehículos comerciales al ofrecer ventas minoristas de vehículos comerciales nuevos y usados, ventas de repuestos de posventa, instalaciones de servicio y reparación, financiamiento, arrendamiento y alquiler, y productos de seguros. Las ventas de la compañía durante el primer trimestre de 2025 se dirigieron principalmente a flotas más grandes, aunque estas suelen organizar su propio financiamiento. Rush Enterprises es más probable que ofrezca financiamiento a operadores propietarios y flotas más pequeñas.","[{'name': 'rushb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rushb-Q125-10-Q.html'}]",4817638,USD,RUSHB,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US80689H1023,SCHNEIDER NATIONAL INC-CL B,21,"Opera y gestiona una gran flota de vehículos comerciales, prestando servicios integrales de transporte y logística en América del Norte.","La participación de la empresa en el tema de Flotas Comerciales es evidente a través de la gestión de una flota considerable de camiones y remolques, particularmente dentro de sus segmentos de Carga Completa e Intermodal, que incluye un gran número de remolques. Esta operación de flota se ve aún más destacada por las estadísticas detalladas sobre camiones promedio, remolques y camiones de propietarios-operadores en el segmento de Carga Completa. El crecimiento del volumen Dedicado, impulsado por nuevos negocios y adquisiciones, también demuestra el papel activo de la empresa en la gestión y expansión de sus operaciones de flotas comerciales.","[{'name': 'sndr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sndr-FY24-10-K.html'}]",271857752,USD,SNDR,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US90353T1007,UBER TECHNOLOGIES INC,22,"Utiliza una extensa red de vehículos y conductores, funcionando eficazmente como una flota comercial, para proporcionar sus servicios principales de transporte compartido y entrega en numerosos mercados.",,,365207014,USD,UBER,SMART,STK,True,COM
transportation and logistics,commercial_fleets,KR7005380001,HYUNDAI MOTOR CO,23,Ofrece una amplia gama de vehículos diseñados y suministrados específicamente para diversas operaciones de flotas comerciales a nivel mundial.,,,17382507,KRW,005380,KSE,STK,False,COM
transportation and logistics,commercial_fleets,US78709Y1055,SAIA INC,24,"Opera una extensa red de flotas comerciales, que comprende tractores y remolques, para prestar servicios de carga de grupaje en toda América del Norte.","La participación de Saia en el tema de Flotas Comerciales es evidente en su enfoque estratégico en la utilización de activos, particularmente involucrando tractores y remolques, junto con inversiones continuas en equipos generadores de ingresos. El plan de gastos de capital de la empresa incluye inversiones significativas en su flota y red, lo que contribuye a una disminución del costo por envío. Saia tiene como objetivo mejorar la seguridad y la rentabilidad a través de estas inversiones, lo que demuestra la importancia de las flotas comerciales para sus operaciones.","[{'name': 'saia-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/saia-Q324-10-Q.html'}]",40078069,USD,SAIA,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US0235861004,U-HAUL HOLDING CO,25,"Administra una extensa flota de camiones y remolques en alquiler, que atiende las necesidades de mudanzas y almacenamiento tanto de particulares como de empresas, contribuyendo así significativamente al panorama de los vehículos comerciales.","El negocio de U-Haul se centra en la gestión de una gran flota de vehículos de alquiler, incluyendo camiones furgón, remolques y furgonetas de carga, haciendo que las flotas comerciales sean centrales para sus operaciones. Los gastos de capital de la compañía en equipos de alquiler nuevos, como los 585 millones de dólares gastados en el primer trimestre, que incluyeron adquisiciones de camiones furgón, remolques, dispositivos de remolque y furgonetas de carga, demuestran este enfoque. Además, la compañía aumentó el tamaño de su flota de camiones furgón en aproximadamente 8.600 unidades en comparación con el año anterior, y está trabajando para superar los desafíos de distribución de camiones en nuevas ubicaciones. Las llamadas de resultados también reflejan la importancia de los clientes de alquiler de camiones de U-Haul y la deflación de su flota de pickups.",,14487733,USD,UHAL,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US2199481068,CORPAY INC,26,Ofrece soluciones de pago integrales y servicios de gestión de flotas diseñados para optimizar la eficiencia operativa y el control de gastos para flotas comerciales.,,,691994611,USD,CPAY,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US79589L1061,SAMSARA INC-CL A,27,"Proporciona una plataforma de operaciones conectada que optimiza la seguridad, la eficiencia y la sostenibilidad de las flotas comerciales a través de información de datos en tiempo real y soluciones de IoT.","El enfoque de Samsara en soluciones para flotas comerciales es evidente a través de sus asociaciones y el énfasis puesto en la importancia de estos vehículos para sus clientes. La empresa se asocia con un importante proveedor minorista de propano, apoyando su flota de más de 3.000 vehículos con soluciones telemáticas y de seguridad basadas en video. El CEO destaca el papel fundamental de los vehículos comerciales en el transporte de mercancías y la alimentación de infraestructuras, al tiempo que aborda los riesgos y costos asociados con los accidentes que involucran camiones grandes. Samsara tiene como objetivo mejorar la seguridad, la eficiencia y la sostenibilidad de las operaciones de sus clientes, particularmente dentro de la industria del transporte.",,532274461,USD,IOT,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US9507551086,WERNER ENTERPRISES INC,28,Gestiona y opera extensas flotas comerciales para ofrecer servicios integrales de transporte y logística en toda América del Norte.,"Las operaciones de Werner en los sectores de carga completa y logística implican la gestión de los requisitos de transporte y la adjudicación de contratos de flotas, lo que destaca su compromiso con las flotas comerciales. Su dependencia de tractores y remolques, junto con la gestión de conductores de la empresa y contratistas independientes para el segmento TTS, enfatiza aún más esta conexión. Además, la empresa utiliza transportistas externos a través de su solución Power Only, que constituye una parte importante de su volumen de logística de carga completa.","[{'name': 'wern-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wern-Q125-10-Q.html'}]",276009,USD,WERN,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US42806J7000,HERTZ GLOBAL HLDGS INC,29,"Proporciona programas de alquiler de vehículos a empresas, facilitando la gestión y expansión de flotas comerciales para diversas necesidades operativas.","El negocio de Hertz se centra en el alquiler de vehículos, gestionando así una flota considerable. Si bien el enfoque principal de la empresa son las operaciones de alquiler, la gestión de una flota de vehículos para este propósito la conecta inherentemente con el sector de flotas comerciales. La participación de la empresa en el alquiler de vehículos, que a menudo se utilizan para fines comerciales, subraya aún más esta relación.","[{'name': 'htz-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/htz-Q324-10-Q.html'}, {'name': 'htz-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/htz-FY24-10-K.html'}]",500289391,USD,HTZ,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US12541W2098,C.H. ROBINSON WORLDWIDE INC,30,Optimiza la utilización y eficiencia de flotas comerciales conectando a los expedidores con los transportistas y gestionando el transporte de carga a través de su plataforma de logística global.,,,36320731,USD,CHRW,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US3021301094,EXPEDITORS INTL WASH INC,31,"Aprovecha flotas comerciales para operaciones globales de transporte de carga y logística, facilitando el movimiento de mercancías a través de diversos modos de transporte.",,,269082,USD,EXPD,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US9182841000,VSE CORP,32,Ofrece soluciones al sector de Flotas Comerciales.,"El segmento Fleet de la empresa se enfoca en atender a clientes de flotas comerciales, contribuyendo al crecimiento de los ingresos. Los ingresos del segmento Fleet incluyen clientes de flotas comerciales y cumplimiento de comercio electrónico, a medida que el segmento se orienta hacia la diversificación de ingresos. Los ingresos de clientes comerciales continúan experimentando un fuerte crecimiento, aumentando un 18% en 2024 en comparación con el año anterior, donde los ingresos comerciales representaron el 61% de los ingresos totales del segmento Fleet.","[{'name': 'vsec-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vsec-FY24-10-K.html'}]",6746559,USD,VSEC,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US4432011082,HOWMET AEROSPACE INC,33,Suministra componentes y soluciones de ingeniería esenciales que son críticos para la fabricación y el mantenimiento de flotas de aviones comerciales.,"Howmet atiende al sector de transporte comercial con sus productos multiespecie, incluidos los utilizados en camiones comerciales. Si bien el Transporte Comercial representa una parte de los ingresos de Fasteners, sus ventas han experimentado caídas, lo que afecta tanto a los segmentos de Sistemas de Sujeción como a las Ruedas Forjadas. Sin embargo, Howmet se enfoca en apoyar a sus clientes en este sector mediante la fabricación de camiones comerciales más ligeros y eficientes en el consumo de combustible, con menores huellas de carbono.","[{'name': 'hwm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hwm-Q225-10-Q.html'}]",403121976,USD,HWM,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US9837931008,XPO INC,34,Opera extensas flotas comerciales como componente central de sus servicios de transporte y logística.,,,93957038,USD,XPO,SMART,STK,True,COM
transportation and logistics,commercial_fleets,IE000IVNQZ81,TE CONNECTIVITY PLC,35,"Diseña y fabrica soluciones esenciales de conectividad y sensores que soportan los sistemas eléctricos y electrónicos, mejorando el rendimiento y la fiabilidad de los vehículos en flotas comerciales.","La participación de TE Connectivity en el mercado final de transporte comercial, que forma parte de su segmento de Soluciones de Transporte, indica su exposición a flotas comerciales. Esto se evidencia tanto en aumentos como en disminuciones en las ventas netas dentro de este mercado, con descensos registrados en las regiones de EMEA y América durante el primer trimestre del año fiscal 2025, y un aumento en las ventas netas en el tercer trimestre del año fiscal 2025. Si bien la empresa experimenta fluctuaciones en las ventas en este sector, su presencia en el mercado de transporte comercial demuestra una conexión con el tema de las flotas comerciales.","[{'name': 'tel-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tel-Q325-10-Q.html'}, {'name': 'tel-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tel-Q125-10-Q.html'}, {'name': 'tel-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tel-FY24-10-K.html'}]",731466402,MXN,TEL1 N,MEXI,STK,True,COM
transportation and logistics,commercial_fleets,US6882392011,OSHKOSH CORP,36,Fabrica y suministra una amplia gama de vehículos y equipos especializados que son integrales para diversas operaciones de flotas comerciales en múltiples industrias.,,,272856,USD,OSK,SMART,STK,True,COM
transportation and logistics,commercial_fleets,US42704L1044,HERC HOLDINGS INC,37,Proporciona una amplia gama de equipos y servicios de alquiler que respaldan las necesidades operativas y la eficiencia de las flotas comerciales en diversas industrias.,"Herc Rentals se relaciona con flotas comerciales a través de varias actividades comerciales. La demanda de cuentas nacionales de la empresa se mantiene sólida, con apoyo para el éxito del cliente a través de soluciones especializadas diferenciadas, una amplia oferta de alquileres y gestión de flotas de servicio completo que incluye mantenimiento, logística, capacitación en seguridad y conocimientos de utilización. Herc Rentals también invierte en vehículos de servicio y gestiona su flota de equipos de alquiler de acuerdo con la demanda del cliente. Además, la empresa alquila equipos, incluidos vehículos, algunos de los cuales pueden considerarse parte de flotas comerciales.","[{'name': 'hri-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hri-FY24-10-K.html'}]",236086467,USD,HRI,SMART,STK,False,COM
transportation and logistics,commercial_fleets,FR0000131906,RENAULT SA,38,"Proporciona una gama de vehículos diseñados específicamente para flotas comerciales, que respaldan diversas operaciones comerciales y necesidades logísticas.",,,29612183,EUR,RNO,SMART,STK,False,COM
transportation and logistics,commercial_fleets,US76954A1034,RIVIAN AUTOMOTIVE INC-A,39,"Desarrolla vehículos eléctricos específicamente para uso comercial, incluyendo flotas de entrega a gran escala y aplicaciones de servicios públicos.",,,525768800,USD,RIVN,SMART,STK,False,COM
