type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
transportation and logistics,global_logistics,JP3753000003,NIPPON YUSEN KK,11,"Proporciona servicios integrados de logística global a través del transporte marítimo, aéreo y terrestre, facilitando el movimiento eficiente del comercio internacional y las cadenas de suministro complejas.",,,13906045,JPY,9101,SMART,STK,False
transportation and logistics,global_logistics,US9078181081,UNION PACIFIC CORP,12,"Opera una red ferroviaria de carga crítica que sustenta el movimiento eficiente de mercancías en América del Norte, sirviendo como un componente fundamental dentro del ecosistema logístico global más amplio.","La participación de Union Pacific en la logística global es evidente a través de su manejo de envíos intermodales internacionales, lo que impacta significativamente sus ingresos por carga. Los ingresos por carga de la empresa experimentaron aumentos debido al crecimiento del volumen impulsado principalmente por el intermodal internacional, particularmente las importaciones elevadas de la costa oeste de EE. UU. Sin embargo, otros ingresos de subsidiarias experimentaron disminuciones debido a una menor demanda de envíos intermodales en su subsidiaria que intermedia servicios de logística intermodal y transbordo, y los ingresos por carga se vieron compensados por una mezcla negativa de tráfico con un aumento relativo en los envíos intermodales internacionales. Además, la empresa transporta bienes hacia y desde México, lo que demuestra aún más su papel en la logística global.","[{'name': 'unp-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q125-10-Q.html'}, {'name': 'unp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unp-Q324-10-Q.html'}, {'name': 'unp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/unp-FY24-10-K.html'}]",13284,USD,UNP,SMART,STK,True
transportation and logistics,global_logistics,US6558441084,NORFOLK SOUTHERN CORP,13,"Opera una extensa red ferroviaria de carga que es fundamental para el movimiento de mercancías, contribuyendo significativamente a la eficiencia y el alcance de las cadenas de suministro globales.","La participación de Norfolk Southern en la logística global es evidente a través de su extensa red intermodal y sus conexiones con los principales puertos de contenedores, particularmente en el Este. La red combinada conecta múltiples puertas de enlace internacionales con México y Canadá, junto con más de 100 puertos, lo que está diseñado para abrir sólidas rutas comerciales internacionales y apoyar el crecimiento económico transfronterizo. Esta red tiene como objetivo capitalizar tanto los puertos de la costa oeste como de la costa este para facilitar los volúmenes de comercio internacional, con aumentos en el volumen internacional impulsados por la demanda y el crecimiento de los clientes.","[{'name': 'nsc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nsc-Q324-10-Q.html'}]",10497,USD,NSC,SMART,STK,True
transportation and logistics,global_logistics,JP3362700001,MITSUI OSK LINES LTD,14,"Proporciona amplios servicios de transporte marítimo, desempeñando un papel crucial en las cadenas de suministro globales y facilitando el movimiento de mercancías en todo el mundo.",,,13906050,JPY,9104,SMART,STK,False
transportation and logistics,global_logistics,US78709Y1055,SAIA INC,15,"Proporciona servicios de transporte de carga parcial (LTL), que son integrales para el movimiento y la distribución eficientes de bienes dentro de las cadenas de suministro, apoyando las operaciones logísticas nacionales e internacionales.",,,40078069,USD,SAIA,SMART,STK,True
transportation and logistics,global_logistics,US85254J1025,STAG INDUSTRIAL INC,16,"Proporciona bienes raíces industriales esenciales, incluidos almacenes y centros de distribución, que son fundamentales para las operaciones de la cadena de suministro y la logística global.",,,86792819,USD,STAG,SMART,STK,True
transportation and logistics,global_logistics,US4456581077,HUNT (JB) TRANSPRT SVCS INC,17,"Proporciona servicios integrales de transporte y logística, facilitando el movimiento global de carga y optimizando las operaciones de la cadena de suministro para diversas industrias.","La participación de J.B. Hunt en Logística Global es evidente a través de sus servicios de transporte, corretaje y entrega en todo el territorio continental de Estados Unidos, Canadá y México. El lanzamiento del servicio Quantum en México por parte de la empresa, con expectativas de crecimiento continuo en ese mercado, demuestra aún más su compromiso. Si bien el segmento de ICS experimentó una disminución de ingresos, todavía representa una parte significativa de las operaciones de la empresa, lo que refleja una inversión continua en logística global. Darren Field también señaló volúmenes sólidos en el negocio de México, lo que indica oportunidades significativas para J.B. Hunt en el futuro.","[{'name': 'jbht-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbht-FY24-10-K.html'}, {'name': 'jbht-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbht-Q324-10-Q.html'}]",270825,USD,JBHT,SMART,STK,True
transportation and logistics,global_logistics,US36262G1013,GXO LOGISTICS INC,18,"Proporciona servicios integrales de logística de contratos, gestionando complejas cadenas de suministro y facilitando el movimiento y almacenamiento global de mercancías para diversas industrias.",,,502252244,USD,GXO,SMART,STK,True
transportation and logistics,global_logistics,US03064D1081,AMERICOLD REALTY TRUST INC,19,Contribuye a la red logística global al proporcionar soluciones esenciales de almacenamiento y logística con control de temperatura para la cadena de frío.,"El compromiso de Americold con la logística global es evidente a través de su extensa red de 239 almacenes en América del Norte, Europa y Asia-Pacífico. Las asociaciones estratégicas de la compañía con CPKC y DP World son fundamentales para sus operaciones de logística global, incluido el desarrollo de instalaciones que integran soluciones de almacenamiento con logística marítima y ferroviaria. Estas colaboraciones se extienden a proyectos como la instalación en Port St. John, Canadá, y una construcción de última generación en Dubái, mejorando el movimiento de productos con control de temperatura a través de las fronteras internacionales y apoyando servicios únicos como el servicio intermodal premium Mexico Midwest Express de CPKC.","[{'name': 'cold-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cold-Q125-10-Q.html'}, {'name': 'cold-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cold-FY24-10-K.html'}]",302902503,USD,COLD,SMART,STK,False
transportation and logistics,global_logistics,MHY7542C1306,SCORPIO TANKERS INC,20,"Facilita el transporte marítimo de productos petrolíferos refinados, sirviendo como un componente crítico en la cadena de suministro y la red logística global.",,,349869083,USD,STNG,SMART,STK,False
transportation and logistics,global_logistics,US9837931008,XPO INC,21,"Proporciona soluciones logísticas globales integrales, incluido el transporte de carga y la gestión de la cadena de suministro, a empresas de todo el mundo.","La participación de XPO en el tema de la Logística Global es evidente a través de sus servicios de transporte de carga, que aprovechan tecnología propietaria para mover eficientemente bienes a través de las cadenas de suministro de los clientes en América del Norte y Europa. La presencia de la empresa se destaca aún más por su plataforma de transporte paneuropea y su gestión de bienes a través de fronteras internacionales. XPO ofrece una gama de servicios de carga en Europa, que incluyen transporte de carga y soluciones multimodales adaptadas a las necesidades del cliente, como combinaciones de carretera-ferrocarril y carretera-mar corto.","[{'name': 'xpo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xpo-Q324-10-Q.html'}, {'name': 'xpo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/xpo-Q125-10-Q.html'}, {'name': 'xpo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/xpo-FY24-10-K.html'}]",93957038,USD,XPO,SMART,STK,True
transportation and logistics,global_logistics,US6795801009,OLD DOMINION FREIGHT LINE,22,"Contribuye al movimiento eficiente de mercancías a través de diversas regiones, formando una parte vital de la cadena de suministro global y la infraestructura logística.","La empresa participa en la logística global a través de sus servicios LTL en toda América del Norte mediante alianzas estratégicas. La empresa también participa en el transporte nacional e internacional, con oportunidades derivadas de las tendencias de nearshoring y reshoring, aprovechando su red para gestionar el flujo de productos dentro de los EE. UU. Sin embargo, el alcance de su participación en la logística global no se destaca explícitamente como un enfoque principal.","[{'name': 'odfl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/odfl-FY24-10-K.html'}, {'name': 'odfl-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/odfl-Q224-10-Q.html'}]",272667,USD,ODFL,SMART,STK,True
transportation and logistics,global_logistics,US7835491082,RYDER SYSTEM INC,23,"Proporciona soluciones integrales de cadena de suministro, transporte dedicado y gestión de flotas, facilitando el movimiento y la gestión de bienes a través de redes globales.","El compromiso de la empresa con la logística global es evidente a través de su segmento de negocio de Soluciones de Cadena de Suministro (SCS), que incluye logística global y contribuyó significativamente a los ingresos en 2024. La empresa se beneficia de tendencias seculares favorables a largo plazo en soluciones de logística y transporte, proporcionando oportunidades de crecimiento de ingresos y ganancias a largo plazo para sus segmentos de negocio FMS, SCS y DTS. Además, el negocio SCS de la empresa ha mostrado un mejor rendimiento operativo a través de la optimización de la red minorista omnicanal y nuevos negocios, con crecimiento de ingresos contractuales en Soluciones de Cadena de Suministro mitigando el impacto de condiciones de mercado débiles.","[{'name': 'r-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/r-Q125-10-Q.html'}, {'name': 'r-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/r-FY24-10-K.html'}]",11478,USD,R,SMART,STK,True
transportation and logistics,global_logistics,IL0065100930,ZIM INTEGRATED SHIPPING SERV,24,Proporciona servicios integrados de envío que son esenciales para el movimiento global de mercancías y las operaciones de la cadena de suministro.,"Las operaciones de ZIM están profundamente entrelazadas con la logística global, como lo demuestra su papel como compañía naviera de contenedores global que presta servicios a numerosos puertos y clientes en todo el mundo. La empresa gestiona activamente el flujo de carga a través de las rutas comerciales globales, adaptándose a los cambios en la demanda y a las cuestiones geopolíticas. ZIM enfatiza un enfoque ágil en el despliegue de flotas y la agilidad comercial, expandiendo su presencia en regiones como el sudeste asiático y América Latina para capitalizar las oportunidades de crecimiento y diversificar su negocio.",,468091282,USD,ZIM,SMART,STK,False
transportation and logistics,global_logistics,US80689H1023,SCHNEIDER NATIONAL INC-CL B,25,"Proporciona un conjunto completo de servicios de logística, que incluyen soluciones de carga completa, intermodal y logística, que son esenciales para el movimiento de mercancías a través de las cadenas de suministro globales.","La participación de Schneider en la logística global es evidente a través de varios aspectos clave de sus operaciones. Los servicios de logística de la empresa abarcan servicios de importación/exportación, lo que refleja su participación en el comercio internacional. Una parte importante del negocio intermodal de Schneider cumple con el T-MEC, alineándose con el único ferrocarril de vía única que conecta el Medio Oeste y el Sureste de EE. UU. a través de México, donde Schneider es el proveedor intermodal preferido, ofreciendo un servicio más rápido que los competidores y experimentando un crecimiento sustancial del volumen.","[{'name': 'sndr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sndr-Q125-10-Q.html'}, {'name': 'sndr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sndr-Q324-10-Q.html'}]",271857752,USD,SNDR,SMART,STK,True
transportation and logistics,global_logistics,US1264081035,CSX CORP,26,"Proporciona servicios de transporte ferroviario de carga que son integrales para el movimiento de mercancías dentro de América del Norte, conectando regiones industriales clave y facilitando cadenas de suministro globales más amplias.",,,6150,USD,CSX,SMART,STK,True
transportation and logistics,global_logistics,SG9999000020,FLEX LTD,27,"Proporciona soluciones integrales para la cadena de suministro, abarcando servicios de fabricación, logística y distribución, para optimizar el movimiento global de bienes para diversas industrias.","Flex se identifica como uno de los mayores proveedores mundiales de soluciones para la cadena de suministro global, con ingresos sustanciales de 12.900 millones de dólares para el período de seis meses finalizado el 27 de septiembre de 2024 y 26.400 millones de dólares en el año fiscal finalizado el 31 de marzo de 2024. Esto indica una dedicación significativa de recursos y un alto énfasis explícito en la logística global como parte central de su estrategia comercial. El enfoque de la empresa en las soluciones de la cadena de suministro global resalta el papel integral de la logística global en sus operaciones.","[{'name': 'flex-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flex-Q325-10-Q.html'}, {'name': 'flex-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flex-Q225-10-Q.html'}]",4596077,USD,FLEX,SMART,STK,True
transportation and logistics,global_logistics,JP3688370000,NIPPON EXPRESS HOLDINGS INC,28,"Opera una extensa red logística global, proporcionando una amplia gama de soluciones de transporte de carga, almacenamiento y gestión de la cadena de suministro para facilitar el comercio y los negocios internacionales.",,,531981186,JPY,9147,SMART,STK,False
transportation and logistics,global_logistics,US4990491049,KNIGHT-SWIFT TRANSPORTATION,29,"Proporciona amplios servicios de transporte y logística, formando un componente crítico de las cadenas de suministro que facilitan el movimiento de bienes a nivel mundial.","La participación de Knight-Swift en la logística global se refleja en la prestación de servicios de transporte transfronterizo entre EE. UU. y México. La empresa utiliza una red de unidades de negocio y terminales en ambos países para atender a clientes en toda América del Norte. Estos servicios de carga completa abarcan el transporte transfronterizo de diversos productos, bienes y materiales. Además, Knight-Swift contrata con transportistas externos para proporcionar una amplia gama de servicios de transporte.","[{'name': 'knx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/knx-Q324-10-Q.html'}, {'name': 'knx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/knx-FY24-10-K.html'}]",288039996,USD,KNX,SMART,STK,True
transportation and logistics,global_logistics,US8965221091,TRINITY INDUSTRIES INC,30,Proporciona productos y servicios esenciales para vagones de ferrocarril que son integrales para el movimiento eficiente de mercancías dentro de las redes logísticas globales.,,,12974,USD,TRN,SMART,STK,True
transportation and logistics,global_logistics,JP3940000007,YAMATO HOLDINGS CO LTD,31,"Opera extensos servicios internacionales de transporte y entrega, conectando mercados globales y facilitando el comercio transfronterizo.",,,13906040,JPY,9064,SMART,STK,False
transportation and logistics,global_logistics,US5150981018,LANDSTAR SYSTEM INC,32,"Facilita el movimiento global de mercancías a través de una extensa red de agentes independientes y proveedores de capacidad, ofreciendo una amplia gama de soluciones de transporte y logística.","La participación de Landstar en la logística global se refleja en la prestación de servicios de transporte entre Estados Unidos, Canadá, México y otros países, incluidos servicios transfronterizos, intra-México, intra-Canadá y de carga de proyectos. La empresa monitorea el impacto de los aranceles y las políticas comerciales en las relaciones comerciales internacionales, y sus servicios de transporte incluyen operaciones transfronterizas entre EE. UU. y Canadá, y entre EE. UU. y México. Sin embargo, los negocios transfronterizos de Landstar entre EE. UU. y México y entre EE. UU. y Canadá han tenido un rendimiento inferior en comparación con los ingresos nacionales, y se identificó un fraude en la cadena de suministro relacionado con las operaciones de reenvío de carga internacional de la empresa, lo que indica una exposición directa limitada a la logística global.","[{'name': 'lstr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lstr-Q225-10-Q.html'}, {'name': 'lstr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lstr-FY24-10-K.html'}, {'name': 'lstr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lstr-Q324-10-Q.html'}]",271344,USD,LSTR,SMART,STK,True
transportation and logistics,global_logistics,US0427351004,ARROW ELECTRONICS INC,33,Aprovecha su extensa cadena de suministro global y su red de distribución para gestionar la compleja logística de entrega de componentes electrónicos y soluciones de computación empresarial a nivel mundial.,"Arrow Electronics proporciona servicios globales de cadena de suministro, que abarcan la adquisición, la logística y el almacenamiento. Estos servicios forman parte de sus ofertas, y la empresa también implementa acciones de mitigación, incluida la posible optimización de la cadena de suministro. Si bien la logística y el almacenamiento se mencionan como componentes de sus servicios globales de cadena de suministro, no hay un énfasis específico en grandes inversiones de capital o métodos únicos, ni hay una cuantificación explícita de la contribución de los ingresos de estas actividades.","[{'name': 'arw-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arw-Q225-10-Q.html'}]",4568,USD,ARW,SMART,STK,True
transportation and logistics,global_logistics,US5627501092,MANHATTAN ASSOCIATES INC,34,"Proporciona software de ejecución de la cadena de suministro que optimiza las operaciones logísticas globales, incluyendo la gestión de almacenes, la gestión del transporte y el cumplimiento omnicanal.","El compromiso de Manhattan Associates con el tema de Logística Global se evidencia en su trabajo con una empresa global de logística y cadena de suministro, que se convirtió en un nuevo cliente a través de acuerdos del segundo trimestre que involucraron a MAWM y MAO. Esto indica que las soluciones de Manhattan Associates están siendo adoptadas por empresas dentro del sector de la logística global. El enfoque de la empresa en asegurar nuevos clientes dentro de este sector sugiere una alineación estratégica con la industria de la logística global y la cadena de suministro.",,4814485,USD,MANH,SMART,STK,True
transportation and logistics,global_logistics,US03937C1053,ARCBEST CORP,35,"Proporciona soluciones integrales de logística y transporte, facilitando el movimiento de mercancías a través de cadenas de suministro globales para empresas de todos los tamaños.","ArcBest Corporation opera como una empresa de logística integrada, que ofrece un conjunto de soluciones para satisfacer las necesidades de la cadena de suministro de los clientes a través de su segmento Asset-Light, que se enfoca en satisfacer requisitos de envío complejos y únicos. La participación de la compañía en la logística global es evidente a través de la construcción de almacenes internacionales y la sensibilidad a los cambios en las políticas comerciales, arancelarias y las tensiones geopolíticas. Además, ArcBest tiene como objetivo expandir los ingresos asegurando nuevos clientes y agregando opciones de capacidad, lo que refleja sus esfuerzos continuos en el espacio de la logística. Sin embargo, la disminución de los ingresos se atribuye a las tasas de mercado más bajas para los servicios de envío y logística Asset-Light.","[{'name': 'arcb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arcb-Q324-10-Q.html'}, {'name': 'arcb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arcb-Q225-10-Q.html'}]",150304976,USD,ARCB,SMART,STK,True
transportation and logistics,global_logistics,US4433201062,HUB GROUP INC-CL A,36,"Ofrece servicios integrales de logística global, facilitando la gestión eficiente de la cadena de suministro y soluciones de transporte.","La participación de Hub Group en la logística global es evidente a través de su adquisición de EASO, un proveedor de logística especializado en servicios intermodales, de transporte y de corretaje con una fuerte presencia en el mercado mexicano y operaciones transfronterizas con EE. UU. Esta adquisición mejora la capacidad de Hub Group para ofrecer servicios transfronterizos y amplía sus capacidades intermodales. Las ofertas de servicios de la empresa también incluyen servicios internacionales, lo que refleja un compromiso con las soluciones de logística global, lo que se evidencia aún más con los ingresos atribuibles a México.","[{'name': 'hubg-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hubg-Q225-10-Q.html'}, {'name': 'hubg-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hubg-Q125-10-Q.html'}, {'name': 'hubg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hubg-Q324-10-Q.html'}, {'name': 'hubg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hubg-FY24-10-K.html'}]",4813067,USD,HUBG,SMART,STK,True
