industry_id,theme_id,symbol,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
EM,AUD,MSI,entertainment and media,audio_solutions,US6200763075,MOTOROLA SOLUTIONS INC,11,Proporciona sistemas y dispositivos de comunicación de misión crítica que integran tecnologías de audio avanzadas para garantizar una transmisión de voz clara y confiable para usuarios de seguridad pública y empresariales.,"El compromiso de la empresa con las Soluciones de Audio es evidente a través del desarrollo de SVX, un micrófono de altavoz P25 remoto de video que integra voz, video e IA seguros. Este dispositivo aprovecha la amplia experiencia de la empresa en tecnología de audio de seguridad pública, particularmente en el diseño de micrófonos, tecnología de diafragma y cancelación de ruido ambiental impulsada por IA. Las soluciones de audio de la empresa están altamente integradas con IA y video, diseñadas específicamente para seguridad pública.",81581011,USD,SMART,STK,
EM,AUD,7951,entertainment and media,audio_solutions,JP3942600002,YAMAHA CORP,12,"Proporciona un amplio espectro de soluciones de audio a través de su desarrollo y fabricación de instrumentos musicales, equipos de audio profesional y sistemas de entretenimiento en el hogar.",,13905863,JPY,SMART,STK,
EM,AUD,LOGN,entertainment and media,audio_solutions,CH0025751329,LOGITECH INTERNATIONAL-REG,13,"Ofrece una gama de soluciones de audio, incluyendo auriculares, audífonos y altavoces, para satisfacer tanto las necesidades de los consumidores como las profesionales.","La participación de Logitech en Soluciones de Audio es evidente a través de su diversa cartera de productos, que incluye auriculares, cámaras web y equipos de videoconferencia. La categoría de Auriculares de la empresa presenta auriculares para PC y VC, auriculares intrauditivos y auriculares inalámbricos premium, mientras que la categoría de Gaming incluye auriculares y micrófonos para juegos. Los productos de colaboración por video de Logitech también incorporan capacidades de audio, combinando audio de calidad empresarial con video de alta definición para salas de conferencias. Si bien los auriculares y las cámaras web contribuyen a las ventas generales, forman parte de una línea de productos más amplia que incluye ratones para juegos, volantes y otros accesorios.",39999891,CHF,SMART,STK,"[{'name': 'logi-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/logi-Q126-10-Q.html'}, {'name': 'logi-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/logi-FY25-10-K.html'}]"
EM,AUD,SOUN,entertainment and media,audio_solutions,US8361001071,SOUNDHOUND AI INC-A,14,Desarrolla tecnología avanzada de IA de voz e inteligencia conversacional para proporcionar soluciones de audio integrales para diversas aplicaciones e industrias.,"El enfoque de SoundHound en Soluciones de Audio es evidente en su tecnología central, que gira en torno a la IA de voz y la IA conversacional, particularmente el motor de reconocimiento de voz Polaris. La compañía enfatiza su posición como líder mundial en inteligencia conversacional, ofreciendo soluciones independientes de IA de voz que permiten a las empresas ofrecer experiencias conversacionales de alta calidad. SoundHound está migrando sus soluciones a Polaris, su propio modelo fundacional multimodal y multilingüe, y ha reemplazado motores ASR de terceros con Polaris, lo que resulta en ahorros de costos y un mejor rendimiento para los clientes.",558869874,USD,SMART,STK,"[{'name': 'soun-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/soun-Q225-10-Q.html'}]"
EM,AUD,RNG,entertainment and media,audio_solutions,US76680R2067,RINGCENTRAL INC-CLASS A,15,"Proporciona soluciones integrales de comunicación basadas en la nube, integrando audio de alta calidad para llamadas de voz, conferencias y mensajería unificada para mejorar la colaboración empresarial.","El enfoque de RingCentral en soluciones de audio es evidente en el desarrollo de una plataforma de comunicaciones empresariales en la nube líder en su categoría, donde la voz sigue siendo fundamental. La empresa enfatiza una plataforma de IA agéntica con prioridad de voz, aprovechando dos décadas de experiencia en tecnología de voz avanzada y una red de comunicaciones global. La plataforma de RingCentral incluye soluciones de IA agéntica centradas en la voz, ejemplificadas por productos como RingEX y RingCX que ofrecen capacidades de comunicación de audio de alta calidad, y la empresa está invirtiendo más de $0.25 mil millones anuales en innovación, con una porción creciente dedicada a productos liderados por IA.",135390580,USD,SMART,STK,
EM,AUD,IMAX,entertainment and media,audio_solutions,CA45245E1097,IMAX CORP,16,"Integra tecnología de audio propietaria avanzada como componente central de su experiencia cinematográfica inmersiva, mejorando la calidad y la entrega del sonido para la exhibición de películas.","La participación de IMAX en soluciones de audio es evidente en sus experiencias de contenido inmersivo de extremo a extremo, utilizando software propietario, arquitectura de auditorio y equipos especializados. Los sistemas IMAX de la compañía incorporan componentes avanzados de sistemas de sonido, que ofrecen imágenes de sonido expansivas y una localización precisa del sonido dentro de los auditorios. Además, los sistemas de sonido de IMAX emplean sistemas de altavoces propietarios y configuraciones de sonido envolvente para optimizar la experiencia auditiva en cada asiento, con bandas sonoras de películas originales remasterizadas en un formato de audio digital IMAX único.",4813359,USD,SMART,STK,"[{'name': 'imax-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/imax-Q125-10-Q.html'}]"
EM,AUD,ROKU,entertainment and media,audio_solutions,US77543R1023,ROKU INC,17,Juega un papel en el tema de Soluciones de Audio.,"La participación de Roku con Audio Solutions es evidente a través de su flujo de ingresos por dispositivos, que incluye la venta de productos de audio y accesorios relacionados. Si bien los productos de audio forman parte de la oferta de dispositivos de Roku, no son el foco estratégico principal en comparación con los dispositivos de streaming y la publicidad. La empresa genera ingresos por dispositivos a partir de la venta de reproductores de streaming, televisores de marca Roku, productos y servicios para el hogar inteligente, productos de audio y accesorios relacionados, y el costo de los ingresos comprende principalmente los costos de fabricación pagaderos a fabricantes externos por estos dispositivos.",290651477,USD,SMART,STK,"[{'name': 'roku-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/roku-Q125-10-Q.html'}, {'name': 'roku-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/roku-Q225-10-Q.html'}, {'name': 'roku-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/roku-FY24-10-K.html'}]"
EM,AUD,GFS,entertainment and media,audio_solutions,KYG393871085,GLOBALFOUNDRIES INC,18,"Fabrica componentes semiconductores esenciales para una amplia gama de soluciones de audio, lo que permite el desarrollo de tecnologías avanzadas de procesamiento y reproducción de audio.","GF tiene como objetivo aumentar su presencia en teléfonos móviles asegurando nuevos diseños en diversas aplicaciones, incluyendo audio, háptica, pantalla e imagen. Su plataforma 55 BCD Lite se está adoptando para audio y háptica en teléfonos inteligentes de primer nivel, y se está desarrollando una versión de segunda generación para mejorar aún más sus ofertas al permitir soluciones de audio más pequeñas y eficientes. Además, GF ha asegurado una victoria de diseño para un DSP de audio con IA en 22FDX.",523222624,USD,SMART,STK,
EM,AUD,BBY,entertainment and media,audio_solutions,US0865161014,BEST BUY CO INC,19,"Ofrece una diversa gama de productos de audio, que incluyen auriculares, altavoces y sistemas de cine en casa, brindando un amplio acceso de los consumidores a estas soluciones.","La participación de Best Buy con Soluciones de Audio se refleja en su crecimiento en ventas de auriculares, como se destaca en varios informes. La compañía experimentó un crecimiento en las ventas en varias categorías de productos, incluidos auriculares, juegos, computación, teléfonos móviles y wearables. Si bien los auriculares se mencionan constantemente, no hay una contribución de ingresos explícita vinculada específicamente a soluciones de audio más allá de los auriculares.",4817,USD,SMART,STK,
EM,AUD,CDNS,entertainment and media,audio_solutions,US1273871087,CADENCE DESIGN SYS INC,20,Ofrece herramientas de automatización de diseño electrónico y propiedad intelectual que facilitan el desarrollo e integración de funcionalidades de procesamiento de audio en diseños de semiconductores.,,5552,USD,SMART,STK,
EM,AUD,FLEX,entertainment and media,audio_solutions,SG9999000020,FLEX LTD,21,Contribuye al tema de Soluciones de Audio a través de su participación operativa en el sector.,,4596077,USD,SMART,STK,
