industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,symbol,exchange,assetType,navigable,theme_id
transportation and logistics,innovation_in_logistics,US70959W1036,PENSKE AUTOMOTIVE GROUP INC,20,"Impulsa avances en Innovación Logística a través de su amplia participación en la venta, servicio y distribución de vehículos comerciales, impactando la eficiencia y modernización de las redes de transporte.","La conexión de Penske Automotive Group con la Innovación Logística se deriva de su propiedad del 28,9% de Penske Transportation Solutions (PTS). PTS emplea a más de 44.000 personas y gestiona una gran flota de camiones, ofreciendo soluciones innovadoras de transporte, cadena de suministro y tecnología. Las capacidades de PTS se extienden a lo largo de la cadena de suministro, proporcionando servicios como arrendamiento de camiones con servicio completo, alquiler de camiones, mantenimiento por contrato, transporte por contrato dedicado, gestión de centros de distribución, gestión de carga y servicios de transporte de carga seca en camiones.","[{'name': 'pag-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q324-10-Q.html'}, {'name': 'pag-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pag-FY24-10-K.html'}]",45006145,USD,PAG,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US6795801009,OLD DOMINION FREIGHT LINE,21,"Es un actor clave en el avance de la innovación logística, optimizando continuamente las operaciones de carga a través de la integración tecnológica y la entrega eficiente de servicios.","La participación de Old Dominion en la Innovación Logística es evidente a través de su inversión constante en tecnología destinada a mejorar el servicio al cliente, aumentar la productividad de la fuerza laboral y mejorar la eficiencia operativa general. La empresa actualiza regularmente sus capacidades tecnológicas para brindar a los clientes una mejor visibilidad de los envíos y para monitorear métricas clave, lo que contribuye a las mejoras de procesos. Si bien Old Dominion está reduciendo los gastos de capital, continúa asignando recursos a nuevas tecnologías y redes de centros de servicio, considerando estas inversiones como diferenciadores. Estos esfuerzos reflejan un compromiso para aprovechar la tecnología para optimizar la capacidad de la red y mejorar las relaciones operativas, aunque los detalles específicos de estas innovaciones tecnológicas no se describen explícitamente.","[{'name': 'odfl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/odfl-Q324-10-Q.html'}]",272667,USD,ODFL,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,JP3362700001,MITSUI OSK LINES LTD,22,Impulsa avances en la logística global integrando tecnologías innovadoras y optimizando las eficiencias operativas en su vasta red de envío para mejorar la resiliencia y sostenibilidad de la cadena de suministro.,,,13906050,JPY,9104,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,US22266T1097,COUPANG INC,23,"Aprovecha una infraestructura logística integrada de extremo a extremo para ofrecer entregas rápidas y fiables de comercio electrónico, optimizando continuamente su red de cumplimiento para lograr eficiencia y velocidad.",,,475686899,USD,CPNG,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,US1924221039,COGNEX CORP,24,"Proporciona sistemas de visión artificial que son integrales para automatizar y optimizar procesos en logística, incluyendo tareas de identificación, inspección y guiado para mejorar la eficiencia y la precisión.",,,267547,USD,CGNX,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US4532041096,IMPINJ INC,25,"Impulsa la Innovación Logística a través de su plataforma RFID, permitiendo el seguimiento de inventario en tiempo real y la optimización de la cadena de suministro para mejorar la eficiencia y la visibilidad en las operaciones globales.",,,241585158,USD,PI,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US7835491082,RYDER SYSTEM INC,26,"Se enfoca en desarrollar e implementar tecnologías y estrategias avanzadas para optimizar la gestión de la cadena de suministro, las operaciones de flotas y las soluciones de transporte, impulsando así el progreso en la innovación logística.",,,11478,USD,R,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US4990491049,KNIGHT-SWIFT TRANSPORTATION,27,"Se enfoca en mejorar sus servicios de transporte y logística a través de la innovación continua, optimizando la eficiencia de la cadena de suministro y aprovechando estrategias operativas avanzadas.","La empresa demuestra su compromiso con la Innovación Logística a través de varias inversiones tecnológicas destinadas a mejorar la experiencia del cliente y la eficiencia operativa. Específicamente, la empresa ha invertido en tecnología que facilita conexiones fluidas con los clientes, permitiendo reacciones rápidas para detectar oportunidades de mercado a través de cotizaciones en tiempo real. Además, el segmento de Logística ha desarrollado tecnologías de seguimiento de remolques para optimizar la utilización de la flota de remolques para oportunidades de solo potencia, brindando a los clientes capacidades ampliadas de entrega y recogida, y la empresa está implementando proyectos habilitados por tecnología (IA, automatización, ciencia de datos) para cambiar los procesos centrales de lo que cuesta servir al negocio.","[{'name': 'knx-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/knx-FY24-10-K.html'}]",288039996,USD,KNX,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US58733R1023,MERCADOLIBRE INC,28,Impulsa avances en infraestructura logística y soluciones tecnológicas para optimizar el cumplimiento de comercio electrónico y la entrega de última milla en sus regiones operativas.,,,45602025,USD,MELI,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,JP3940000007,YAMATO HOLDINGS CO LTD,29,Se enfoca en mejorar las redes de entrega y la eficiencia operativa a través de avances tecnológicos continuos y mejoras de procesos en logística.,,,13906040,JPY,9064,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,US9507551086,WERNER ENTERPRISES INC,30,Impulsa la eficiencia y la calidad del servicio a través de la integración de tecnologías avanzadas y estrategias operativas optimizadas dentro de sus servicios de logística y transporte.,"El compromiso de Werner con la innovación en logística es evidente en sus inversiones estratégicas en tecnología para mejorar la eficiencia y la productividad. La empresa aprovecha la plataforma EDGE TMS y Werner Bridge para automatizar procesos, mejorar la reserva de cargas y optimizar las operaciones administrativas. Además, Werner emplea IA conversacional para la comunicación y está comprometida con la optimización de equipos e implementación de tecnologías que mejoran el MPG, demostrando un enfoque integral hacia la innovación en logística.","[{'name': 'wern-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wern-Q225-10-Q.html'}]",276009,USD,WERN,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US03937C1053,ARCBEST CORP,31,Se enfoca en mejorar la eficiencia y la calidad del servicio a través del desarrollo y la adopción de soluciones avanzadas dentro de sus operaciones logísticas.,"El compromiso de ArcBest con la Innovación Logística es evidente a través de sus inversiones estratégicas en tecnología y soluciones destinadas a mejorar la eficiencia y la productividad. La empresa aprovecha la tecnología para satisfacer las necesidades de la cadena de suministro de sus clientes y está invirtiendo en operaciones basadas en activos para utilizar la tecnología como motor de eficiencia y productividad. Esto incluye el lanzamiento de Vaux, una innovadora suite de hardware y software diseñada para modernizar la carga, descarga y transferencia de mercancías en operaciones de almacén y muelle, así como Vaux Smart Autonomy, que combina carretillas elevadoras y transpaletas autónomas con software inteligente. Estas iniciativas, junto con las inversiones en tecnología de optimización de rutas urbanas y mejoras inmobiliarias, demuestran el enfoque de ArcBest en optimizar el rendimiento a través de la innovación tecnológica, aunque los costos de la tecnología innovadora han afectado los resultados operativos consolidados.","[{'name': 'arcb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arcb-Q324-10-Q.html'}, {'name': 'arcb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/arcb-Q225-10-Q.html'}]",150304976,USD,ARCB,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US74982T1034,RXO INC,32,"Se centra en el aprovechamiento de la tecnología y el análisis de datos para mejorar la eficiencia, la visibilidad y la automatización en sus operaciones logísticas, contribuyendo a los avances en la gestión de la cadena de suministro.","El compromiso de RXO con la Innovación Logística es evidente en su modelo de negocio principal, que se define por tecnología de vanguardia y un enfoque ligero en activos. La plataforma de corretaje digital patentada de la compañía es un diferenciador clave, que proporciona a los clientes un acceso eficiente a la capacidad y genera un crecimiento incremental. Además, el servicio de transporte gestionado de RXO aprovecha la tecnología patentada para mejorar la sinergia de ingresos a través de la venta cruzada, destacando el enfoque de la compañía en la innovación para mejorar la eficiencia y expandir sus ofertas de servicios.","[{'name': 'rxo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/rxo-Q324-10-Q.html'}, {'name': 'rxo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/rxo-FY24-10-K.html'}]",592052137,USD,RXO,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,IE00BK9ZQ967,TRANE TECHNOLOGIES PLC,33,"Proporciona soluciones avanzadas de refrigeración para el transporte y sistemas de monitoreo digital cruciales para la logística de la cadena de frío, mejorando la eficiencia y la sostenibilidad en el movimiento de productos sensibles a la temperatura.",,,406709270,USD,TT,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US9078181081,UNION PACIFIC CORP,34,"Contribuye a la evolución de la innovación logística, particularmente a través de mejoras en la eficiencia y las capacidades del transporte de carga.",,,13284,USD,UNP,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US5150981018,LANDSTAR SYSTEM INC,35,Contribuye a la Innovación en Logística mediante el desarrollo e implementación de soluciones avanzadas para optimizar la eficiencia de la cadena de suministro y mejorar la prestación de servicios dentro de la industria del transporte.,,,271344,USD,LSTR,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US6558441084,NORFOLK SOUTHERN CORP,36,"Contribuye al avance de la logística a través de su extensa red ferroviaria, mejorando la eficiencia de la cadena de suministro y facilitando el movimiento de mercancías en diversas industrias.",,,10497,USD,NSC,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US80689H1023,SCHNEIDER NATIONAL INC-CL B,37,Impulsa avances en logística a través de la integración tecnológica y la optimización de procesos para mejorar la eficiencia y la fiabilidad en la gestión de la cadena de suministro.,"El compromiso de Schneider con la innovación logística es evidente en sus operaciones de corretaje de carga, que funcionan como un centro de innovación de activos ligeros. Esta correduría se enfoca en análisis predictivos, automatización de procesos y generación de nuevas relaciones con clientes, impulsando el crecimiento dentro del segmento de logística. Si bien la empresa reconoce la importancia de la innovación en logística, no hay una mención explícita de la contribución a los ingresos.","[{'name': 'sndr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sndr-FY24-10-K.html'}]",271857752,USD,SNDR,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US1264081035,CSX CORP,38,"Mejora la eficiencia y fiabilidad de la cadena de suministro a través de operaciones ferroviarias avanzadas y soluciones intermodales, contribuyendo a la innovación logística general.",,,6150,USD,CSX,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,IL0065100930,ZIM INTEGRATED SHIPPING SERV,39,Impulsa avances en el transporte marítimo mundial de contenedores mediante la implementación de nuevas tecnologías y procesos operativos optimizados para mejorar la eficiencia y la prestación de servicios.,,,468091282,USD,ZIM,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,US03064D1081,AMERICOLD REALTY TRUST INC,40,"Mejora la eficiencia y la fiabilidad en las cadenas de suministro con temperatura controlada a través de su infraestructura y soluciones especializadas, contribuyendo así a la innovación logística.",,,302902503,USD,COLD,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,US0536111091,AVERY DENNISON CORP,41,"Apoya los avances en la eficiencia y el seguimiento de la cadena de suministro a través de sus soluciones de ciencia de materiales e identificación, integrales para las operaciones logísticas modernas.",,,4694,USD,AVY,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,JE00BJ1F3079,AMCOR PLC,42,"Contribuye a optimizar la eficiencia de la cadena de suministro mediante el desarrollo de soluciones de embalaje que mejoran los procesos de transporte, almacenamiento y manipulación de diversos productos.","El compromiso de Amcor con la Innovación Logística se refleja en sus esfuerzos por mejorar las cadenas de suministro de las principales empresas a nivel mundial. La empresa trabaja para mejorar las cadenas de suministro, lo que sugiere una participación en la logística. Sin embargo, no hay una indicación explícita de procesos únicos o tecnología propietaria en innovación logística, ni se menciona específicamente la innovación logística como una prioridad estratégica principal o ninguna contribución explícita de ingresos de la misma.","[{'name': 'amcr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amcr-Q225-10-Q.html'}, {'name': 'amcr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/amcr-Q125-10-Q.html'}]",364845429,USD,AMCR,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US89679E3009,TRIUMPH FINANCIAL INC,43,Permite a las empresas buscar avances en Innovación Logística al proporcionar servicios financieros adaptados al sector.,"La participación de Triumph Financial en la Innovación Logística es evidente a través de su plataforma TriumphPay, que agiliza los procesos de facturación de transporte al conectar corredores, cargadores, factores y transportistas. Esto se ve reforzado por sus adquisiciones estratégicas de Greenscreens AI, una solución de precios que proporciona inteligencia del mercado de carga, e Isometric Technologies Inc., una empresa de tecnología de carga, para mejorar la toma de decisiones y la automatización. El segmento de Inteligencia de la empresa aprovecha los datos de transporte para proporcionar información procesable, lo que demuestra su compromiso de mejorar la eficiencia y la rentabilidad de los proveedores de servicios logísticos. TriumphPay también proporciona herramientas y servicios para aumentar la automatización, mitigar el fraude, crear eficiencia en la oficina y mejorar la experiencia de pago.","[{'name': 'tfin-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tfin-Q125-10-Q.html'}, {'name': 'tfin-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tfin-FY24-10-K.html'}, {'name': 'tfin-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tfin-Q225-10-Q.html'}]",172935478,USD,TFIN,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,BMG3922B1072,GENPACT LTD,44,Impulsa la transformación digital y las iniciativas de optimización de procesos dentro de las operaciones logísticas para mejorar la eficiencia y crear cadenas de suministro más ágiles.,,,45411028,USD,G,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US2772761019,EASTGROUP PROPERTIES INC,45,Se relaciona con el tema de Innovación Logística dentro de su ámbito operativo.,"La participación de la empresa en la Innovación Logística es evidente a través de su adaptación estratégica a las cadenas logísticas en evolución, identificadas como una tendencia beneficiosa a largo plazo. Esto se ve reforzado aún más por su construcción proactiva de oficinas especulativas diseñadas para una rápida ocupación por parte de los inquilinos, especialmente atractivas para los proveedores de logística de terceros y otras empresas que requieren opciones de mudanza rápida. Si bien la empresa reconoce y se beneficia de estas tendencias logísticas, su compromiso se refleja en su voluntad de invertir en espacios de oficinas especulativos para satisfacer las necesidades de los inquilinos relacionados con la logística.",,6747,USD,EGP,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US3119001044,FASTENAL CO,46,Aborda la continua evolución y mejora de las prácticas logísticas para sus operaciones.,,,269120,USD,FAST,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US14149Y1082,CARDINAL HEALTH INC,47,Impulsa la eficiencia en la gestión de la cadena de suministro de atención médica a través de la optimización continua de sus extensas redes de logística y distribución de productos farmacéuticos y médicos.,,,5407,USD,CAH,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US03073E1055,CENCORA INC,48,"Aprovecha las innovaciones logísticas para optimizar sus servicios de abastecimiento y distribución farmacéutica, garantizando una gestión eficiente de la cadena de suministro.",,,1714996,USD,COR,SMART,STK,True,LO1
transportation and logistics,innovation_in_logistics,US48138M1053,JUMIA TECHNOLOGIES AG-ADR,49,Participa en el desarrollo y despliegue de innovaciones logísticas para mejorar su eficiencia operativa y sus capacidades de entrega para su plataforma de comercio electrónico.,,,360310571,USD,JMIA,SMART,STK,False,LO1
transportation and logistics,innovation_in_logistics,CH1300646267,BUNGE GLOBAL SA,50,Se centra en la optimización de su cadena de suministro agrícola global a través de avances en logística.,"El compromiso de Bunge con la Innovación Logística es evidente a través de la implementación de eficiencias logísticas y de transporte destinadas a reducir gastos y optimizar su red de procesamiento y logística. La empresa aprovecha el análisis de datos para mejorar la transparencia de la cadena de suministro, la planificación logística, la eficiencia del procesamiento, la gestión de riesgos y el soporte para la toma de decisiones. Además, Bunge integra eficiencias logísticas y utiliza información combinada para gestionar mejor el riesgo y mejorar la transparencia de la cadena de suministro, lo que demuestra un compromiso con la innovación en sus operaciones logísticas.",,663174498,USD,BG,SMART,STK,True,LO1
