type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
materials and mining,critical_minerals,US9168961038,URANIUM ENERGY CORP,11,"Se centra en el uranio, un componente clave dentro del sector de los minerales críticos.","El compromiso de Uranium Energy Corp con el tema de los Minerales Críticos es evidente en su enfoque en el uranio, que es explícitamente identificado como un mineral crítico por la administración estadounidense. La empresa apoya la política de EE. UU. para revitalizar la base industrial en apoyo de la energía nuclear, particularmente en lo que respecta al ciclo del combustible, la conversión y el enriquecimiento de uranio. Además, la empresa reconoce la invocación por parte de la administración estadounidense de la Ley de Producción de Defensa para fomentar acuerdos con empresas nacionales para uranio enriquecido, alineándose con las órdenes ejecutivas que reconocen el estatus crítico del uranio.",37451201,USD,UEC,SMART,STK,False,,CRI
materials and mining,critical_minerals,US75134P6007,RAMACO RESOURCES INC-A,12,"Contribuye a la cadena de suministro de minerales críticos a través de sus operaciones de extracción de recursos, que proporcionan materiales esenciales para diversas aplicaciones industriales y tecnológicas.","La empresa está en proceso de transición para convertirse en una empresa de doble plataforma centrada tanto en la producción de carbón metalúrgico como de minerales críticos, con la mina Brook destacada como un suministro nacional vital. Esta transición incluye el nombramiento de un Vicepresidente Ejecutivo para supervisar el proyecto y la finalización de pruebas geológicas y químicas de su depósito de tierras raras, estimado en 1.7 millones de toneladas de óxido total de tierras raras. La empresa tiene planes para expandir la capacidad de producción y procesamiento, incluida la construcción de una instalación de demostración de planta piloto, y está trabajando con el Departamento de Energía y clientes potenciales para avanzar en el desarrollo de minerales críticos. Además, la empresa anticipa que los elementos de tierras raras (ETR) y los minerales críticos que poseen constituirán más del 95% de sus ingresos y flujo de caja.",636473750,USD,METC,SMART,STK,False,"[{'name': 'metc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/metc-Q225-10-Q.html'}, {'name': 'metc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/metc-Q125-10-Q.html'}]",CRI
materials and mining,critical_minerals,US4227041062,HECLA MINING CO,13,"Se dedica a la exploración, desarrollo y producción de diversos minerales, contribuyendo al suministro de materiales críticos esenciales para aplicaciones industriales y tecnológicas.",,8027,USD,HL,SMART,STK,True,,CRI
materials and mining,critical_minerals,US1921085049,COEUR MINING INC,14,Contribuye a la industria de los minerales críticos a través de sus operaciones mineras.,"La participación de Coeur Mining en el tema de los minerales críticos se centra en el proyecto Silvertip en Canadá, que reconocen como un activo grande y en crecimiento de minerales críticos. La empresa triplicó el paquete de tierras en Silvertip y está desarrollando capacidades organizativas para apoyar su avance, apuntando a una posible decisión de construcción dentro de cinco años. Si bien la empresa está avanzando en las etapas del proyecto y continuando la perforación para mejorar su comprensión del depósito, también está considerando oportunidades para acelerar los permisos con el apoyo de Canadá para proyectos de minerales críticos.",60532895,USD,CDE,SMART,STK,False,,CRI
materials and mining,critical_minerals,US5766901012,MATERION CORP,15,"Proporciona materiales y soluciones avanzadas que dependen de y contribuyen a la cadena de suministro de minerales críticos, sirviendo a diversas industrias de alta tecnología.",,84822089,USD,MTRN,SMART,STK,True,,CRI
materials and mining,critical_minerals,US0207641061,ALPHA METALLURGICAL RESOURCE,16,"Se enfoca en operaciones de recursos metalúrgicos, contribuyendo a la cadena de suministro de materiales considerados minerales críticos.","La empresa demuestra interés en el tema de los Minerales Críticos a través de su monitoreo de la legislación federal relacionada con la designación del carbón metalúrgico como mineral crítico. Específicamente, la Ley One Big Beautiful Bill, que enmienda la Sección 45X del código de rentas internas, permite a los fabricantes reclamar un crédito fiscal por los costos de producción, siendo el carbón metalúrgico producido entre 2026 y 2029 elegible para un crédito fiscal reembolsable. La empresa estima un beneficio potencial en efectivo de $30 millones a $50 millones anuales de esta legislación.",468056568,USD,AMR,SMART,STK,True,,CRI
materials and mining,critical_minerals,US01877R1086,ALLIANCE RESOURCE PARTNERS,17,"Suministra carbón, un recurso mineral vital para la producción de energía y los procesos industriales.","La participación de la empresa en el tema de Minerales Críticos se evidencia en su inversión en una empresa de materiales para baterías, aunque esta inversión experimentó una amortización no monetaria de 25 millones de dólares durante el trimestre de 2025. Esta amortización se debió a la conversión de acciones preferentes en acciones comunes como parte de una financiación y recapitalización de pagarés convertibles. A pesar de la amortización, la empresa decidió participar en la recapitalización, invirtiendo 2 millones de dólares en el pagaré convertible durante el trimestre, lo que indica un interés continuo, aunque desafiado, en el espacio de los materiales para baterías.",6857418,USD,ARLP,SMART,STK,False,,CRI
materials and mining,critical_minerals,CA7142661031,PERPETUA RESOURCES CORP,18,"Dedicada al desarrollo de proyectos mineros centrados en la producción de minerales críticos, incluido el antimonio, vital para aplicaciones industriales y tecnológicas.","Perpetua Resources está significativamente involucrada con el tema de la industria de los Minerales Críticos, como lo demuestra su visión central de establecer un suministro nacional de antimonio dentro de los Estados Unidos. Este compromiso se refuerza a través de múltiples vías, incluidos acuerdos con Sunshine Silver y U.S. Antimony para impulsar la cadena de suministro nacional de antimonio. Además, la empresa ha obtenido financiación del Departamento de Defensa para investigar la producción nacional de trisulfuro de antimonio de grado militar, lo que pone de relieve la importancia estratégica de este mineral crítico tanto para la empresa como para la defensa nacional.",471602173,CAD,PPTA,SMART,STK,False,"[{'name': 'ppta-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppta-Q125-10-Q.html'}, {'name': 'ppta-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppta-Q225-10-Q.html'}, {'name': 'ppta-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ppta-FY24-10-K.html'}]",CRI
materials and mining,critical_minerals,US46578C1080,IVANHOE ELECTRIC INC / US,19,"Lleva a cabo actividades de exploración y desarrollo de minerales críticos, vitales para los sectores de la energía eléctrica y limpia.","La empresa se dedica a apoyar la independencia de la cadena de suministro estadounidense a través de la exploración y entrega de metales críticos, con un énfasis particular en el cobre, que se consideran vitales para la fabricación avanzada, la infraestructura, la tecnología y la seguridad nacional. Sus esfuerzos de exploración mineral se extienden a otros metales, incluidos el níquel, el cobalto y los elementos del grupo del platino. Este compromiso se demuestra aún más por su alianza de exploración con BHP Mineral Resources Inc. para buscar minerales críticos en los Estados Unidos y su enfoque en el desarrollo de minas a partir de depósitos minerales ubicados principalmente en los Estados Unidos, dirigidos específicamente a los metales críticos necesarios para la electrificación de la economía.",569570281,USD,IE,SMART,STK,False,"[{'name': 'ie-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ie-Q225-10-Q.html'}, {'name': 'ie-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ie-FY24-10-K.html'}]",CRI
materials and mining,critical_minerals,US08265T2087,BENTLEY SYSTEMS INC-CLASS B,20,"Proporciona soluciones de software de ingeniería utilizadas en diversos proyectos de infraestructura, algunos de los cuales pueden respaldar indirectamente las operaciones dentro del sector de Minerales Críticos.","La empresa reconoce la importancia de los minerales críticos, particularmente en el contexto de una posible legislación de permisos y una reforma integral de los mismos, que también incluye la transmisión y otras verticales estratégicas. La empresa expresa optimismo en que el Congreso priorizará la legislación en áreas como los minerales críticos, señalando un impulso hacia una reforma integral de los permisos. Sin embargo, no hay evidencia directa de una inversión de capital significativa o un posicionamiento único en minerales críticos, ni hay una contribución explícita de ingresos de esta área.",446864692,USD,BSY,SMART,STK,False,,CRI
