type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
energy and utilities,renewable_energy_equipment,US6866881021,ORMAT TECHNOLOGIES INC,11,"Desarrolla, construye y opera plantas de energía geotérmica y de recuperación de energía, contribuyendo a la infraestructura global de energía renovable.","Ormat participa en el sector de equipos de energía renovable a través de su segmento de Producto, que se enfoca en el diseño, fabricación y venta de equipos para la generación de electricidad, particularmente para plantas de energía geotérmica y de energía recuperada. Ormat no solo proporciona equipos, sino que también ofrece servicios relacionados con la ingeniería, adquisición y construcción de estas plantas de energía, y está actualizando activamente las plantas existentes con sus equipos de última generación. Si bien la empresa fabrica equipos para la generación de electricidad, una parte importante se dedica a proyectos de energía renovable, incluidos equipos para plantas de energía binaria.","[{'name': 'ora-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ora-Q324-10-Q.html'}, {'name': 'ora-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ora-Q125-10-Q.html'}, {'name': 'ora-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ora-FY24-10-K.html'}]",32006502,USD,ORA,SMART,STK,True
energy and utilities,renewable_energy_equipment,US72919P2020,PLUG POWER INC,12,"Desarrolla y fabrica sistemas de pilas de combustible de hidrógeno y electrolizadores, contribuyendo a la infraestructura y el despliegue de soluciones de energía renovable.","El compromiso de Plug con el tema de Equipos de Energía Renovable es evidente a través de su enfoque en electrolizadores, un componente clave en el sector de la energía renovable. Las ventas de electrolizadores de la empresa se han más que triplicado en comparación con el año anterior, alcanzando aproximadamente $45 millones en el último trimestre, impulsadas por la creciente adopción de su plataforma GenEco para aplicaciones industriales. Plug también está persiguiendo activamente acuerdos pre-FID para asegurar valor al principio del proceso y tiene una sólida cartera de electrolizadores, particularmente en regiones como Europa, con contratos importantes que avanzan hacia decisiones de inversión final.",,88385302,USD,PLUG,SMART,STK,False
energy and utilities,renewable_energy_equipment,US86771W1053,SUNRUN INC,13,"Ofrece sistemas y servicios de energía solar residencial, contribuyendo al despliegue de equipos de energía renovable.","La participación de la empresa en el tema de Equipos de Energía Renovable es evidente a través de su participación en el diseño, desarrollo, instalación, venta, propiedad y mantenimiento de sistemas residenciales de energía solar. La empresa instala sistemas de energía solar, vende paneles de energía solar y productos relacionados como sistemas de montaje a revendedores, y compra módulos fotovoltaicos, inversores y baterías de múltiples proveedores. Además, la empresa se enfoca en el despliegue de equipos fabricados a nivel nacional, la instalación de paneles solares y baterías como parte de sus soluciones energéticas, y el suministro de energía solar limpia, generalmente con ahorros en comparación con la energía de servicios públicos tradicional.","[{'name': 'run-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/run-Q324-10-Q.html'}, {'name': 'run-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/run-FY24-10-K.html'}]",202225016,USD,RUN,SMART,STK,True
energy and utilities,renewable_energy_equipment,US0937121079,BLOOM ENERGY CORP- A,14,"Desarrolla y fabrica tecnología de celdas de combustible de óxido sólido que genera electricidad a partir de diversas fuentes de combustible, contribuyendo a la generación de energía limpia y distribuida dentro del sector de equipos de energía renovable.",,,326398514,USD,BE,SMART,STK,False
energy and utilities,renewable_energy_equipment,US82489W1071,SHOALS TECHNOLOGIES GROUP -A,15,Desarrolla y suministra equipos y tecnologías esenciales para la industria de las energías renovables.,"La empresa demuestra su compromiso con el tema de Equipos de Energía Renovable a través del diseño, fabricación y venta de una variedad de productos utilizados en las industrias solar y de almacenamiento de baterías. Como proveedor líder de soluciones y componentes de balance de sistema eléctrico (EBOS), incluidas las soluciones de almacenamiento de energía de baterías (BESS), la empresa apoya el mercado de transición energética global. Sus ofertas incluyen Soluciones Solares BLA, Homeruns, Soluciones de Interconexión y Extensión, Combinadores y Re-Combinadores, Desconectores de Carga y Soluciones de Transición, y Monitoreo Inalámbrico de Rendimiento.","[{'name': 'shls-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/shls-FY24-10-K.html'}]",467911567,USD,SHLS,SMART,STK,False
energy and utilities,renewable_energy_equipment,US7010941042,PARKER HANNIFIN CORP,16,Suministra tecnologías de movimiento y control utilizadas en la fabricación y operación de equipos para el sector de energía renovable.,,,11094,USD,PH,SMART,STK,True
energy and utilities,renewable_energy_equipment,INE040H01021,SUZLON ENERGY LIMITED,17,"Proporciona soluciones de energía eólica, incluida la fabricación de generadores de turbinas eólicas, que son equipos clave de energía renovable.",,,51687627,INR,SUZLON,NSE,STK,False
energy and utilities,renewable_energy_equipment,DK0060094928,ORSTED A/S,18,"Participa en el desarrollo, construcción y operación de activos de energía renovable, lo que requiere una inversión y un despliegue significativos de equipos avanzados de energía renovable.",,,242060078,DKK,ORSTED,SMART,STK,False
energy and utilities,renewable_energy_equipment,US00130H1059,AES CORP,19,"Desarrolla y opera proyectos de energía renovable a nivel mundial, impulsando la demanda y utilizando una amplia gama de equipos de energía renovable para expandir su cartera de activos de generación de energía sostenible.",,,2560358,USD,AES,SMART,STK,True
energy and utilities,renewable_energy_equipment,US4657411066,ITRON INC,20,Permite a las empresas de servicios públicos integrar y gestionar de manera efectiva la energía generada por equipos renovables a través de sus avanzadas soluciones de gestión de redes y energía.,,,270760,USD,ITRI,SMART,STK,True
energy and utilities,renewable_energy_equipment,US63942X1063,NAVITAS SEMICONDUCTOR CORP,21,Proporciona soluciones de semiconductores de potencia que mejoran la eficiencia y el rendimiento de diversas aplicaciones de equipos de energía renovable.,,,522128117,USD,NVTS,SMART,STK,False
energy and utilities,renewable_energy_equipment,US02361E1082,AMERESCO INC-CL A,22,Proporciona una amplia gama de equipos de energía renovable y soluciones integradas para proyectos de generación de energía sostenible y eficiencia.,,,77456695,USD,AMRC,SMART,STK,False
energy and utilities,renewable_energy_equipment,US5533681012,MP MATERIALS CORP,23,Contribuye al tema de Equipos de Energía Renovable.,"La participación de la empresa en el tema de Equipos de Energía Renovable se deriva de su suministro de elementos de tierras raras, que son componentes críticos en los imanes utilizados en los generadores de turbinas eólicas. Si bien la empresa menciona constantemente las turbinas eólicas como un mercado final para sus elementos de tierras raras, no hay indicios de tecnología única, acuerdos exclusivos o personal dedicado específicamente a equipos de energía renovable. El papel de la empresa es principalmente el de proveedor de materiales para la industria de las turbinas eólicas, lo que indica una aplicación posterior de sus productos sin una ventaja distintiva u operación exclusiva en este sector.","[{'name': 'mp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mp-Q324-10-Q.html'}, {'name': 'mp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mp-FY24-10-K.html'}, {'name': 'mp-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mp-Q225-10-Q.html'}]",455592408,USD,MP,SMART,STK,True
energy and utilities,renewable_energy_equipment,US9202531011,VALMONT INDUSTRIES,24,Proporciona equipos esenciales para el desarrollo y la operación del sector de energía renovable.,,,275665,USD,VMI,SMART,STK,True
energy and utilities,renewable_energy_equipment,US8873891043,TIMKEN CO,25,Opera dentro del sector de Equipos de Energía Renovable.,"El segmento de Rodamientos de Ingeniería de Timken apoya el tema de equipos de energía renovable al servir a la industria de la energía eólica. Además, sus productos de Movimiento Industrial se utilizan en una amplia gama de industrias, incluida la energía solar. El segmento de Rodamientos de Ingeniería tiene una amplia gama de diseños de productos que sirven a fabricantes de equipos originales y usuarios finales en todo el mundo, incluida la energía eólica. Sin embargo, las ventas netas disminuyeron en el sector de las energías renovables.","[{'name': 'tkr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tkr-Q324-10-Q.html'}]",12826,USD,TKR,SMART,STK,True
energy and utilities,renewable_energy_equipment,US0396531008,ARCOSA INC,26,Opera dentro del tema de Equipos de Energía Renovable.,"La participación de Arcosa en la industria de Equipos de Energía Renovable se realiza principalmente a través de su negocio de torres eólicas, particularmente su planta totalmente en funcionamiento en Belen, Nuevo México, que es acreedora de márgenes. Los volúmenes de torres eólicas de la empresa han aumentado y están interactuando activamente con los clientes de turbinas eólicas para pedidos futuros, esperando un fuerte crecimiento de los ingresos basado en la visibilidad de la cartera de pedidos. Además, Arcosa se está beneficiando de los créditos fiscales relacionados con la producción de torres eólicas y considera que el negocio de torres eólicas es una empresa viable y rentable, especialmente con la creciente demanda de energía renovable, y la Ley de Reducción de la Inflación sirve como un catalizador significativo.","[{'name': 'aca-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aca-Q324-10-Q.html'}, {'name': 'aca-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aca-FY24-10-K.html'}]",336517320,USD,ACA,SMART,STK,True
