industry,theme,isin_code,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable,theme_id
industrial,beverage_manufacturing,US4595061015,INTL FLAVORS & FRAGRANCES,11,"Proporciona soluciones esenciales de sabor e ingredientes que contribuyen al sabor, aroma y atractivo general para el consumidor de numerosas bebidas manufacturadas.","La participación de IFF en el tema de la Fabricación de Bebidas es evidente a través de su segmento Nourish, que ofrece una amplia gama de ingredientes de base natural diseñados para mejorar el valor nutricional, la textura y la funcionalidad de diversas aplicaciones de bebidas. Además, el segmento Health & Biosciences contribuye desarrollando y produciendo enzimas derivadas de biotecnología, cultivos alimentarios e ingredientes especiales, incluidos cultivos específicamente para bebidas fermentadas. Si bien estos segmentos atienden a la fabricación de bebidas, la ausencia de contribuciones de ingresos cuantificadas sugiere un impacto limitado, aunque presente.","[{'name': 'iff-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/iff-Q324-10-Q.html'}, {'name': 'iff-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/iff-FY24-10-K.html'}]",8385,USD,IFF,SMART,STK,True,BEV
industrial,beverage_manufacturing,US3886891015,GRAPHIC PACKAGING HOLDING CO,12,Contribuye a la industria de fabricación de bebidas suministrando soluciones de embalaje especializadas.,"Graphic Packaging se beneficia de su papel como importante proveedor de embalajes para la industria de las bebidas, lo que se demuestra con un sólido comienzo de la temporada de bebidas de 2025. La empresa ha experimentado un crecimiento en las bebidas carbonatadas debido a un aumento de las actividades promocionales, y también está observando una creciente popularidad en las bebidas energéticas, el agua con gas con sabor y las bebidas de bienestar. Además, innovaciones como el envase Boardio están contribuyendo al crecimiento dentro del segmento del café, impulsado por un mayor consumo en el hogar y la oficina.",,49476732,USD,GPK,SMART,STK,True,BEV
industrial,beverage_manufacturing,US4571871023,INGREDION INC,13,Suministra ingredientes y soluciones esenciales para la formulación y producción de diversos productos de bebidas.,"Ingredion proporciona soluciones de ingredientes para la industria de bebidas, ya que la empresa transforma granos, frutas, verduras y otros materiales de origen vegetal en soluciones de ingredientes de valor agregado para los mercados de alimentos, bebidas, nutrición animal, elaboración de cerveza e industrial. Si bien el segmento de Ingredientes Alimentarios e Industriales LATAM está diversificando su base de clientes más allá de la elaboración de cerveza y las bebidas, las bebidas mostraron el mejor desempeño dentro de la mayoría de las categorías de alimentos prioritarias. Sin embargo, la reducción de los volúmenes de elaboración de cerveza en Brasil y México ha afectado los volúmenes de ventas, y un incendio mecánico redujo la oferta de coproductos disponibles, lo que afectó los volúmenes de bebidas.","[{'name': 'ingr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ingr-FY24-10-K.html'}, {'name': 'ingr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ingr-Q324-10-Q.html'}]",107051249,USD,INGR,SMART,STK,True,BEV
industrial,beverage_manufacturing,US21036P1084,CONSTELLATION BRANDS INC-A,14,"Opera como un importante fabricante y comercializador de cerveza, vino y licores, contribuyendo significativamente a la industria de bebidas a través de su diversa cartera de productos.","El negocio de Constellation Brands está significativamente ligado a la industria de fabricación de bebidas, como lo demuestra sus operaciones principales como productor y comercializador internacional de cerveza, vino y licores. La estructura de la compañía se divide en divisiones de Cerveza, y Vino y Licores, con importantes gastos de capital, particularmente dentro de los Proyectos de Cerveza de México, lo que demuestra un compromiso para expandir la capacidad de producción. Además, Constellation Brands posee una licencia de marca perpetua exclusiva para producir su cartera de cerveza mexicana, lo que solidifica su posición en la fabricación de bebidas.","[{'name': 'stz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stz-Q225-10-Q.html'}, {'name': 'stz-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stz-Q126-10-Q.html'}, {'name': 'stz-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stz-Q325-10-Q.html'}, {'name': 'stz-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/stz-FY25-10-K.html'}]",276066,USD,STZ,SMART,STK,True,BEV
industrial,beverage_manufacturing,US60871R2094,MOLSON COORS BEVERAGE CO - B,15,"Se centra en la producción y distribución extensiva de una cartera diversa de bebidas alcohólicas y no alcohólicas, satisfaciendo una amplia gama de preferencias de los consumidores.","Molson Coors está significativamente involucrada en la industria de fabricación de bebidas, como lo demuestra su historia de dos siglos de elaboración de bebidas y su diversa cartera de cervezas icónicas y otras bebidas. El negocio principal de la empresa gira en torno a la elaboración de cerveza, con una amplia gama de marcas, incluidas Coors Light, Miller Lite y Blue Moon, así como bebidas con sabor, licores y opciones sin alcohol. Molson Coors fabrica la gran mayoría de sus bebidas en los mercados donde se venden y ha mejorado la eficiencia de su negocio desde la cadena de suministro hasta las operaciones comerciales. La ambición de la empresa es ser la primera opción para los consumidores, dependiendo de su capacidad para poner a disposición productos que satisfagan los segmentos y ocasiones de los consumidores.","[{'name': 'tap-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tap-Q324-10-Q.html'}, {'name': 'tap-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tap-Q125-10-Q.html'}, {'name': 'tap-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tap-FY24-10-K.html'}, {'name': 'tap-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tap-Q225-10-Q.html'}]",33187692,CAD,TAP.B,VALUE,STK,True,BEV
industrial,beverage_manufacturing,NL0000009165,HEINEKEN NV,16,"Un productor, comercializador y distribuidor mundial líder de una cartera diversa de marcas de cerveza y sidra, junto con otras bebidas alcohólicas y no alcohólicas.",,,29622888,EUR,HEIA,SMART,STK,False,BEV
industrial,beverage_manufacturing,US49271V1008,KEURIG DR PEPPER INC,17,"Fabrica y distribuye una cartera diversa de bebidas, estableciéndose como un contribuyente clave en el sector de la fabricación de bebidas.","KDP se identifica como una empresa líder de bebidas en América del Norte que fabrica, comercializa, distribuye y vende bebidas calientes y frías, operando como propietario, fabricante y distribuidor integrado de marcas. Los segmentos de Bebidas Refrescantes de EE. UU. e Internacional de la empresa reflejan las ventas de la fabricación y distribución de concentrados de marca, jarabes y bebidas terminadas, incluyendo las ventas de sus propias marcas y de terceros, a embotelladores, distribuidores y minoristas de terceros. Con una amplia cartera de marcas de bebidas icónicas, el negocio principal de KDP se centra claramente en la fabricación de bebidas.","[{'name': 'kdp-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kdp-Q324-10-Q.html'}, {'name': 'kdp-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kdp-FY24-10-K.html'}]",324057162,USD,KDP,SMART,STK,True,BEV
industrial,beverage_manufacturing,US2788651006,ECOLAB INC,18,"Proporciona soluciones críticas de agua, higiene y procesos esenciales para mantener la calidad del producto, la eficiencia operativa y los estándares de seguridad dentro del sector de fabricación de bebidas.","La participación de Ecolab en la industria de fabricación de bebidas es evidente a través de su segmento Global Water, donde las ventas orgánicas han aumentado debido al crecimiento en el sector de Alimentos y Bebidas. Específicamente, las ventas de agua ligera han experimentado un crecimiento impulsado por el mercado de alimentos y bebidas, junto con otros sectores como la alta tecnología y el transporte. Incluso dentro de operaciones limitadas en Rusia, Ecolab brinda apoyo a las industrias de alimentos y bebidas, lo que demuestra aún más su compromiso con este tema.","[{'name': 'ecl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ecl-Q125-10-Q.html'}, {'name': 'ecl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ecl-Q324-10-Q.html'}]",6682,USD,ECL,SMART,STK,True,BEV
industrial,beverage_manufacturing,US0383361039,APTARGROUP INC,19,Proporciona soluciones de dispensación y sellado críticas para el envasado y la entrega de diversos productos de bebidas.,"La participación de Aptar en el tema de la Fabricación de Bebidas es evidente en su segmento de tapas, donde las ventas principales han aumentado debido a las bebidas funcionales y el agua embotellada. Específicamente, las ventas principales de bebidas experimentaron un aumento del 7%, mientras que las ventas principales generales de productos al mercado de bebidas aumentaron un 3% durante 2024. Este crecimiento, impulsado por las ventas de agua embotellada y bebidas funcionales, demuestra el papel de la empresa en la provisión de soluciones de embalaje para el mercado final de bebidas.","[{'name': 'atr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/atr-FY24-10-K.html'}]",4651,USD,ATR,SMART,STK,True,BEV
industrial,beverage_manufacturing,US81725T1007,SENSIENT TECHNOLOGIES CORP,20,"Proporciona colores, sabores y otros ingredientes funcionales esenciales cruciales para la producción y mejora de una amplia gama de bebidas.","La participación de Sensient Technologies Corporation en la industria de fabricación de bebidas es evidente a través de su desarrollo de sistemas especializados para alimentos y bebidas, utilizando tecnologías avanzadas en sus instalaciones globales. Como fabricante y comercializador global, Sensient produce sabores e ingredientes especializados específicamente para estos sistemas. Si bien el enfoque de la empresa en los sistemas de bebidas está claro, no hay mención explícita de métodos propietarios o posicionamiento exclusivo, y no se menciona ninguna contribución específica de ingresos.","[{'name': 'sxt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sxt-FY24-10-K.html'}]",13186,USD,SXT,SMART,STK,True,BEV
industrial,beverage_manufacturing,JP3116000005,ASAHI GROUP HOLDINGS LTD,21,"Se dedica a la producción y distribución de diversas bebidas alcohólicas y no alcohólicas, contribuyendo significativamente a la industria mundial de fabricación de bebidas.",,,13905315,JPY,2502,SMART,STK,False,BEV
industrial,beverage_manufacturing,US1156372096,BROWN-FORMAN CORP-CLASS B,22,"Fabrica una cartera diversa de bebidas alcohólicas, que incluyen whisky, tequila y vodka, y las distribuye a nivel mundial a los consumidores.","Brown-Forman participa significativamente en la industria de fabricación de bebidas a través de su producción y venta de diversas bebidas alcohólicas, incluyendo whisky, cócteles listos para beber, tequila y vino. Esto está respaldado por gastos de capital enfocados en la expansión de la capacidad de producción para marcas clave, como la expansión de $125 millones en la capacidad de producción de bourbon en Kentucky y la construcción de almacenes de barricas adicionales. Además, la compañía se dedica a servicios de embotellado por contrato y, si bien se ha deshecho de ciertas líneas de bebidas como el vodka Finlandia y el vino Sonoma-Cutrer, estas acciones demuestran una gestión activa de la cartera dentro del sector de fabricación de bebidas.","[{'name': 'bfb-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q325-10-Q.html'}, {'name': 'bfb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q225-10-Q.html'}, {'name': 'bfb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bfb-Q125-10-Q.html'}]",4931,USD,BF B,SMART,STK,True,BEV
industrial,beverage_manufacturing,US4778391049,JBT MAREL CORP,23,Proporciona soluciones avanzadas de procesamiento y envasado que mejoran la eficiencia y la calidad en la producción de bebidas.,"JBT Marel Corporation es un proveedor líder mundial de soluciones tecnológicas para alimentos y bebidas, especializado en el diseño, fabricación y servicio de tecnología de vanguardia, sistemas y software para una amplia gama de mercados finales de alimentos y bebidas. La demanda de pedidos de la empresa refleja los beneficios de sus soluciones de mercado final diversas y holísticas, con una demanda saludable específicamente notada en el sector de bebidas. JBT Marel tiene como objetivo optimizar el rendimiento y la eficiencia de los alimentos, mejorar la seguridad y la calidad de los alimentos, y aumentar el tiempo de actividad y el mantenimiento proactivo para sus clientes en la industria de alimentos y bebidas.","[{'name': 'jbtm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jbtm-Q125-10-Q.html'}, {'name': 'jbtm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jbtm-FY24-10-K.html'}]",52619008,USD,JBTM,SMART,STK,True,BEV
industrial,beverage_manufacturing,US07831C1036,BELLRING BRANDS INC,24,Contribuye al sector de fabricación de bebidas a través de su producción de diversos productos de bebidas.,"La participación de la empresa en la industria de fabricación de bebidas es evidente a través de su producción de batidos y polvos de proteínas listos para beber. El enfoque de la empresa en los batidos RTD se demuestra por una mayor actividad promocional, una mayor producción de batidos RTD y ganancias en la distribución, lo que lleva a un aumento significativo en las ventas de productos Premier Protein. Además, la empresa monitorea los aranceles que podrían afectar los costos de los insumos, en particular las proteínas lácteas obtenidas de Nueva Zelanda y la UE, lo que resalta la importancia de la fabricación de bebidas para las operaciones de la empresa.","[{'name': 'brbr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/brbr-FY24-10-K.html'}]",545665955,USD,BRBR,SMART,STK,True,BEV
industrial,beverage_manufacturing,US5962781010,MIDDLEBY CORP,25,Ofrece equipos y soluciones comerciales que apoyan la producción y preparación de bebidas para las industrias de servicios de alimentos y hostelería.,"La participación de Middleby en la Fabricación de Bebidas es evidente a través de sus inversiones estratégicas en la plataforma de hielo y bebidas, que ha ampliado su mercado abordable. El negocio de Foodservice Comercial de la empresa está experimentando éxito como resultado de estas inversiones. Si bien Middleby compite con empresas europeas establecidas en este sector, su entrada en el mercado de hielo y bebidas significa su intención de capitalizar nuevas oportunidades de crecimiento.",,4814876,USD,MIDD,SMART,STK,True,BEV
industrial,beverage_manufacturing,US8326964058,JM SMUCKER CO/THE,26,Se dedica a la fabricación de productos de bebidas.,,,15130038,USD,SJM,SMART,STK,True,BEV
industrial,beverage_manufacturing,US1910981026,COCA-COLA CONSOLIDATED INC,27,"Participa en la fabricación, venta y distribución de bebidas no alcohólicas, incluyendo productos bajo la marca Coca-Cola, actuando como un actor importante en la industria de las bebidas.","El negocio principal de Coca-Cola Consolidated gira en torno a la fabricación de bebidas, ya que distribuye, comercializa y fabrica bebidas no alcohólicas en 14 estados y el Distrito de Columbia. La empresa es el mayor embotellador de Coca-Cola en los Estados Unidos y ha estado en el negocio de fabricación y distribución de bebidas no alcohólicas desde 1902. El segmento de bebidas no alcohólicas representa la gran mayoría de las ventas netas consolidadas y los ingresos de la empresa, y aproximadamente el 85% del volumen total de ventas de botellas/latas de la empresa a clientes minoristas consiste en productos de The Coca-Cola Company.","[{'name': 'coke-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/coke-Q125-10-Q.html'}, {'name': 'coke-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/coke-Q324-10-Q.html'}, {'name': 'coke-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/coke-FY24-10-K.html'}]",267892,USD,COKE,SMART,STK,True,BEV
industrial,beverage_manufacturing,US82900L1026,SIMPLY GOOD FOODS CO/THE,28,Fabrica bebidas como parte de su cartera de productos.,"La empresa demuestra su compromiso con la industria de fabricación de bebidas a través de su cartera de productos, que incluye batidos listos para beber (RTD) comercializados bajo las marcas Quest, Atkins y OWYN. La empresa desarrolla, comercializa y vende estos batidos RTD, y OWYN se especializa en bebidas de origen vegetal ricas en proteínas probadas para los nueve alérgenos principales. Además, la adquisición de OWYN amplía las ofertas de bebidas de la empresa, añadiendo específicamente un batido de proteínas de origen vegetal listo para beber a su cartera.","[{'name': 'smpl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/smpl-FY24-10-K.html'}, {'name': 'smpl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/smpl-Q125-10-Q.html'}]",281858134,USD,SMPL,SMART,STK,True,BEV
industrial,beverage_manufacturing,US88688T1007,TILRAY BRANDS INC,29,"Está involucrada en la fabricación de bebidas, lo que indica una presencia dentro de este tema industrial.","La participación de Tilray en la fabricación de bebidas se demuestra a través de la operación de 10 instalaciones de fabricación conectadas en red en los EE. UU., que producen marcas de cerveza artesanal y bebidas estadounidenses. El plan estratégico de la compañía, 'Project 420', se centra en la integración de sus negocios de cerveza artesanal, la optimización de las operaciones y la revitalización del crecimiento para mejorar los márgenes y la rentabilidad. Con más de 500 distribuidores en los EE. UU., Tilray está expandiendo la distribución de bebidas de THC derivadas del cáñamo y explorando mercados internacionales, incluidas empresas en Europa, al tiempo que racionaliza las SKU para mejorar la eficiencia.",,326196509,USD,TLRY.OLD,SMART,STK,False,BEV
industrial,beverage_manufacturing,US15118V2079,CELSIUS HOLDINGS INC,30,"Se centra en el desarrollo, marketing y distribución de bebidas funcionales, posicionándose como un actor clave en la industria de fabricación de bebidas.","El compromiso de Celsius con el tema de Fabricación de Bebidas es evidente en sus actividades comerciales principales, ya que la empresa desarrolla, procesa, comercializa, vende y distribuye bebidas energéticas funcionales como Celsius, Celsius Essentials y Alani Nu. La empresa persigue la excelencia operativa para respaldar su compromiso integrando su planta Big Beverages, lo que permite flexibilidad de fabricación y ciclos de innovación más rápidos. Si bien Celsius confía estratégicamente en co-envasadores para la fabricación, también utiliza su planta de fabricación interna para complementar estas asociaciones, lo que demuestra una combinación de capacidades de fabricación internas y externas.","[{'name': 'celh-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/celh-FY24-10-K.html'}, {'name': 'celh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/celh-Q324-10-Q.html'}, {'name': 'celh-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/celh-Q225-10-Q.html'}]",71364351,USD,CELH,SMART,STK,True,BEV
