type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
industrial,sustainable_infrastructure,US7365088472,PORTLAND GENERAL ELECTRIC CO,26,"Desempeña un papel en la infraestructura sostenible a través de sus operaciones en generación, transmisión y distribución de energía, contribuyendo a la modernización de la red y la integración de diversos recursos energéticos.",,38608398,USD,POR,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US0527691069,AUTODESK INC,27,"Permite el diseño, la construcción y la operación de infraestructura sostenible a través de sus avanzadas soluciones de software para arquitectura, ingeniería y construcción.","Autodesk demuestra su enfoque en Infraestructura Sostenible a través de su compromiso de avanzar hacia un mundo más sostenible, resiliente e inclusivo, mencionando explícitamente la infraestructura resiliente como un área en la que su tecnología juega un papel. Este compromiso se refleja en cómo los clientes aprovechan la tecnología de Autodesk para diseñar y crear edificios con cero emisiones netas de carbono e infraestructura resiliente. Además, Autodesk Construction Cloud facilita la adopción de estándares de datos globales, sirviendo como un entorno de datos común para la entrega digital, lo que mejora la eficiencia y la sostenibilidad al tiempo que reduce el riesgo en todo el ciclo de vida del proyecto.",265681,USD,ADSK,SMART,STK,True,"[{'name': 'adsk-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/adsk-Q225-10-Q.html'}]",SU1
industrial,sustainable_infrastructure,US18539C2044,CLEARWAY ENERGY INC-C,28,"Se enfoca en poseer y operar proyectos de energía limpia, contribuyendo al desarrollo y mantenimiento de infraestructura de energía sostenible.",,332126693,USD,CWEN,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US3434121022,FLUOR CORP,29,Opera en el dominio de la Infraestructura Sostenible.,,11218575,USD,FLR,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US29670G1022,ESSENTIAL UTILITIES INC,30,"Mantiene e invierte en infraestructura crítica de agua, aguas residuales y gas natural, contribuyendo al desarrollo y la resiliencia de servicios públicos sostenibles.","La empresa demuestra su compromiso con la infraestructura sostenible a través de varias inversiones clave. Una parte importante de su capital se asigna a la mejora de la infraestructura de servicios públicos de gas natural, lo que conduce a reducciones considerables de las emisiones de metano, especialmente de las tuberías de gas antiguas. La empresa también está invirtiendo activamente en la mitigación de contaminantes y la reducción de emisiones relacionadas con los sistemas de agua y gas natural, con proyectos específicos que abordan los PFAS. Estas inversiones estratégicas reflejan la misión más amplia de la empresa de rehabilitar y expandir la infraestructura, garantizando la entrega segura y confiable de recursos esenciales al tiempo que se fomenta un futuro resiliente y sostenible.",401501770,USD,WTRG,SMART,STK,True,"[{'name': 'wtrg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wtrg-FY24-10-K.html'}]",SU1
industrial,sustainable_infrastructure,US1307881029,CALIFORNIA WATER SERVICE GRP,31,"Proporciona infraestructura esencial de agua y aguas residuales, contribuyendo al desarrollo y mantenimiento de servicios públicos sostenibles.",,6255,USD,CWT,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US2910111044,EMERSON ELECTRIC CO,32,"Proporciona tecnologías y soluciones de automatización críticas que mejoran la eficiencia, optimizan la gestión de recursos y reducen el impacto ambiental en la infraestructura industrial y comercial.",,6842,USD,EMR,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US9297401088,WABTEC CORP,33,"Contribuye a la infraestructura sostenible al proporcionar tecnología, equipos y servicios ferroviarios que mejoran la eficiencia, la seguridad y el rendimiento medioambiental de los sistemas de transporte ferroviario de mercancías y pasajeros.","Las ventas de tránsito de Wabtec se ven influenciadas por las inversiones en infraestructura sostenible, lo que impulsa una mayor demanda de sus productos y servicios de Fabricación de Equipos Originales (OEM) y de posventa. Esto se ve respaldado además por las tendencias de urbanización y la creciente financiación de infraestructuras en Europa, lo que genera crecimiento de los ingresos en el negocio de tránsito. La empresa también ha asegurado contratos de puertas de plataforma multianuales para líneas de metro, lo que pone de relieve el impulso positivo en el segmento de tránsito debido a la elevada inversión en infraestructuras y la afluencia de pasajeros a nivel mundial, lo que acelera la necesidad de invertir en infraestructuras sostenibles.",661633,USD,WAB,SMART,STK,True,"[{'name': 'wab-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wab-Q324-10-Q.html'}, {'name': 'wab-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wab-FY24-10-K.html'}, {'name': 'wab-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wab-Q125-10-Q.html'}]",SU1
industrial,sustainable_infrastructure,US4198701009,HAWAIIAN ELECTRIC INDS,34,"Se enfoca en el desarrollo y mantenimiento de infraestructura crítica para la generación y distribución de energía sostenible, contribuyendo a la modernización y resiliencia de la red en su territorio de servicio.","HEI demuestra su compromiso con la infraestructura sostenible a través de Pacific Current, una subsidiaria enfocada en invertir en proyectos de energía limpia e infraestructura sostenible, incluida una instalación de tratamiento de aguas residuales y recuperación de energía. El compromiso de la empresa se extiende a las estrategias de modernización y fortalecimiento de la red, como la instalación subterránea de líneas para mitigar el riesgo de incendios forestales, y tiene como objetivo crear una red eléctrica resiliente que proteja a Hawái de los impactos del cambio climático. Estos esfuerzos se alinean con los objetivos de sostenibilidad de Hawái, incluido un estándar de cartera de energía 100% renovable y emisiones de carbono netas negativas para 2045. Si bien la infraestructura sostenible no siempre es una prioridad estratégica principal, desempeña un papel de apoyo en las iniciativas más amplias de energía renovable y resiliencia de la red de la empresa.",7947,USD,HE,SMART,STK,False,"[{'name': 'he-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q225-10-Q.html'}, {'name': 'he-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q125-10-Q.html'}, {'name': 'he-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/he-FY24-10-K.html'}]",SU1
industrial,sustainable_infrastructure,US05379B1070,AVISTA CORP,35,Contribuye a la infraestructura sostenible mediante la gestión y modernización de sistemas esenciales de suministro de energía y la búsqueda de iniciativas de energía más limpia.,,6227138,USD,AVA,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US0921131092,BLACK HILLS CORP,36,Contribuye al tema de infraestructura sostenible a través de sus operaciones.,,5022,USD,BKH,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US29364G1031,ENTERGY CORP,37,"Contribuye a la infraestructura sostenible a través de inversiones en la modernización de la red, la generación de energía limpia y la mejora de la resiliencia de sus sistemas de suministro de energía en todo su territorio de servicio.",,6969,USD,ETR,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US30034W1062,EVERGY INC,38,"Se enfoca en modernizar y mejorar su infraestructura energética para respaldar una red eléctrica sostenible y resiliente, incluidas las inversiones en generación de energía más limpia y tecnologías de red avanzadas.",,320106069,USD,EVRG,SMART,STK,True,,SU1
industrial,sustainable_infrastructure,US44925C1036,ICF INTERNATIONAL INC,39,Contribuye al desarrollo e implementación de proyectos de infraestructura resilientes y ambientalmente sólidos a través de servicios de consultoría y asesoramiento.,,40784309,USD,ICFI,SMART,STK,False,,SU1
industrial,sustainable_infrastructure,US2921041065,EMPIRE STATE REALTY TRUST-A,40,Contribuye a la infraestructura sostenible a través de la gestión de su cartera inmobiliaria e iniciativas de desarrollo.,"El compromiso de la compañía con la Infraestructura Sostenible es evidente a través de su liderazgo en sostenibilidad y administración ambiental. Este compromiso se refleja en su enfoque en el rendimiento saludable de los edificios y la participación activa con los inquilinos para ayudarles a alcanzar sus propios objetivos de sostenibilidad. La sostenibilidad se describe como una piedra angular de la filosofía empresarial de la compañía, demostrada aún más por la presencia de un Vicepresidente Senior de Energía y Sostenibilidad. El portafolio modernizado de la compañía, ubicado cerca del transporte masivo y rico en comodidades, se basa en su liderazgo en sostenibilidad y sólida posición financiera.",135702590,USD,ESRT,SMART,STK,False,,SU1
