symbol,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
VRTX,BI4,health,leader_in_biotechnology,US92532F1003,VERTEX PHARMACEUTICALS INC,12,"Lidera el sector de la biotecnología a través del descubrimiento, desarrollo y comercialización de medicamentos innovadores para enfermedades graves.","La posición de Vertex como empresa global de biotecnología se ve reforzada por su enfoque en la innovación científica para crear medicamentos transformadores para enfermedades graves. La empresa tiene múltiples medicamentos aprobados, incluidos tratamientos para la fibrosis quística, la enfermedad de células falciformes y el dolor agudo, y tiene como objetivo desarrollar rápidamente terapias potencialmente las mejores de su clase. Vertex invierte en innovación científica para crear medicamentos transformadores y tiene una cartera en fase clínica, lo que solidifica aún más su papel en el sector de la biotecnología.","[{'name': 'vrtx-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrtx-Q324-10-Q.html'}, {'name': 'vrtx-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vrtx-Q225-10-Q.html'}]",275850,USD,SMART,STK
LLY,BI4,health,leader_in_biotechnology,US5324571083,ELI LILLY & CO,13,Avanza en el campo de la biotecnología al ser pionera en la investigación y desarrollar productos farmacéuticos innovadores que abordan necesidades médicas significativas no satisfechas en diversas áreas terapéuticas.,,,9160,USD,SMART,STK
NOVN,BI4,health,leader_in_biotechnology,CH0012005267,NOVARTIS AG-REG,14,"Funciona como un líder destacado dentro de la industria biotecnológica, impulsando avances en la investigación, el desarrollo y la comercialización de soluciones biotecnológicas innovadoras.",,,1615110,CHF,SMART,STK
ALNY,BI4,health,leader_in_biotechnology,US02043Q1076,ALNYLAM PHARMACEUTICALS INC,15,"Es una empresa biofarmacéutica líder centrada en el descubrimiento, desarrollo y comercialización de terapias de interferencia de ARN (ARNi), abordando necesidades médicas no cubiertas en diversas enfermedades y contribuyendo significativamente al avance de la biotecnología.",,,29442968,USD,SMART,STK
MRNA,BI4,health,leader_in_biotechnology,US60770K1079,MODERNA INC,16,"Avanza en el campo de la biotecnología a través de su plataforma patentada de ARN mensajero (ARNm), centrándose en el desarrollo y la comercialización de vacunas y terapias innovadoras.",,,344809106,USD,SMART,STK
BIIB,BI4,health,leader_in_biotechnology,US09062X1037,BIOGEN INC,17,"Se enfoca en el descubrimiento, desarrollo y entrega de terapias innovadoras, estableciendo una posición de liderazgo dentro del sector de la biotecnología.",,,26734397,USD,SMART,STK
ILMN,BI4,health,leader_in_biotechnology,US4523271090,ILLUMINA INC,18,"Avanza en la investigación genética, el diagnóstico y el desarrollo de fármacos a través de sus tecnologías fundamentales de secuenciación de ADN y matrices, desempeñando así un papel fundamental en la dirección de la industria biotecnológica.",,,9869443,USD,SMART,STK
SAN1,BI4,health,leader_in_biotechnology,FR0000120578,SANOFI,19,"Impulsa avances en el sector de la biotecnología a través de amplios esfuerzos de investigación y desarrollo, contribuyendo significativamente a terapias y soluciones innovadoras.",,,29612249,EUR,SMART,STK
REGN,BI4,health,leader_in_biotechnology,US75886F1075,REGENERON PHARMACEUTICALS,20,"Opera como un líder destacado en el sector de la biotecnología, impulsando la innovación y el desarrollo dentro de la industria.",,,273733,USD,SMART,STK
4503,BI4,health,leader_in_biotechnology,JP3942400007,ASTELLAS PHARMA INC.,21,"Realiza una extensa investigación y desarrollo en biotecnología, lo que lleva al descubrimiento, desarrollo y comercialización de productos biofarmacéuticos innovadores.",,,13905465,JPY,SMART,STK
ABT,BI4,health,leader_in_biotechnology,US0028241000,ABBOTT LABORATORIES .,22,"Impulsa la innovación en biotecnología a través de la investigación y el desarrollo en su diversa cartera de atención médica, que incluye diagnósticos, dispositivos médicos, nutrición y productos farmacéuticos establecidos.","La posición de Abbott como Líder en Biotecnología está respaldada por su amplia cartera de productos de atención médica, que incluyen dispositivos médicos, diagnósticos, productos farmacéuticos y nutricionales, junto con su enfoque en la innovación a través de I+D y adquisiciones estratégicas. La empresa está avanzando programas clave en su nueva cartera de productos, innovando en áreas como el monitoreo continuo de glucosa y la insuficiencia cardíaca, y construyendo una cartera de biosimilares de primera clase con lanzamientos proyectados para comenzar en 2026. El compromiso de Abbott de expandir su cartera de productos y abordar las necesidades de salud en los mercados emergentes, junto con su fuerte posición en el mercado en segmentos como Dispositivos Médicos y Productos Nutricionales, solidifica aún más su papel en el sector de la biotecnología.","[{'name': 'abt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abt-FY24-10-K.html'}]",4065,USD,SMART,STK
BMRN,BI4,health,leader_in_biotechnology,US09061G1013,BIOMARIN PHARMACEUTICAL INC,23,"Lidera en el sector de la biotecnología centrándose en la investigación, el desarrollo y la comercialización de terapias innovadoras.","BioMarin demuestra su posición como líder en biotecnología a través de su visión estratégica, desempeño financiero y enfoque en la innovación y el crecimiento. La nueva visión estratégica de la compañía está comenzando a materializarse, amplificando el desempeño financiero y creando valor para los accionistas. El crecimiento, la rentabilidad y las iniciativas estratégicas de BioMarin, junto con su enfoque en la comercialización global, solidifican aún más su liderazgo.",,6857447,USD,SMART,STK
A,BI4,health,leader_in_biotechnology,US00846U1016,AGILENT TECHNOLOGIES INC,24,"Proporciona instrumentación de laboratorio avanzada, software y servicios esenciales para la investigación, el desarrollo y el control de calidad dentro del sector de la biotecnología, permitiendo la innovación y el liderazgo.","Agilent Technologies está profundamente involucrada en el tema de Líder en Biotecnología, como lo demuestra su autoidentificación como líder mundial en ciencias de la vida y diagnóstico, que proporciona soluciones enfocadas en aplicaciones, incluyendo instrumentos, software, servicios y consumibles para todo el flujo de trabajo del laboratorio. El negocio de genómica de la compañía, que incluye reactivos para respaldar los flujos de trabajo de secuenciación de próxima generación y soluciones para identificar variantes de ADN asociadas con enfermedades genéticas y terapia contra el cáncer, solidifica aún más esta posición. Además, la innovación de Agilent en el espacio biofarmacéutico, sus contribuciones a las modalidades de ARNi y la expansión de su Centro de Experiencia Biofarmacéutica resaltan su papel como un actor clave que impulsa los avances en biotecnología. La adquisición de BIOVECTRA, con sus capacidades en fermentación microbiana, biorreactivos y biofabricación, demuestra aún más el enfoque estratégico de Agilent en biotecnología.","[{'name': 'a-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/a-Q225-10-Q.html'}, {'name': 'a-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/a-Q125-10-Q.html'}]",1715006,USD,SMART,STK
CRL,BI4,health,leader_in_biotechnology,US1598641074,CHARLES RIVER LABORATORIES,25,Apoya al sector de la biotecnología proporcionando modelos de investigación esenciales y servicios externalizados que aceleran el descubrimiento y desarrollo de fármacos.,,,2730877,USD,SMART,STK
BAYN,BI4,health,leader_in_biotechnology,DE000BAY0017,BAYER AG-REG,26,"Contribuye al desarrollo y comercialización de soluciones biotecnológicas, estableciendo una posición de liderazgo dentro de la industria.",,,68598660,EUR,SMART,STK
TXG,BI4,health,leader_in_biotechnology,US88025U1097,10X GENOMICS INC-CLASS A,27,"Impulsa la innovación en biotecnología a través de soluciones genómicas avanzadas, lo que permite a los investigadores realizar descubrimientos significativos y acelerar la comprensión científica.",,,382846993,USD,SMART,STK
IQV,BI4,health,leader_in_biotechnology,US46266C1053,IQVIA HOLDINGS INC,28,"Apoya el avance y la presencia en el mercado de las empresas de biotecnología al proporcionar investigación clínica, datos y soluciones analíticas críticas esenciales para el desarrollo y la comercialización de terapias innovadoras.",,,295757261,USD,SMART,STK
WAT,BI4,health,leader_in_biotechnology,US9418481035,WATERS CORP,29,"Impulsa la innovación y los avances dentro del sector de la biotecnología, ocupando una posición destacada como líder de la industria.","Waters Corporation se está posicionando estratégicamente como líder en biotecnología a través de la adquisición del negocio de Biosciences and Diagnostic Solutions de BD, que incluye una posición pionera en citometría de flujo y se espera que acelere la entrada en áreas adyacentes de alto crecimiento. Esta adquisición aporta marcas líderes con una base sustancial de ingresos recurrentes, mejorando las capacidades de Waters en áreas como la oncología, las enfermedades raras y la salud inmunológica. Además, Waters está aprovechando su experiencia en química y tecnologías de columnas para aplicaciones de moléculas grandes, lo que indica su creciente participación en soluciones biotecnológicas innovadoras.",,1448494,USD,SMART,STK
TECH,BI4,health,leader_in_biotechnology,US09073M1045,BIO-TECHNE CORP,30,Impulsa el progreso y la innovación en la industria biotecnológica.,,,172729810,USD,SMART,STK
RVTY,BI4,health,leader_in_biotechnology,US7140461093,REVVITY INC,31,Desarrolla y proporciona tecnologías y soluciones críticas que potencian la investigación y el desarrollo dentro del sector de la biotecnología.,"El compromiso de Revvity con el tema ""Biotechnology Leader"" está impulsado significativamente por su alianza ampliada con Genomics England, donde Revvity proporciona servicios de secuenciación de ADN para cribar recién nacidos de afecciones genéticas raras, consolidando su posición como líder en secuenciación genómica de recién nacidos. Esta colaboración, parte de la iniciativa de Genomics England para cribar hasta 100.000 recién nacidos de más de 200 trastornos genéticos raros, establece un estándar para futuros programas. Además, el negocio de Ciencias de la Vida de Revvity ha experimentado un crecimiento de clientes farmacéuticos y biotecnológicos, respaldado por el sólido desempeño de su franquicia de software Signals y la introducción de plataformas innovadoras como IDS i20.",,6737,USD,SMART,STK
TWST,BI4,health,leader_in_biotechnology,US90184D1000,TWIST BIOSCIENCE CORP,32,Ocupa una posición de liderazgo dentro del sector de la biotecnología.,,,339974449,USD,SMART,STK
AVTR,BI4,health,leader_in_biotechnology,US05352A1007,AVANTOR INC,33,"Apoya a la industria biotecnológica proporcionando productos y servicios críticos esenciales para los procesos de investigación, desarrollo y fabricación, permitiendo así avances en el campo.",,,366131368,USD,SMART,STK
GH,BI4,health,leader_in_biotechnology,US40131M1099,GUARDANT HEALTH INC,34,"Pionera en tecnología innovadora de biopsia líquida para la detección y el seguimiento del cáncer, avanzando en la oncología de precisión y contribuyendo al desarrollo de soluciones diagnósticas novedosas dentro del sector de la biotecnología.","Guardant Health es un líder en biotecnología, particularmente en biopsia líquida y detección de cáncer, como lo demuestran sus innovadoras líneas de productos como Guardant360, Reveal y Shield. Las colaboraciones estratégicas de la empresa con Pfizer y Bayer, junto con la inclusión de Shield en el Estudio Vanguard del NCI, resaltan su papel de liderazgo. El énfasis de Guardant Health en apoyar a los pacientes a lo largo de su viaje contra el cáncer, el lanzamiento de nuevas aplicaciones y su desempeño financiero, con ingresos en el primer trimestre de 2025 que aumentaron un 21% interanual, solidifican aún más su posición en el sector de la biotecnología.",,335906876,USD,SMART,STK
LH,BI4,health,leader_in_biotechnology,US5049221055,LABCORP HOLDINGS INC,35,Proporciona servicios esenciales de pruebas de laboratorio y apoyo al desarrollo de fármacos que sustentan los avances y el liderazgo en el sector de la biotecnología.,,,703660032,USD,SMART,STK
INCY,BI4,health,leader_in_biotechnology,US45337C1027,INCYTE CORP,36,"Opera como una entidad significativa dentro del sector de la biotecnología, contribuyendo a los avances en el desarrollo y la innovación terapéutica.","El enfoque de Incyte en el crecimiento futuro es evidente en sus capacidades de I+D y comerciales, así como en sus prioridades estratégicas para acelerar el flujo de productos. La compañía posee características de un negocio de crecimiento de alta calidad, incluido el potencial de flujo de nuevos productos y un balance sólido, operando en hematología-oncología e inmunología. El nombramiento de un nuevo CEO y la visión estratégica para acelerar el desarrollo de productos subrayan aún más la ambición de Incyte dentro del sector de la biotecnología.",,4369855,USD,SMART,STK
NTRA,BI4,health,leader_in_biotechnology,US6323071042,NATERA INC,37,Aprovecha pruebas genéticas y diagnósticos avanzados para impulsar la innovación dentro del sector de la biotecnología.,,,198950253,USD,SMART,STK
NEO,BI4,health,leader_in_biotechnology,US64049M2098,NEOGENOMICS INC,38,"Se centra en el desarrollo y la provisión de soluciones avanzadas de pruebas genómicas y diagnósticos, cruciales para el progreso en el sector de la biotecnología.",,,30214424,USD,SMART,STK
BRKR,BI4,health,leader_in_biotechnology,US1167941087,BRUKER CORP,39,"Proporciona instrumentos científicos avanzados y soluciones que permiten la investigación y el desarrollo críticos en biotecnología, apoyando la innovación y el liderazgo dentro del sector.",,,9905742,USD,SMART,STK
ABCL,BI4,health,leader_in_biotechnology,CA00288U1066,ABCELLERA BIOLOGICS INC,40,Es reconocida por su papel como líder en la industria de la biotecnología.,"El compromiso de AbCellera de mantener su posición de liderazgo en biotecnología es evidente a través de sus inversiones estratégicas en investigación y desarrollo, destinadas a refinar y expandir capacidades en áreas como la computación, la ingeniería de proteínas y las tecnologías de inmunización. La capacidad de la empresa para mantener y expandir asociaciones depende de las ventajas que sus capacidades de descubrimiento y desarrollo aportan tanto a los socios como a los programas internos. Este enfoque proactivo garantiza que AbCellera permanezca a la vanguardia de la biotecnología, con un enfoque en roedores genéticamente modificados y la selección de líneas celulares.","[{'name': 'abcl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abcl-FY24-10-K.html'}]",459919952,USD,SMART,STK
ZTS,BI4,health,leader_in_biotechnology,US98978V1035,ZOETIS INC,41,Opera como una empresa dentro del panorama de liderazgo en biotecnología.,"Zoetis se posiciona como líder mundial en la industria de la salud animal, enfatizando su enfoque en el descubrimiento, desarrollo, fabricación y comercialización de una gama de productos y servicios, que incluyen medicamentos, vacunas, diagnósticos, biodispositivos y pruebas genéticas. La compañía también se identifica como líder de la industria en I+D de salud animal, demostrando un compromiso con la generación de nuevos productos e innovación en el ciclo de vida del producto. La dedicación de Zoetis a la investigación y el desarrollo solidifica aún más su papel como líder en biotecnología dentro del sector de la salud animal.","[{'name': 'zts-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/zts-FY24-10-K.html'}]",121665622,USD,SMART,STK
EXEL,BI4,health,leader_in_biotechnology,US30161Q1040,EXELIXIS INC,42,Contribuye a la vanguardia de los avances en biotecnología.,,,8088389,USD,SMART,STK
AZTA,BI4,health,leader_in_biotechnology,US1143401024,AZENTA INC,43,Avanza el campo de la biotecnología como líder en la industria.,"El papel de Azenta como proveedor global líder de soluciones de exploración y gestión de muestras de compuestos biológicos y químicos subraya su importancia en el sector de la biotecnología. La experiencia de la empresa, su huella global y sus posiciones de liderazgo le permiten ser un socio global de confianza para instituciones de investigación farmacéutica, biotecnológica y de ciencias de la vida, apoyando a los clientes desde la investigación y el desarrollo clínico hasta la comercialización. Azenta apoya a sus clientes en la comercialización más rápida de terapias impactantes y revolucionarias, ofreciendo una amplia cartera de productos y servicios a lo largo del ciclo de vida de las muestras, que incluyen adquisición, sistemas de almacenamiento automatizados, servicios genómicos, consumibles y software.","[{'name': 'azta-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/azta-FY24-10-K.html'}]",4727409,USD,SMART,STK
MEDP,BI4,health,leader_in_biotechnology,US58506Q1094,MEDPACE HOLDINGS INC,44,Apoya el avance de la biotecnología proporcionando servicios integrales de investigación clínica cruciales para el desarrollo y la comercialización de nuevos productos biofarmacéuticos.,,,243508636,USD,SMART,STK
NVAX,BI4,health,leader_in_biotechnology,US6700024010,NOVAVAX INC,45,Impulsa el progreso y la innovación dentro del sector de la biotecnología.,,,365598061,USD,SMART,STK
RGEN,BI4,health,leader_in_biotechnology,US7599161095,REPLIGEN CORP,46,"Se centra en el desarrollo y la fabricación de tecnologías y productos clave de bioprocesamiento para la industria de las ciencias de la vida, apoyando aplicaciones biotecnológicas avanzadas.",,,273816,USD,SMART,STK
HALO,BI4,health,leader_in_biotechnology,US40637H1095,HALOZYME THERAPEUTICS INC,47,Desempeña un papel de liderazgo dentro del sector de la biotecnología.,"Halozyme es una figura destacada en la industria de la biotecnología, particularmente conocida por su liderazgo en la administración subcutánea de fármacos. La tecnología ENHANZE de la compañía se ha convertido en un estándar para mejorar la administración de productos biofarmacéuticos, respaldada por una sólida base de datos de seguridad y alianzas estratégicas con importantes compañías farmacéuticas. Halozyme tiene como objetivo consolidar su posición de liderazgo a través de la innovación continua y la expansión del mercado, aprovechando sus productos aprobados y su extensa cartera para impulsar el crecimiento futuro de los ingresos.",,30212431,USD,SMART,STK
ALKS,BI4,health,leader_in_biotechnology,IE00B56GVS15,ALKERMES PLC,48,Opera como líder en el sector de la biotecnología.,,,94892734,USD,SMART,STK
IMCR,BI4,health,leader_in_biotechnology,US45258D1054,IMMUNOCORE HOLDINGS PLC-ADR,49,"Participa en el desarrollo de inmunoterapias novedosas, contribuyendo a los avances en el sector de la biotecnología.",,,469692627,USD,SMART,STK
ALVO,BI4,health,leader_in_biotechnology,LU2458332611,ALVOTECH SA,50,"Desarrolla y fabrica medicamentos biosimilares, contribuyendo al avance y la accesibilidad de tratamientos biofarmacéuticos complejos dentro de la industria.","La posición de Alvotech como líder en biotecnología está respaldada por su enfoque en biosimilares puros y su cotización en el mercado Nasdaq de Estocolmo, un centro para empresas de tecnología y ciencias de la vida. La amplia cartera de candidatos a biosimilares de Alvotech y su estrategia de ser un actor temprano en mercados en crecimiento solidifican aún más esta posición. Reforzando su compromiso con la biotecnología, Alvotech adquirió la operación de I+D de Xbrane en Suecia.",,567638367,USD,SMART,STK
FOLD,BI4,health,leader_in_biotechnology,US03152W1099,AMICUS THERAPEUTICS INC,51,"Opera dentro del sector de la biotecnología, contribuyendo a los avances e innovaciones que definen el liderazgo en la industria.","Amicus Therapeutics se identifica como una empresa de biotecnología global dedicada a descubrir, desarrollar y ofrecer medicamentos novedosos, particularmente para enfermedades raras. Esto se refleja en su enfoque estratégico en tratamientos transformadores, un crecimiento constante de los ingresos de dos dígitos durante varios trimestres y la expansión a nuevos mercados. El compromiso de la empresa se demuestra aún más a través de asociaciones estratégicas y el objetivo de ofrecer terapias de primera o mejor clase, con terapias aprobadas como Galafold® y Pombiliti® + Opfolda® disponibles en varios países.","[{'name': 'fold-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/fold-FY24-10-K.html'}]",44273751,USD,SMART,STK
QURE,BI4,health,leader_in_biotechnology,NL0010696654,UNIQURE NV,52,"Se enfoca en el desarrollo y la comercialización de terapias génicas para enfermedades genéticas graves, contribuyendo a los avances en biotecnología.",,,143720844,USD,SMART,STK
MIRM,BI4,health,leader_in_biotechnology,US6047491013,MIRUM PHARMACEUTICALS INC,53,"Ocupa una posición de liderazgo dentro de la industria biotecnológica, contribuyendo a su avance.",,,374786143,USD,SMART,STK
HRMY,BI4,health,leader_in_biotechnology,US4131971040,HARMONY BIOSCIENCES HOLDINGS,54,Impulsa el progreso dentro del sector de la biotecnología a través de su enfoque en el desarrollo y la comercialización de innovaciones terapéuticas.,,,440610039,USD,SMART,STK
