symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
YUM,unclassified,physical_presence,US9884981013,YUM! BRANDS INC,11,"Opera una vasta red global de restaurantes de servicio rápido, estableciendo una fuerte presencia minorista física para sus marcas reconocidas.",,,3206042,USD,SMART,STK,True,PHY
AD,unclassified,physical_presence,NL0011794037,KONINKLIJKE AHOLD DELHAIZE N,12,"Opera una extensa red de tiendas físicas minoristas a nivel mundial, sirviendo como un canal principal para las ventas y el compromiso del cliente en sus diversos mercados.",,,240486295,EUR,SMART,STK,False,PHY
SPG,unclassified,physical_presence,US8288061091,SIMON PROPERTY GROUP INC,13,"Opera y desarrolla numerosas propiedades minoristas, incluyendo centros comerciales, outlets premium y centros de estilo de vida, proporcionando espacios físicos esenciales para diversos negocios físicos.","El negocio de Simon Property Group se centra en la presencia física, poseyendo y gestionando destinos de compras de primer nivel como centros comerciales, Premium Outlets y The Mills; la empresa poseía participaciones en 194 propiedades que generan ingresos en los Estados Unidos al 31 de diciembre de 2024. La empresa mejora sus plataformas inmobiliarias minoristas a través del desarrollo, la reurbanización y las adquisiciones, enfatizando que el entorno de compras físico sigue siendo el lugar ideal. Esto se ve respaldado además por un aumento del tráfico de compradores y mayores volúmenes de ventas minoristas, que contribuyen a un fuerte crecimiento del flujo de caja.","[{'name': 'spg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/spg-FY24-10-K.html'}]",2009113,USD,SMART,STK,True,PHY
WOW,unclassified,physical_presence,AU000000WOW2,WOOLWORTHS GROUP LTD,14,"Opera una vasta red de tiendas físicas en diversos formatos minoristas, sirviendo como un canal fundamental para la interacción con el cliente y la distribución de productos.",,,4109712,AUD,SMART,STK,False,PHY
PNC,unclassified,physical_presence,US6934751057,PNC FINANCIAL SERVICES GROUP,15,"Mantiene una importante red física de sucursales que es fundamental para sus operaciones bancarias, servicio al cliente y compromiso comunitario.","La estrategia de PNC incluye una inversión significativa en su presencia física, demostrada por el plan de la compañía de abrir más de 200 sucursales en mercados en expansión. Reforzando este compromiso, PNC también está renovando activamente la mayoría de sus sucursales existentes. Esta inversión en sucursales se mantiene según lo previsto, y la compañía está asignando $ 1.5 mil millones a esta iniciativa.",,11240,USD,SMART,STK,True,PHY
CA,unclassified,physical_presence,FR0000120172,CARREFOUR SA,16,"Mantiene una extensa red global de tiendas físicas, sirviendo como un elemento fundamental de su estrategia de ventas y distribución.",,,29612172,EUR,SMART,STK,False,PHY
BAC,unclassified,physical_presence,US0605051046,BANK OF AMERICA CORP,17,"Opera una extensa red de sucursales físicas que sirven como puntos de contacto principales para las necesidades bancarias de los clientes, facilitando transacciones, servicios de asesoramiento y participación comunitaria.",,,10098,USD,SMART,STK,True,PHY
LOW,unclassified,physical_presence,US5486611073,LOWE'S COS INC,18,"Mantiene una amplia huella de tiendas físicas para ofrecer productos y servicios de mejora del hogar directamente a los clientes, reforzando la importancia del comercio minorista físico en su sector.",,,9199,USD,SMART,STK,True,PHY
DLTR,unclassified,physical_presence,US2567461080,DOLLAR TREE INC,19,"Opera una vasta red de tiendas minoristas físicas, brindando experiencias de compra accesibles para artículos esenciales de uso diario en numerosas comunidades.","El negocio de Dollar Tree está significativamente ligado a la presencia física, como lo demuestra la apertura de 254 nuevas tiendas este año, incluidas 42 antiguas ubicaciones de Party City, y planes para alcanzar aproximadamente 400 nuevas tiendas para fin de año. Esta expansión incluye la conversión de antiguas tiendas combinadas de Family Dollar a Dollar Tree completas, con 26 ya convertidas y 31 más esperadas para fin de año. Además, Dollar Tree está creciendo activamente su huella de tiendas, habiendo abierto recientemente su novena tienda y convirtiendo tiendas existentes al formato multoprecio 3.0, lo que resulta en 496 tiendas más este año que el año pasado.",,49388062,USD,SMART,STK,True,PHY
AMZN,unclassified,physical_presence,US0231351067,AMAZON.COM INC,20,"Mantiene una importante presencia física minorista a través de diversos formatos de tienda, como supermercados y tiendas de conveniencia, mejorando su estrategia omnicanal y la accesibilidad para el cliente.",,,3691937,USD,SMART,STK,True,PHY
VVV,unclassified,physical_presence,US92047W1018,VALVOLINE INC,21,"Opera una extensa red de centros de servicio físicos, brindando mantenimiento automotriz directamente a los clientes a través de un modelo de ladrillo y mortero.",,,248754546,USD,SMART,STK,True,PHY
MGM,unclassified,physical_presence,US5529531015,MGM RESORTS INTERNATIONAL,22,"Opera una extensa cartera de resorts físicos, casinos y recintos de entretenimiento a nivel mundial, formando una huella sustancial de ladrillo y mortero central para sus operaciones de hospitalidad y juego.","El negocio de MGM Resorts International está significativamente ligado a su presencia física, como lo demuestra la operación de resorts y casinos físicos en diversas ubicaciones, incluida el Strip de Las Vegas y mercados regionales. Los ingresos de la empresa se derivan de los servicios de casino, habitaciones, alimentos y bebidas, y entretenimiento y venta minorista que se ofrecen en estas ubicaciones. La presencia física de MGM se enfatiza aún más a través de sus segmentos Las Vegas Strip Resorts, Operaciones Regionales y MGM China, que gestionan propiedades físicas para fines de juego, hotelería, alimentos y bebidas, y entretenimiento.","[{'name': 'mgm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mgm-Q324-10-Q.html'}]",9560,USD,SMART,STK,True,PHY
WPC,unclassified,physical_presence,US92936U1097,WP CAREY INC,23,Soporta operaciones físicas (brick-and-mortar) poseyendo y arrendando una cartera diversa de propiedades esenciales bajo arrendamientos netos a largo plazo.,,,113407826,USD,SMART,STK,True,PHY
MKS,unclassified,physical_presence,GB0031274896,MARKS & SPENCER GROUP PLC,24,"Opera una red significativa de tiendas físicas, que forman una parte central de su estrategia minorista y compromiso con el cliente.",,,909136,GBP,SMART,STK,False,PHY
ROST,unclassified,physical_presence,US7782961038,ROSS STORES INC,25,"Mantiene una importante presencia física minorista, operando numerosas tiendas que sirven como puntos de contacto principales para los clientes de sus productos de marca propia a precios reducidos.","Ross Stores mantiene una fuerte presencia física a través de la operación de sus tiendas minoristas Ross y dd's DISCOUNTS. Esto se demuestra aún más con la apertura de 28 nuevas tiendas Ross y 3 de dd's DISCOUNTS en el segundo trimestre, con planes de abrir aproximadamente 90 nuevas ubicaciones este año, y la adquisición de tiendas a través del acuerdo de quiebra de Rite Aid. Además de la apertura de nuevas tiendas, la empresa se enfoca en renovar las tiendas existentes con nueva señalización y reparaciones cosméticas, y está probando el autopago en 80 tiendas, con planes de renovar la mitad de sus tiendas este año y el resto en 2026.",,273939,USD,SMART,STK,True,PHY
ULTA,unclassified,physical_presence,US90384S3031,ULTA BEAUTY INC,26,"Mantiene una huella física sustancial en el comercio minorista a través de su extensa red de tiendas, ofreciendo una experiencia de compra inmersiva e impulsando la participación del cliente y las ventas en la industria de la belleza.","El compromiso de Ulta Beauty con su presencia física es evidente a través de su extensa red de más de 1.400 tiendas en 50 estados, estratégicamente ubicadas en áreas de alto tráfico. El enfoque de la empresa en mejorar la experiencia del cliente en la tienda se demuestra asegurando que las tiendas estén bien abastecidas, con personal, limpias y atractivas, lo que ha contribuido a mejorar la conversión en la tienda y la satisfacción del cliente. Esta dedicación se ve aún más respaldada por la continua inversión de Ulta Beauty en sus ubicaciones físicas, incluida la apertura de nuevas tiendas, la reubicación de las existentes y la remodelación de otras, junto con un aumento en la nómina y los beneficios de las tiendas.","[{'name': 'ulta-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ulta-FY24-10-K.html'}]",46970422,USD,SMART,STK,True,PHY
CZR,unclassified,physical_presence,US12769G1004,CAESARS ENTERTAINMENT INC,27,"Opera numerosos resorts de casino físicos y hoteles a nivel mundial, brindando servicios de entretenimiento, juego y hospitalidad a través de una vasta red de establecimientos establecidos.","El negocio de Caesars Entertainment está significativamente ligado a su presencia física, ya que la empresa posee, arrienda o gestiona 53 propiedades nacionales en 18 estados. La empresa enfatiza las tendencias estables dentro de estos segmentos físicos, integrándolos con iniciativas digitales y programas de fidelización de clientes. Además, la importancia de las ubicaciones físicas se ve subrayada por el hecho de que se requeriría una drástica caída en el rendimiento de los negocios físicos para que la empresa no sea un importante impulsor del crecimiento del EBITDA este año.","[{'name': 'czr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/czr-Q225-10-Q.html'}]",435774408,USD,SMART,STK,True,PHY
AZO,unclassified,physical_presence,US0533321024,AUTOZONE INC,28,"Opera extensamente a través de su red de tiendas minoristas físicas, que sirven como puntos de contacto cruciales para los clientes en la venta y los servicios de repuestos automotrices.","AutoZone mantiene una presencia sustancial en tiendas físicas a través de una gran red de tiendas y se compromete a expandirse agresivamente con tiendas satélite, tiendas Hub y MegaHubs. Esta expansión incluye la aceleración del crecimiento de tiendas tanto nacionales como internacionales, con un enfoque en Hubs y MegaHubs para posicionar el inventario más cerca de los clientes. Para apoyar este crecimiento, AutoZone está abriendo nuevos centros de distribución y optimizando los existentes para mejorar la eficiencia y reducir los costos de la cadena de suministro, lo que demuestra la continua inversión de la compañía en ubicaciones minoristas físicas.",,4750,USD,SMART,STK,True,PHY
KMX,unclassified,physical_presence,US1431301027,CARMAX INC,29,Opera una extensa red de tiendas físicas minoristas cruciales para sus operaciones comerciales y la interacción directa con el cliente en la venta de vehículos.,"CarMax mantiene una presencia sustancial de ladrillo y mortero, operando 248 tiendas de autos usados en 109 mercados de televisión de EE. UU., lo que indica una inversión significativa en ubicaciones minoristas físicas. Esta extensa red también sugiere una dotación de personal dedicada considerable. Si bien las ventas omnicanal representan una gran parte de las ventas, las ventas restantes se realizan en tiendas físicas, lo que resalta aún más la importancia de su estrategia de ladrillo y mortero.","[{'name': 'kmx-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kmx-Q325-10-Q.html'}]",2586156,USD,SMART,STK,True,PHY
M,unclassified,physical_presence,US55616P1049,MACYS INC,30,"Opera una red significativa de tiendas minoristas físicas, sirviendo como un ancla y destino prominente dentro del panorama de compras tradicional de ladrillo y mortero.","Macy's está gestionando activamente su presencia física mediante la racionalización de su base de tiendas, lo que incluye el cierre de aproximadamente 150 ubicaciones de Macy's poco productivas hasta el año fiscal 2026. Esto permite a la empresa priorizar las inversiones en las aproximadamente 350 ubicaciones restantes de Macy's y mejorar la productividad de los metros cuadrados. La empresa también se está expandiendo a través de ubicaciones de formato más pequeño, con planes de llevar el número total de ubicaciones de formato pequeño de Macy's a 24 para finales del año fiscal 2024, y continúa con sus planes de expandir su huella de tiendas de lujo en aproximadamente un 20% hasta el año fiscal 2026.","[{'name': 'm-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/m-Q224-10-Q.html'}, {'name': 'm-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/m-Q324-10-Q.html'}]",44475946,USD,SMART,STK,True,PHY
NKE,unclassified,physical_presence,US6541061031,NIKE INC -CL B,31,"Mantiene una importante presencia minorista mundial a través de sus tiendas propias y asociaciones, proporcionando interacción directa con el consumidor y accesibilidad al producto.","El compromiso de NIKE con la presencia física es evidente a través de sus operaciones NIKE Direct, que incluyen tiendas minoristas propiedad de NIKE. La empresa rastrea las ventas comparables de tiendas, una métrica clave que comprende los ingresos de las tiendas en línea y de fábrica propiedad de NIKE. Los ingresos de NIKE Direct, que incluyen tanto las ventas de tiendas minoristas como las de plataformas digitales, ascendieron a 4.700 millones de dólares en el tercer trimestre del año fiscal 2025, lo que representa aproximadamente el 43% de los ingresos totales de la marca NIKE.","[{'name': 'nke-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nke-Q325-10-Q.html'}]",10291,USD,SMART,STK,True,PHY
BBY,unclassified,physical_presence,US0865161014,BEST BUY CO INC,32,"Opera una amplia red de tiendas físicas minoristas, sirviendo como canal principal para la interacción con el cliente, la venta de productos y las ofertas de servicios dentro del mercado de la electrónica.",,,4817,USD,SMART,STK,True,PHY
KSS,unclassified,physical_presence,US5002551043,KOHLS CORP,33,"Mantiene una amplia huella de tiendas físicas, lo que subraya su importante papel en el panorama minorista físico.","Kohl's mantiene una presencia significativa de tiendas físicas, operando más de 1,175 establecimientos. La empresa continúa invirtiendo en su huella física a través de la apertura y reubicación de nuevas tiendas, al tiempo que cierra ubicaciones de bajo rendimiento. Este compromiso con el comercio minorista físico se demuestra aún más con inversiones en proyectos relacionados con las tiendas, incluida la integración de tiendas Sephora en más de 1,000 de sus establecimientos.","[{'name': 'kss-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kss-Q324-10-Q.html'}, {'name': 'kss-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kss-FY24-10-K.html'}, {'name': 'kss-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kss-Q224-10-Q.html'}]",8942,USD,SMART,STK,True,PHY
DPZ,unclassified,physical_presence,US25754A2015,DOMINO'S PIZZA INC,34,"Depende en gran medida de su extensa red de tiendas físicas para la preparación de pizzas, la recogida por parte de los clientes y la facilitación de sus servicios de entrega, formando el núcleo de su modelo operativo.","Domino's mantiene una presencia sustancial de tiendas físicas, operando negocios tanto de entrega a domicilio como para llevar, con un recuento de 7.061 tiendas en EE. UU., incluida la adición de 30 nuevas tiendas netas. Las ventas comparables de los negocios para llevar de la empresa aumentaron, marcando su trimestre con el mayor número de pedidos promedio para llevar. Domino's también volvió a franquiciar 36 tiendas de su propiedad en Maryland a un nuevo franquiciado, lo que refleja su estrategia en la gestión de ubicaciones físicas.",,29831612,USD,SMART,STK,True,PHY
LAD,unclassified,physical_presence,US5367971034,LITHIA MOTORS INC,35,"Opera una extensa red de concesionarios de automóviles físicos, brindando ventas directas, servicio y repuestos a los clientes a través de presencias locales establecidas.",,,6608116,USD,SMART,STK,True,PHY
ANF,unclassified,physical_presence,US0028962076,ABERCROMBIE & FITCH CO-CL A,36,"Opera una red significativa de tiendas minoristas físicas, formando un componente fundamental de su estrategia de ventas y compromiso con el cliente.","El compromiso de Abercrombie & Fitch con el tema de la Presencia Física es significativo, como lo demuestran sus inversiones estratégicas en tiendas físicas. La empresa opera principalmente a través de sus tiendas propias y está gestionando activamente su red de tiendas abriendo nuevas ubicaciones, remodelando las existentes y ajustando el tamaño de otras para alinear la superficie de las tiendas con la penetración digital. Esto incluye planes para añadir aproximadamente 100 nuevas experiencias físicas, incluyendo 60 nuevas tiendas, junto con remodelaciones y ajustes de tamaño. Además, la empresa ha sido un net store opener durante tres años consecutivos y planea continuar esta tendencia, con el objetivo de encontrar el tamaño, la ubicación y la economía adecuados para tiendas omnicanal que atiendan a los clientes locales.","[{'name': 'anf-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/anf-Q224-10-Q.html'}, {'name': 'anf-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/anf-Q324-10-Q.html'}]",2585399,USD,SMART,STK,True,PHY
GAP,unclassified,physical_presence,US3647601083,GAP INC/THE,37,"Opera una vasta red de tiendas físicas minoristas a nivel mundial, sirviendo como canal principal para las ventas y la interacción con el cliente para sus diversas marcas.","Gap mantiene una presencia significativa de tiendas físicas, operando tiendas en Estados Unidos, Canadá, Japón y Taiwán. Esto se apoya además en acuerdos de franquicia para Old Navy, Gap, Banana Republic y Athleta en Asia, Europa, América Latina, Medio Oriente y África. A agosto de 2024, la empresa operaba 2.541 tiendas operadas por la empresa y 1.027 tiendas franquiciadas. Las ventas de tiendas y franquicias también han experimentado un aumento, con un incremento del 4% en el segundo trimestre del año fiscal 2024 en comparación con el año anterior.","[{'name': 'gap-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gap-Q324-10-Q.html'}, {'name': 'gap-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gap-FY24-10-K.html'}, {'name': 'gap-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gap-Q224-10-Q.html'}]",7765,USD,SMART,STK,True,PHY
ACI,unclassified,physical_presence,US0130911037,ALBERTSONS COS INC - CLASS A,38,"Opera una extensa red de tiendas de comestibles físicas, sirviendo como un componente significativo del panorama minorista físico.",,,429435235,USD,SMART,STK,True,PHY
PENN,unclassified,physical_presence,US7075691094,PENN ENTERTAINMENT INC,39,"Opera una cartera de casinos físicos y locales de entretenimiento, estableciendo una importante presencia física en el sector del juego y la hostelería.","PENN Entertainment mantiene una presencia física significativa a través de la operación de casinos y hipódromos en toda América del Norte. La empresa opera un número sustancial de propiedades en varios estados, con un énfasis estratégico en casinos minoristas líderes en el mercado. Este compromiso se demuestra además mediante programas continuos de gastos de capital destinados a mejorar, expandir y reubicar propiedades existentes, incluido el Proyecto Joliet, que implica la reubicación de operaciones de casinos fluviales a una nueva instalación terrestre.","[{'name': 'penn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/penn-FY24-10-K.html'}, {'name': 'penn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/penn-Q324-10-Q.html'}, {'name': 'penn-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/penn-Q225-10-Q.html'}]",4816415,USD,SMART,STK,True,PHY
