type,link_type,key,name,rank,description,evidence,evidenceSources,conid,currency,symbol,exchange,assetType,navigable
transportation and logistics,mobility_solutions,US9288811014,VONTIER CORP,21,Contribuye al desarrollo e implementación de soluciones que mejoran la eficiencia y sostenibilidad de la movilidad.,"El compromiso de Vontier con las Soluciones de Movilidad es evidente en su propósito principal de habilitar la movilidad a través de soluciones inteligentes, seguras y sostenibles, con un enfoque en satisfacer las necesidades de un ecosistema de movilidad en rápida evolución y conectado. La estrategia de movilidad conectada de la empresa los sitúa a la vanguardia del viaje de transformación digital de los clientes y ofrece opciones para sus necesidades energéticas. El segmento de Tecnologías de Movilidad de Vontier, en particular Invenco, demuestra un sólido desempeño con crecimiento en ventas y envíos de tecnología de pago y soluciones de productividad empresarial, lo que resalta aún más la importancia estratégica de la empresa en la provisión de soluciones de movilidad.","[{'name': 'vnt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnt-Q225-10-Q.html'}, {'name': 'vnt-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vnt-FY24-10-K.html'}, {'name': 'vnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnt-Q324-10-Q.html'}, {'name': 'vnt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vnt-Q125-10-Q.html'}]",445554157,USD,VNT,SMART,STK,True
transportation and logistics,mobility_solutions,US0517741072,AURORA INNOVATION INC,22,Es un contribuyente significativo al tema de Soluciones de Movilidad.,"El enfoque de Aurora en las soluciones de movilidad es evidente en el desarrollo del Aurora Driver, una plataforma diseñada para adaptarse a varios tipos de vehículos y aplicaciones, con el objetivo de transformar el panorama del transporte. La compañía planea comercializar el Aurora Driver a través de un modelo de Driver as a Service (DaaS), lo que indica un énfasis estratégico en las soluciones de movilidad como una oferta clave. Además, Aurora tiene la intención de expandirse a los mercados de movilidad de pasajeros y entrega de productos locales, reforzando su compromiso de proporcionar soluciones de movilidad integrales y asociarse con OEM y operadores de flotas para dar soporte a los vehículos impulsados por Aurora Driver.","[{'name': 'aur-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aur-Q125-10-Q.html'}, {'name': 'aur-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aur-FY24-10-K.html'}]",524706371,USD,AUR,SMART,STK,False
transportation and logistics,mobility_solutions,GB00BD9G2S12,GATES INDUSTRIAL CORP PLC,23,Contribuye al tema de Soluciones de Movilidad.,"Gates atiende a la industria de soluciones de movilidad a través de sus productos utilizados en aplicaciones de movilidad personal en diversos mercados finales. La empresa ha experimentado un crecimiento significativo en movilidad personal, con un aumento sustancial de las ventas en ciertos períodos. Se centran en la innovación, incluidas las ofertas de productos para bicicletas eléctricas de montaña y bicicletas eléctricas económicas, y están realizando inversiones para ingresar a nuevas aplicaciones y respaldar el desarrollo de nuevos productos. Sin embargo, en algunos períodos, la empresa también ha experimentado una disminución de las ventas en el mercado final de movilidad personal.","[{'name': 'gtes-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gtes-Q225-10-Q.html'}, {'name': 'gtes-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gtes-Q125-10-Q.html'}, {'name': 'gtes-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/gtes-Q324-10-Q.html'}, {'name': 'gtes-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/gtes-FY24-10-K.html'}]",304032101,USD,GTES,SMART,STK,True
transportation and logistics,mobility_solutions,US0528001094,AUTOLIV INC,24,Contribuye al avance de las soluciones de movilidad mediante el desarrollo y la fabricación de sistemas críticos de seguridad automotriz.,,,2746144,USD,ALV,SMART,STK,True
transportation and logistics,mobility_solutions,US92839U2069,VISTEON CORP,25,"Se enfoca en proporcionar sistemas electrónicos automotrices avanzados, que incluyen cabinas digitales, tecnologías de visualización y soluciones de automóviles conectados, esenciales para la movilidad vehicular moderna.","La participación de Visteon en el tema de soluciones de movilidad es evidente a través de su identidad como empresa de tecnología automotriz al servicio de la industria de la movilidad, con un enfoque en la creación de experiencias de conducción agradables, conectadas y seguras. Los productos de la empresa, incluidos clústeres y pantallas digitales, sistemas de infoentretenimiento y controladores de dominio de cabina, mejoran la experiencia del usuario y la conectividad en diversos tipos de vehículos, como automóviles de pasajeros, vehículos comerciales y motocicletas de dos ruedas. Esto se ve respaldado además por la expansión de Visteon en servicios conectados, incluidos nuevos negocios con Royal Enfield y programas SmartCore con Volvo, lo que indica un enfoque en soluciones de movilidad más allá de los vehículos de pasajeros.","[{'name': 'vc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vc-Q324-10-Q.html'}, {'name': 'vc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vc-Q225-10-Q.html'}, {'name': 'vc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vc-FY24-10-K.html'}]",79565601,USD,VC,SMART,STK,True
transportation and logistics,mobility_solutions,US72919P2020,PLUG POWER INC,26,Proporciona tecnología de pilas de combustible de hidrógeno e infraestructura relacionada para alimentar diversas aplicaciones de movilidad.,"El enfoque de Plug en aplicaciones de movilidad industrial, particularmente carretillas elevadoras y vehículos eléctricos, resalta la importancia de las soluciones de movilidad para la empresa. Esto se demuestra aún más en sus esfuerzos por innovar soluciones de hidrógeno y celdas de combustible que facilitan el cambio hacia un mundo cada vez más electrificado. Plug también respalda estos productos con un ecosistema de productos integrados verticalmente que producen, transportan, almacenan, manejan, dispensan y utilizan hidrógeno para aplicaciones de movilidad y energía.","[{'name': 'plug-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/plug-Q225-10-Q.html'}]",88385302,USD,PLUG,SMART,STK,False
transportation and logistics,mobility_solutions,US8962391004,TRIMBLE INC,27,"Desarrolla e integra tecnologías de posicionamiento, modelado y análisis de datos esenciales para optimizar operaciones y mejorar la eficiencia en diversas industrias relacionadas con la movilidad.","La conexión de Trimble con Soluciones de Movilidad se define principalmente por la desinversión de su negocio de Movilidad a Platform Science, una transacción que incluyó la recepción de participaciones accionarias. Si bien el enfoque estratégico de la empresa ha cambiado, sus soluciones tecnológicas continúan siendo utilizadas en diversas industrias, incluido el transporte. La participación pasada de la empresa en soluciones de movilidad también es evidente en su objetivo de mejorar la experiencia del conductor, la seguridad de la flota, la eficiencia y el cumplimiento.","[{'name': 'trmb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/trmb-FY24-10-K.html'}, {'name': 'trmb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/trmb-Q125-10-Q.html'}]",275294,USD,TRMB,SMART,STK,True
transportation and logistics,mobility_solutions,US2358252052,DANA INC,28,"Desarrolla y suministra tecnologías avanzadas de tren motriz, movimiento y gestión térmica que son fundamentales para permitir diversas soluciones de movilidad en aplicaciones comerciales, todoterreno y de vehículos ligeros.",,,49260419,USD,DAN,SMART,STK,True
transportation and logistics,mobility_solutions,CA09228F1036,BLACKBERRY LTD,29,"Se enfoca en proporcionar software y servicios seguros para dispositivos móviles y puntos finales conectados, lo que permite la gestión de la movilidad empresarial y la seguridad de sistemas integrados.","La participación de BlackBerry en Soluciones de Movilidad se realiza principalmente a través de BlackBerry Radar, que ofrece monitoreo de activos y telemática para el sector del transporte y la logística. Además, BlackBerry UEM contribuye gestionando y asegurando dispositivos en varios sistemas operativos. Si bien estos productos indican una inversión en soluciones de movilidad, no representan una posición dominante dentro del mercado más amplio.","[{'name': 'bb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bb-Q125-10-Q.html'}]",131217645,CAD,BB,SMART,STK,False
transportation and logistics,mobility_solutions,US5218652049,LEAR CORP,30,"Proporciona sistemas eléctricos de distribución y asientos automotrices que son habilitadores críticos para el rendimiento del vehículo, la comodidad y la integración de tecnologías avanzadas en soluciones de movilidad.",,,70152668,USD,LEA,SMART,STK,True
transportation and logistics,mobility_solutions,US5494982029,LUCID GROUP INC,31,"Fabrica vehículos eléctricos de lujo, contribuyendo al transporte personal sostenible dentro del panorama más amplio de soluciones de movilidad.","El enfoque de Lucid en las soluciones de movilidad es evidente a través de sus asociaciones estratégicas y desarrollos tecnológicos. Las colaboraciones de la compañía con Uber y Nuro para desarrollar una plataforma de robotaxi resaltan su compromiso de mejorar la accesibilidad y la eficiencia en la movilidad personal y comercial. Además, el desarrollo interno de Lucid de capacidades ADAS y AD, junto con sus planes para una plataforma de tamaño mediano, demuestra un enfoque integral para dar forma al futuro de la movilidad. Lucid tiene como objetivo liderar la transformación de la industria automotriz a través de la innovación, el rendimiento y la sostenibilidad, construyendo una empresa impulsada por la tecnología diseñada para la próxima era de la movilidad.",,810758322,USD,LCID,SMART,STK,False
transportation and logistics,mobility_solutions,US79589L1061,SAMSARA INC-CL A,32,"Proporciona una plataforma de operaciones conectada que mejora la seguridad, la eficiencia y la sostenibilidad de las flotas de vehículos y los activos móviles en diversas industrias.",,,532274461,USD,IOT,SMART,STK,False
transportation and logistics,mobility_solutions,US01749D1054,ALLEGRO MICROSYSTEMS INC,33,"Ofrece soluciones esenciales de sensores magnéticos e circuitos integrados de potencia que permiten sistemas avanzados de asistencia al conductor, trenes motrices de vehículos eléctricos y otras funciones críticas dentro de plataformas de movilidad modernas.","El compromiso de Allegro MicroSystems con las Soluciones de Movilidad es evidente en su enfoque en productos de e-Movilidad, incluidos los sistemas avanzados de asistencia al conductor (ADAS) y componentes para vehículos electrificados (EV), que han impulsado aumentos en las ventas netas. Los productos de la compañía son fundamentales para los sistemas electrónicos automotrices, y aunque una disminución en los envíos ha afectado a todas las aplicaciones, incluidos los productos de e-Movilidad, el principal impulsor del aumento de las ventas netas automotrices sigue siendo el crecimiento de los productos de e-Movilidad como ADAS y componentes de EV. Aunque los productos de Allegro contribuyen a las soluciones de movilidad a través de componentes ADAS y EV, no representan una oferta insignia.","[{'name': 'algm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/algm-Q125-10-Q.html'}, {'name': 'algm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/algm-Q225-10-Q.html'}, {'name': 'algm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/algm-Q325-10-Q.html'}]",452380681,USD,ALGM,SMART,STK,True
transportation and logistics,mobility_solutions,US92511U1025,VERRA MOBILITY CORP,34,"Ofrece soluciones impulsadas por la tecnología para peajes electrónicos, control de tráfico automatizado y gestión de flotas, mejorando la eficiencia y seguridad de los ecosistemas de movilidad global.",,,337722877,USD,VRRM,SMART,STK,True
transportation and logistics,mobility_solutions,US76954A1034,RIVIAN AUTOMOTIVE INC-A,35,"Desarrolla vehículos eléctricos de aventura y furgonetas comerciales, contribuyendo a soluciones de transporte sostenibles y ampliando las opciones de movilidad eléctrica.",,,525768800,USD,RIVN,SMART,STK,False
transportation and logistics,mobility_solutions,KYG651631007,JOBY AVIATION INC,36,"Desarrolla y opera aeronaves de despegue y aterrizaje vertical eléctrico (eVTOL) para servicios de taxi aéreo urbanos y regionales, contribuyendo a soluciones avanzadas de movilidad aérea.",,,507188246,USD,JOBY,SMART,STK,False
transportation and logistics,mobility_solutions,US7311052010,POLESTAR AUTOMOTIVE-CL A ADS,37,"Desarrolla y ofrece vehículos eléctricos de alto rendimiento, contribuyendo al transporte sostenible y a la evolución de las soluciones de movilidad.",,,569833086,USD,PSNY.OLD,SMART,STK,False
transportation and logistics,mobility_solutions,US6078281002,MODINE MANUFACTURING CO,38,"Proporciona soluciones de gestión térmica cruciales para una amplia gama de aplicaciones de movilidad, garantizando un rendimiento y una eficiencia óptimos en vehículos y otros sistemas de transporte.",,,271952,USD,MOD,SMART,STK,False
transportation and logistics,mobility_solutions,US96208T1043,WEX INC,39,Ofrece soluciones de procesamiento de pagos y tecnología financiera que facilitan operaciones eficientes dentro del sector de la movilidad.,,,115823351,USD,WEX,SMART,STK,True
