symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType
EMR,IN,IND_10,industrial,industrial_supplies,US2910111044,EMERSON ELECTRIC CO,11,"Proporciona una cartera integral de soluciones de automatización industrial y componentes esenciales, mejorando la eficiencia y la fiabilidad en diversas industrias de fabricación y procesos.",,,6842,USD,SMART,STK
WCC,IN,IND_10,industrial,industrial_supplies,US95082P1057,WESCO INTERNATIONAL INC,12,"Proporciona una amplia gama de suministros industriales, sirviendo como distribuidor clave dentro del sector.","La participación de Wesco en el tema de Suministros Industriales es evidente a través de su segmento de Soluciones Eléctricas y Electrónicas (EES), que proporciona una variedad de productos y soluciones a los mercados de construcción, industrial y de fabricantes de equipos originales (OEM), incluidos productos de mantenimiento, reparación y operación (MRO). Estos productos MRO, junto con productos de seguridad, se venden a clientes en más de 50 países. Sin embargo, Wesco se deshizo de su negocio de suministro integrado (WIS), que anteriormente respaldaba el gasto MRO para grandes usuarios finales industriales y comerciales.","[{'name': 'wcc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wcc-Q225-10-Q.html'}, {'name': 'wcc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wcc-Q324-10-Q.html'}]",6608665,USD,SMART,STK
URI,IN,IND_10,industrial,industrial_supplies,US9113631090,UNITED RENTALS INC,13,Impulsa la productividad en los sectores industrial y de la construcción suministrando un inventario completo de equipos de alquiler junto con suministros industriales esenciales.,"La participación de la empresa en el tema de Suministros Industriales se refleja en sus ventas de suministros para contratistas, que incluyen consumibles de construcción, herramientas, equipos pequeños y suministros de seguridad utilizados por los contratistas; estas ventas contribuyen un pequeño porcentaje a los ingresos totales de la empresa. Además, la empresa ofrece equipos en alquiler a una base de clientes que incluye empresas de construcción e industriales, fabricantes, empresas de servicios públicos, municipios, propietarios de viviendas y entidades gubernamentales. Si bien la empresa vende estos suministros industriales, no hay evidencia de una oferta única o propietaria en esta área.","[{'name': 'uri-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uri-Q225-10-Q.html'}, {'name': 'uri-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uri-Q324-10-Q.html'}, {'name': 'uri-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/uri-Q125-10-Q.html'}, {'name': 'uri-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/uri-FY24-10-K.html'}]",3629755,USD,SMART,STK
AIT,IN,IND_10,industrial,industrial_supplies,US03820C1053,APPLIED INDUSTRIAL TECH INC,14,"Es un distribuidor clave de productos industriales y suministros de mantenimiento, reparación y operaciones (MRO), sirviendo a diversas industrias con componentes y servicios críticos.","Applied Industrial Technologies se identifica como un distribuidor y proveedor de soluciones técnicas, con un enfoque en movimiento industrial, potencia de fluidos, control de flujo, tecnologías de automatización y suministros de mantenimiento relacionados, sirviendo a usuarios finales de MRO en varios mercados industriales. La empresa ofrece una amplia selección de más de 9.2 millones de unidades de mantenimiento de stock, que incluyen rodamientos industriales, productos de transmisión de potencia, componentes y sistemas de potencia de fluidos, control de flujo especializado, soluciones avanzadas de automatización de fábricas y productos de mantenimiento general. Su segmento de centros de servicio también está posicionado para abordar situaciones técnicas de reparación de averías en procesos, sistemas e infraestructura industrial críticos.","[{'name': 'ait-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ait-Q325-10-Q.html'}, {'name': 'ait-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ait-FY25-10-K.html'}, {'name': 'ait-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ait-Q125-10-Q.html'}, {'name': 'ait-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ait-Q225-10-Q.html'}]",4313,USD,SMART,STK
6501,IN,IND_10,industrial,industrial_supplies,JP3788600009,HITACHI LTD,15,"Proporciona una amplia gama de componentes, sistemas y soluciones industriales que son esenciales para la fabricación, la infraestructura y diversas operaciones industriales a nivel mundial.",,,13905665,JPY,SMART,STK
CTAS,IN,IND_10,industrial,industrial_supplies,US1729081059,CINTAS CORP,16,"Ofrece una amplia gama de suministros industriales esenciales, incluyendo uniformes, servicios de instalaciones y productos de seguridad, apoyando la eficiencia operativa y la seguridad en el lugar de trabajo en diversas industrias.",,,268149,USD,SMART,STK
LECO,IN,IND_10,industrial,industrial_supplies,US5339001068,LINCOLN ELECTRIC HOLDINGS,17,Contribuye al sector de Suministros Industriales a través de la provisión de productos de grado industrial y soluciones relacionadas.,"La participación de Leco en el tema de Suministros Industriales es evidente en su fabricación de productos de soldadura y corte por arco. Como el mayor diseñador y fabricante del mundo en este sector, Leco produce una amplia gama de productos consumibles de soldadura, que incluyen electrodos consumibles, fundentes, accesorios de soldadura y consumibles de soldadura especializados. Estos productos representan una inversión importante y una oferta insignia, destacando el papel significativo de la empresa en el suministro de suministros industriales esenciales para operaciones de soldadura y corte.","[{'name': 'leco-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/leco-Q125-10-Q.html'}, {'name': 'leco-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/leco-Q225-10-Q.html'}, {'name': 'leco-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/leco-FY24-10-K.html'}, {'name': 'leco-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/leco-Q324-10-Q.html'}]",4814179,USD,SMART,STK
SNA,IN,IND_10,industrial,industrial_supplies,US8330341012,SNAP-ON INC,18,"Fabrica y distribuye una amplia gama de herramientas y equipos especializados, sirviendo como suministros industriales vitales para oficios calificados y diversas aplicaciones industriales.","La exposición de Snap-on al tema de Suministros Industriales es evidente a través de su Commercial & Industrial Group, que atiende a una amplia gama de clientes industriales y comerciales en todo el mundo, incluidos los de aeroespacial, recursos naturales, gobierno, militar, generación de energía, transporte y educación técnica. La empresa proporciona herramientas y equipos utilizados en el servicio y reparación de vehículos, así como otras soluciones destinadas a mejorar las operaciones en industrias críticas donde la penalización por fallo es alta. Si bien Snap-on atiende a clientes industriales, no hay un porcentaje de contribución de ingresos explícito ni un valor monetario vinculado a este tema.","[{'name': 'sna-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sna-Q324-10-Q.html'}, {'name': 'sna-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sna-FY24-10-K.html'}, {'name': 'sna-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sna-Q225-10-Q.html'}]",12259,USD,SMART,STK
MSM,IN,IND_10,industrial,industrial_supplies,US5535301064,MSC INDUSTRIAL DIRECT CO-A,19,"Suministra directamente una amplia gama de productos industriales, sirviendo como un distribuidor clave de materiales y equipos esenciales para diversas industrias.","MSC Industrial Direct está fuertemente involucrada en la industria de Suministros Industriales, principalmente a través de su papel como distribuidor líder en América del Norte de productos y servicios de metalurgia y mantenimiento, reparación y operaciones (MRO), ofreciendo aproximadamente 2.4 millones de unidades de mantenimiento de existencias activas y vendibles a través de varios canales. La compañía proporciona una oferta de productos diversa y herramientas de productividad para los clientes, junto con soluciones de gestión de inventario y cadena de suministro. Además, MSC está expandiendo su línea de productos OEM, centrándose en soluciones que reducen los costos de la cadena de suministro y mejoran la productividad en planta.","[{'name': 'msm-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q125-10-Q.html'}, {'name': 'msm-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q225-10-Q.html'}, {'name': 'msm-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msm-Q325-10-Q.html'}, {'name': 'msm-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/msm-FY24-10-K.html'}]",2008216,USD,SMART,STK
6503,IN,IND_10,industrial,industrial_supplies,JP3902400005,MITSUBISHI ELECTRIC CORP,20,"Ofrece una amplia gama de equipos de automatización industrial, sistemas de control y componentes que sirven como suministros fundamentales para las industrias de fabricación, infraestructura y procesos.",,,13905675,JPY,SMART,STK
MSA,IN,IND_10,industrial,industrial_supplies,US5534981064,MSA SAFETY INC,21,"Proporciona una amplia gama de productos y soluciones de seguridad esenciales para entornos industriales, garantizando la protección del trabajador y el cumplimiento operativo dentro del sector de suministros industriales.","La participación de MSA Safety en el tema de Suministros Industriales es evidente a través de su línea completa de productos diseñados para proteger a los trabajadores y la infraestructura en diversos sectores, incluida la construcción y la fabricación industrial. Las ofertas de la empresa se extienden a equipos de protección personal (EPP) industriales, con productos principales como protección para la cabeza industrial y dispositivos de protección contra caídas, lo que refleja un compromiso con la seguridad del trabajador dentro de estas industrias. Si bien la línea de productos de la empresa se dirige a una amplia gama de mercados, su enfoque en el EPP industrial destaca una conexión notable con el sector de suministros industriales.","[{'name': 'msa-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msa-Q225-10-Q.html'}, {'name': 'msa-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msa-Q125-10-Q.html'}, {'name': 'msa-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/msa-Q324-10-Q.html'}]",145946660,USD,SMART,STK
KMT,IN,IND_10,industrial,industrial_supplies,US4891701009,KENNAMETAL INC,22,"Fabrica y distribuye herramientas industriales especializadas, materiales y soluciones resistentes al desgaste que son componentes esenciales dentro del sector de suministros industriales.","La participación de Kennametal en la industria de suministros industriales es evidente a través de su provisión de productos estándar y personalizados, que incluyen herramientas, equipos y materiales, para aplicaciones de corte de metales y desgaste en diversos sectores. Los polvos metalúrgicos y de desgaste de la empresa se utilizan en operaciones intensivas en equipos, como la construcción de carreteras, la minería, el petróleo y el gas, y la aeroespacial y defensa. Además, Kennametal tiene obligaciones de compra de materiales, suministros, maquinaria y equipo como parte de sus operaciones comerciales ordinarias.","[{'name': 'kmt-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kmt-FY25-10-K.html'}]",8879,USD,SMART,STK
ESAB,IN,IND_10,industrial,industrial_supplies,US29605J1060,ESAB CORP,23,"Proporciona equipos y consumibles esenciales para soldadura, corte y control de gas, sirviendo como proveedor clave dentro del sector de suministros industriales.","La participación de ESAB en el tema de suministros industriales es evidente a través de su fabricación y suministro de productos consumibles y equipos, que incluyen robótica de corte, unión y soldadura, así como equipos de control de gas. La empresa depende de una cadena de suministro global de materias primas, piezas y componentes, que son esenciales para sus operaciones. ESAB también apoya el desarrollo de talento en soldadura y automatización al proporcionar equipos, EPP y consumibles a programas educativos e institutos de formación.","[{'name': 'esab-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/esab-Q125-10-Q.html'}, {'name': 'esab-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/esab-Q324-10-Q.html'}]",550617891,USD,SMART,STK
UNF,IN,IND_10,industrial,industrial_supplies,US9047081040,UNIFIRST CORP/MA,24,"Proporciona ropa de trabajo, indumentaria de protección y productos de servicios para instalaciones, que son suministros industriales esenciales para empresas de diversos sectores.","El negocio de UniFirst incluye el alquiler y la venta de productos de limpieza industrial, alfombras y productos de servicio para instalaciones. También proporcionan suministros para baños y limpieza, servicios de botiquines de primeros auxilios y suministros de seguridad, junto con capacitación en seguridad, a fabricantes, minoristas y empresas de servicios. Estos suministros industriales forman parte de la oferta de la empresa a una variedad de fabricantes, minoristas y empresas de servicios.","[{'name': 'unf-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unf-Q125-10-Q.html'}]",13271,USD,SMART,STK
DNOW,IN,IND_10,industrial,industrial_supplies,US67011P1003,DNOW INC,25,Proporciona suministros industriales.,"El enfoque de DNOW en el tema de Suministros Industriales es evidente en su oferta global de productos, que incluyen una amplia gama de suministros de mantenimiento, reparación y operación (MRO) consumibles, así como otros equipos como tuberías, válvulas, accesorios y equipos de control de automatización. Las ubicaciones de la empresa personalizan los suministros y equipos que almacenan para satisfacer las diversas demandas de los clientes locales. Esta amplia oferta señala un enfoque estratégico en suministros industriales, aunque la falta de desgloses de ingresos específicos sugiere que puede constituir una porción menor del negocio general.","[{'name': 'dnow-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dnow-Q324-10-Q.html'}, {'name': 'dnow-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dnow-FY24-10-K.html'}]",151137271,USD,SMART,STK
ZBRA,IN,IND_10,industrial,industrial_supplies,US9892071054,ZEBRA TECHNOLOGIES CORP-CL A,26,Proporciona soluciones que apoyan el sector de Suministros Industriales.,,,276304,USD,SMART,STK
BAS,IN,IND_10,industrial,industrial_supplies,DE000BASF111,BASF SE,27,Proporciona una amplia gama de productos y soluciones químicas que sirven como suministros industriales esenciales en diversos sectores de fabricación y procesamiento.,,,77680640,EUR,SMART,STK
BRC,IN,IND_10,industrial,industrial_supplies,US1046741062,BRADY CORPORATION - CL A,28,"Proporciona una variedad de suministros industriales, apoyando las necesidades de fabricación, mantenimiento y operativas en diversos sectores.","El compromiso de Brady Corporation con el tema de Suministros Industriales es evidente a través de su papel como fabricante y proveedor global de soluciones de identificación y productos de seguridad en el lugar de trabajo, que identifican y protegen instalaciones, productos y personas. La empresa comercializa y distribuye una amplia gama de productos de identificación y seguridad, que incluyen señalización de seguridad, señalización de tráfico, cinta de marcado de suelos, marcadores de tuberías, sistemas de etiquetado, productos de control de derrames y dispositivos de bloqueo/etiquetado. Además, Brady proporciona herramientas, equipos y materiales esenciales para las industrias, como productos de seguridad, impresoras, lectores de códigos de barras y RFID, y marcadores de cables, con un enfoque en la entrega de productos especializados que ayudan a los clientes a automatizar e impulsar la eficiencia.","[{'name': 'brc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brc-Q125-10-Q.html'}, {'name': 'brc-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brc-Q325-10-Q.html'}, {'name': 'brc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/brc-FY24-10-K.html'}]",6467986,USD,SMART,STK
TKR,IN,IND_10,industrial,industrial_supplies,US8873891043,TIMKEN CO,29,"Fabrica y suministra una cartera diversa de rodamientos diseñados y productos de transmisión de potencia, que sirven como componentes críticos dentro del sector de suministros industriales.",,,12826,USD,SMART,STK
DXPE,IN,IND_10,industrial,industrial_supplies,US2333774071,DXP ENTERPRISES INC,30,Proporciona suministros industriales.,"DXP Enterprises opera como distribuidor de productos y servicios MRO, desempeñando un papel en el sector de suministros industriales. Los Centros de Servicio de la empresa son fundamentales para esto, proporcionando una gama de productos MRO, incluidos suministros industriales, a diversos clientes. El enfoque de DXP en productos y servicios MRO se ve subrayado por el importante capital de trabajo necesario para gestionar inventarios y cuentas por cobrar, lo que refleja la escala de esta operación. Además, la empresa atiende a un amplio mercado industrial, con una parte sustancial de su negocio proveniente de este sector.","[{'name': 'dxpe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dxpe-Q324-10-Q.html'}, {'name': 'dxpe-FY23-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dxpe-FY23-10-K.html'}, {'name': 'dxpe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/dxpe-Q225-10-Q.html'}]",4729858,USD,SMART,STK
FLR,IN,IND_10,industrial,industrial_supplies,US3434121022,FLUOR CORP,31,"Implica la adquisición y gestión de suministros industriales esenciales para proyectos de ingeniería, construcción y mantenimiento a gran escala.",,,11218575,USD,SMART,STK
EPAC,IN,IND_10,industrial,industrial_supplies,US2927651040,ENERPAC TOOL GROUP CORP,32,Suministra herramientas y equipos industriales para diversas aplicaciones.,"Enerpac Tool Group es un proveedor de herramientas, servicios, tecnología y soluciones industriales, y su segmento IT&S se enfoca en el diseño, fabricación y distribución de herramientas hidráulicas y mecánicas de marca. Este segmento atiende a una diversa gama de mercados finales, que incluyen refinerías/petroquímicos, industria general, mantenimiento industrial, reparación y operaciones (MRO), mecanizado y fabricación, generación de energía, infraestructura y minería. La empresa también ofrece servicios y alquiler de herramientas a estas industrias, lo que enfatiza aún más su papel en el suministro de herramientas y servicios industriales esenciales a nivel mundial.","[{'name': 'epac-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epac-Q325-10-Q.html'}, {'name': 'epac-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/epac-Q125-10-Q.html'}, {'name': 'epac-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/epac-FY24-10-K.html'}]",399802179,USD,SMART,STK
KAI,IN,IND_10,industrial,industrial_supplies,US48282T1043,KADANT INC,33,Proporciona una gama de productos industriales y sistemas de ingeniería esenciales para diversos procesos de fabricación.,"La participación de Kadant en el tema de Suministros Industriales es evidente a través de su énfasis en piezas de repuesto y consumibles, que constituyen una parte significativa de sus ingresos. Específicamente, los ingresos por piezas de repuesto se mantuvieron sólidos, representando el 75% de los ingresos totales en el segmento de Control de Flujo durante el segundo trimestre. Además, el segmento de Procesamiento Industrial experimentó un aumento del 7% en su negocio de piezas de repuesto, lo que resalta aún más la importancia de los suministros industriales para las operaciones de la empresa.",,756877,USD,SMART,STK
CCK,IN,IND_10,industrial,industrial_supplies,US2283681060,CROWN HOLDINGS INC,34,Contribuye al tema Suministros Industriales.,,,5513,USD,SMART,STK
CSW,IN,IND_10,industrial,industrial_supplies,US1264021064,CSW INDUSTRIALS INC,35,Proporciona productos y servicios dentro del tema de Suministros Industriales.,"CSW Industrials se relaciona con el tema de Suministros Industriales principalmente a través de su segmento de Soluciones de Fiabilidad Especializada, que ofrece productos diseñados para mejorar la fiabilidad, eficiencia, rendimiento y vida útil de los activos industriales, al tiempo que aborda los desafíos de mantenimiento de equipos. La compañía proporciona productos de nicho de valor agregado en varios mercados industriales finales, incluidos los utilizados para proteger activos de capital críticos para las operaciones de los clientes. Además, CSW se beneficia de flujos de ingresos recurrentes derivados del mantenimiento, reparación, revisión y la naturaleza consumible de muchos de sus productos.","[{'name': 'cswi-Q126-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cswi-Q126-10-Q.html'}, {'name': 'cswi-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cswi-Q325-10-Q.html'}]",206663845,USD,SMART,STK
TNC,IN,IND_10,industrial,industrial_supplies,US8803451033,TENNANT CO,36,Proporciona equipos y soluciones esenciales para mantener la limpieza y la seguridad en entornos industriales.,"La participación de la compañía en el tema de Suministros Industriales se refleja en su provisión de repuestos y consumibles, esenciales para la producción y el mantenimiento industrial diario. Esto se demuestra además por el crecimiento experimentado en las categorías de repuestos y consumibles en comparación con el año anterior, a pesar de una disminución en las ventas netas generales de equipos. El compromiso de la compañía también es evidente en su amplia gama de productos, que incluye equipos de mantenimiento y limpieza de pisos, tecnologías de limpieza sin detergentes y otras sostenibles, y repuestos y consumibles, todo lo cual contribuye a un mundo más limpio, seguro y saludable.","[{'name': 'tnc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tnc-Q324-10-Q.html'}, {'name': 'tnc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tnc-FY24-10-K.html'}]",14491612,USD,SMART,STK
