symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
YUM,consumer and retail,food_and_drinks,US9884981013,YUM! BRANDS INC,11,"Opera y franquicia una cartera global de marcas icónicas de restaurantes de servicio rápido, sirviendo una amplia gama de productos de alimentos y bebidas a millones de clientes diariamente.","Yum! Brands tiene una presencia significativa en la industria de Alimentos y Bebidas, principalmente a través de la operación y franquicia de más de 60,000 restaurantes en más de 155 países, con marcas como KFC, Taco Bell, Pizza Hut y The Habit Burger & Grill. Estas marcas, en particular KFC, Taco Bell y Pizza Hut, son reconocidas como líderes mundiales en las categorías de pollo, comida de inspiración mexicana y pizza, respectivamente, y son impulsores clave de los ingresos de la empresa. Con KFC representando el 51% y Taco Bell el 37% de las ganancias operativas divisionales de la empresa, el negocio principal de Yum! Brands se centra claramente en el sector de alimentos y bebidas.","[{'name': 'yum-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yum-Q125-10-Q.html'}, {'name': 'yum-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yum-Q324-10-Q.html'}, {'name': 'yum-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/yum-FY24-10-K.html'}]",3206042,USD,SMART,STK,True,CL1
GIS,consumer and retail,food_and_drinks,US3703341046,GENERAL MILLS INC,12,"Opera como líder mundial en la producción y comercialización de alimentos envasados de marca, contribuyendo significativamente a la industria de alimentos y bebidas a través de una cartera diversa de productos.","El negocio de General Mills se centra en la industria de alimentos y bebidas, como lo demuestran las extensas discusiones sobre diversas categorías de alimentos, marcas, estrategias de precios y esfuerzos de innovación durante la llamada de resultados. El enfoque de la empresa en la innovación y el desarrollo de nuevos productos en sus principales categorías, que incluyen masa refrigerada, bocadillos de frutas, bocadillos salados, barras de bocadillos, cereales, granola, repostería, sopas y postres, resalta aún más su participación en este tema. La empresa enfatiza la importancia de centrarse en los consumidores y ofrecer lo que desean, ya sea a través de publicidad, noticias de productos o nuevos productos, lo que indica una participación significativa y principal en el sector de alimentos y bebidas.",,7616,USD,SMART,STK,True,CL1
YUMC,consumer and retail,food_and_drinks,US98850P1093,YUM CHINA HOLDINGS INC,13,"Opera una vasta red de restaurantes y cadenas de comida rápida, sirviendo una amplia gama de productos de alimentos y bebidas en toda China.","La conexión de Yum China con la industria de Alimentos y Bebidas es evidente a través de su posición como la mayor empresa de restaurantes en China, operando 16.642 restaurantes en más de 2.300 ciudades. La empresa posee, franquicia o tiene participación en restaurantes bajo varios conceptos, incluidos KFC, Pizza Hut, Lavazza y Taco Bell. Yum China atiende a más de 2 mil millones de clientes al año con marcas reconocidas, centrándose en ofertas de alimentos innovadoras, mejoras de menú y eficiencia operativa para mejorar tanto los ingresos como los beneficios.",,251376406,USD,SMART,STK,False,CL1
NESN,consumer and retail,food_and_drinks,CH0038863350,NESTLE SA-REG,14,"Opera como líder mundial en el sector de alimentos y bebidas, ofreciendo una amplia gama de productos en diversas categorías a consumidores de todo el mundo.",,,52238348,CHF,SMART,STK,False,CL1
BG,consumer and retail,food_and_drinks,CH1300646267,BUNGE GLOBAL SA,15,"Contribuye a la cadena de suministro global de alimentos y bebidas al obtener, procesar y suministrar productos agrícolas e ingredientes esenciales a fabricantes y consumidores de todo el mundo.","La conexión de Bunge con la industria de alimentos y bebidas es evidente a través de sus operaciones comerciales principales como una empresa líder mundial en agronegocios y alimentos. Las operaciones integradas de la empresa, que se extienden desde el agricultor hasta el consumidor, incluyen segmentos como Aceites Refinados y Especializados y Molienda, directamente involucrados en la producción de alimentos. Además, Bunge se enfoca en satisfacer las necesidades de los consumidores en el sector alimentario y en servir a los clientes a lo largo de la cadena de valor, así como en su objetivo de servir a los consumidores en los mercados de alimentos, piensos y combustibles.","[{'name': 'bg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bg-FY24-10-K.html'}]",663174498,USD,SMART,STK,True,CL1
MKC,consumer and retail,food_and_drinks,US5797802064,MCCORMICK & CO-NON VTG SHRS,16,"Suministra una amplia gama de especias, condimentos y soluciones de sabor cruciales para el desarrollo de productos y la mejora del sabor en la industria global de alimentos y bebidas.","El negocio de McCormick está profundamente entrelazado con la industria de alimentos y bebidas, ya que la empresa fabrica, comercializa y distribuye especias, mezclas de condimentos, condimentos y otros productos sabrosos a minoristas, fabricantes de alimentos y empresas de servicios de alimentos a nivel mundial. Como empresa orientada al crecimiento, McCormick aprovecha la demanda de sabor y la fortaleza de sus marcas, centrándose en las tendencias de los consumidores, expandiendo los canales de distribución e impulsando la innovación. El compromiso de la empresa con la industria alimentaria se demuestra aún más por sus asociaciones con los clientes para lanzar nuevos productos y sus continuos esfuerzos para satisfacer las necesidades dietéticas cambiantes.","[{'name': 'mkc-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mkc-Q125-10-Q.html'}, {'name': 'mkc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/mkc-FY24-10-K.html'}, {'name': 'mkc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mkc-Q324-10-Q.html'}, {'name': 'mkc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/mkc-Q225-10-Q.html'}]",271556,USD,SMART,STK,True,CL1
CPB,consumer and retail,food_and_drinks,US1344291091,THE CAMPBELL'S COMPANY,17,"Opera como un importante productor y comercializador dentro del sector de alimentos y bebidas, ofreciendo una amplia gama de productos a los consumidores.","Campbell's está fuertemente invertida en la industria de alimentos y bebidas, como lo demuestra su identidad principal como fabricante y comercializador de productos alimenticios y de bebidas de marca. El enfoque de la empresa en este sector se demuestra aún más a través de las discusiones en las llamadas de resultados centradas en el rendimiento y las estrategias de sus divisiones de Comidas y Bebidas y Snacks, que cubren aspectos como el rendimiento de la marca, la innovación y los resultados financieros. Con marcas líderes que representan una parte significativa de las ventas netas totales e iniciativas estratégicas destinadas a establecer el estándar en la industria alimentaria, las operaciones e inversiones de la empresa están profundamente entrelazadas con el tema de alimentos y bebidas.","[{'name': 'cpb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cpb-Q225-10-Q.html'}, {'name': 'cpb-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cpb-Q125-10-Q.html'}, {'name': 'cpb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cpb-FY24-10-K.html'}]",5980,USD,SMART,STK,True,CL1
ABI,consumer and retail,food_and_drinks,BE0974293251,ANHEUSER-BUSCH INBEV SA/NV,18,"Como líder mundial en la industria de bebidas, contribuye significativamente al tema de Alimentos y Bebidas a través de su extensa cartera de marcas de cerveza, producción y distribución mundial.",,,251259604,EUR,SMART,STK,False,CL1
INGR,consumer and retail,food_and_drinks,US4571871023,INGREDION INC,19,Suministra soluciones de ingredientes esenciales que permiten el desarrollo y la fabricación de diversas aplicaciones de alimentos y bebidas.,"La participación de Ingredion en la industria de alimentos y bebidas es central para su negocio, ya que la empresa declara explícitamente su papel como proveedor líder mundial de soluciones de ingredientes, transformando materiales de origen vegetal en ingredientes de valor agregado para estos mercados. Esto se ve respaldado aún más por el enfoque de Ingredion en impulsar el crecimiento orgánico dentro de las categorías de alimentos y bebidas, incluidas las saladas, lácteas y bebidas, con contribuciones específicas de sopas y yogures. La empresa suministra una cartera diversificada de ingredientes a varios clientes, como fabricantes de marcas blancas, proveedores de servicios de alimentación y restaurantes de servicio rápido, lo que demuestra el papel esencial que desempeñan sus productos en la cadena de suministro de alimentos y bebidas, y está invirtiendo en la expansión de la capacidad para desarrollar soluciones de base biológica para envases de alimentos sostenibles.","[{'name': 'ingr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ingr-Q125-10-Q.html'}, {'name': 'ingr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ingr-Q225-10-Q.html'}]",107051249,USD,SMART,STK,True,CL1
DGE,consumer and retail,food_and_drinks,GB0002374006,DIAGEO PLC,20,"Produce y distribuye una amplia gama de bebidas alcohólicas, incluyendo licores, cerveza y vino, desempeñando un papel central en el mercado global de consumo de estos productos dentro de la industria de alimentos y bebidas en general.",,,3310674,GBP,SMART,STK,False,CL1
WMT,consumer and retail,food_and_drinks,US9311421039,WALMART INC,21,"Proporciona un amplio acceso a productos de alimentos y bebidas para un amplio mercado de consumo, aprovechando su vasta infraestructura minorista y cadena de suministro para facilitar una distribución generalizada.",,,13824,USD,SMART,STK,True,CL1
DAN,consumer and retail,food_and_drinks,FR0000120644,DANONE,22,"Proporciona una cartera diversa de productos esenciales de alimentos y bebidas, que incluyen lácteos frescos, alternativas de origen vegetal y aguas embotelladas, satisfaciendo las necesidades nutricionales de los consumidores globales.",,,6579874,CHF,SMART,STK,False,CL1
COST,consumer and retail,food_and_drinks,US22160K1051,COSTCO WHOLESALE CORP,23,Proporciona productos de alimentos y bebidas a través de sus operaciones mayoristas.,"La participación de Costco en la industria de Alimentos y Bebidas está profundamente arraigada en su modelo de negocio principal, como lo demuestra el hecho de que sus categorías de mercancías principales incluyen alimentos y artículos varios, así como alimentos frescos. La popularidad de artículos como el combo de hot dog y el pollo asado, con más de 245 millones y 157 millones de unidades vendidas respectivamente en el año fiscal 2025, subraya la importancia de los alimentos y bebidas para la propuesta de valor de Costco. Esto se ve respaldado aún más por la presencia de patios de comida dentro de sus almacenes y la introducción de nuevas ofertas de alimentos, como el calzone combo, junto con la celebración del 40 aniversario de su combo de hot dog y refresco de $1.50.","[{'name': 'cost-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cost-Q324-10-Q.html'}, {'name': 'cost-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cost-Q125-10-Q.html'}, {'name': 'cost-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cost-Q325-10-Q.html'}]",272997,USD,SMART,STK,True,CL1
600519,consumer and retail,food_and_drinks,CNE0000018R8,KWEICHOW MOUTAI CO LTD-A,24,"Es un importante productor de bebidas alcohólicas, especialmente baijiu, desempeñando un papel significativo dentro del sector de Alimentos y Bebidas.",,,165302790,CNH,SEHKNTL,STK,False,CL1
K,consumer and retail,food_and_drinks,US4878361082,KELLANOVA,25,"Se dedica al desarrollo, fabricación y comercialización de una cartera diversa de productos de alimentos y bebidas, sirviendo a consumidores a nivel mundial.","El negocio principal de Kellanova gira en torno a la industria de alimentos y bebidas, ya que fabrica y comercializa una amplia gama de productos alimenticios a nivel mundial, incluidos refrigerios, cereales, alimentos congelados y alimentos preparados. El desempeño financiero de la empresa está estrechamente ligado a sus actividades relacionadas con los alimentos, con informes detallados sobre las ventas netas en varios segmentos geográficos y categorías de productos. Kellanova se enfoca en proporcionar alimentos de alta calidad y nutritivos, innovando constantemente en plataformas de alimentos, como lo ejemplifican las asociaciones como el Big Cheez-It Crunchwrap Supreme con Taco Bell. Esta amplia participación en la producción, distribución y comercialización de alimentos solidifica la industria de alimentos y bebidas como un motor central de las ventas y la estrategia general de Kellanova.","[{'name': 'k-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/k-Q125-10-Q.html'}, {'name': 'k-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/k-Q324-10-Q.html'}, {'name': 'k-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/k-Q225-10-Q.html'}, {'name': 'k-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/k-FY24-10-K.html'}]",8758,USD,VALUE,STK,True,CL1
STZ,consumer and retail,food_and_drinks,US21036P1084,CONSTELLATION BRANDS INC-A,26,"Produce y comercializa una diversa cartera de bebidas alcohólicas, que incluyen cerveza, vino y licores, lo que la convierte en un actor importante en el sector de Alimentos y Bebidas.","Constellation Brands opera principalmente dentro de la industria de alimentos y bebidas como productor y comercializador internacional de cerveza, vino y licores. El enfoque de la empresa en el sector cervecero, con marcas clave como Modelo y Corona, y sus importantes inversiones en proyectos como los Proyectos de Cerveza de México, resaltan su compromiso con el segmento de bebidas. Constellation Brands monitorea activamente el comportamiento del consumidor, las estrategias de precios y los canales de distribución para mantener su posición en el mercado y la lealtad a la marca dentro del mercado de bebidas alcohólicas.","[{'name': 'stz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stz-Q225-10-Q.html'}, {'name': 'stz-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/stz-Q325-10-Q.html'}]",276066,USD,SMART,STK,True,CL1
ULVR.OLD,consumer and retail,food_and_drinks,GB00B10RZP78,UNILEVER PLC,27,Contribuye significativamente al sector global de alimentos y bebidas a través de su amplia cartera de marcas conocidas y su amplia distribución.,,,39234893,GBP,SMART,STK,False,CL1
HEIA,consumer and retail,food_and_drinks,NL0000009165,HEINEKEN NV,28,"Como cervecera líder a nivel mundial, fabrica y distribuye una cartera diversa de cervezas y sidras, desempeñando un papel central en el segmento de bebidas alcohólicas de la industria de alimentos y bebidas.",,,29622888,EUR,SMART,STK,False,CL1
