type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
energy and utilities,sustainable_public_services,US7843051043,H2O AMERICA,19,"Proporciona soluciones de servicios públicos sostenibles, contribuyendo a la infraestructura y la gestión de recursos conscientes del medio ambiente.","HTO demuestra su compromiso con los Servicios Públicos Sostenibles a través de varias iniciativas, incluyendo los ajustes aprobados de infraestructura hídrica y conservación de Connecticut Water, así como su trabajo en un Ajuste de Calidad y Tratamiento del Agua para la recuperación de costos relacionados con mejoras ambientales. Además, la empresa está trabajando activamente con Valley Water para educar a los clientes sobre prácticas de uso responsable del agua y está llevando a cabo una planificación del suministro de agua a largo plazo, particularmente en respuesta a los desafíos del suministro de agua a largo plazo en California. Adicionalmente, la empresa ya no tiene incentivos para vender más agua y puede fomentar la conservación de recursos valiosos, eliminando desincentivos financieros para buscar la conservación del agua, y está explorando soluciones sostenibles para mantener la asequibilidad mientras invierte en infraestructura crítica.",756662,USD,HTO,SMART,STK,True,"[{'name': 'hto-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q225-10-Q.html'}, {'name': 'hto-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/hto-FY24-10-K.html'}, {'name': 'hto-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q125-10-Q.html'}, {'name': 'hto-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hto-Q324-10-Q.html'}]"
energy and utilities,sustainable_public_services,US1258961002,CMS ENERGY CORP,20,Se enfoca en modernizar su infraestructura energética y en la transición a fuentes de generación más limpias y sostenibles para brindar servicios públicos confiables.,"CMS Energy demuestra su compromiso con las Utilidades Sostenibles a través de su propósito de proporcionar energía limpia y equitativa, junto con un enfoque en la protección del medio ambiente y la reducción de su huella de carbono. Este compromiso se refleja en la consideración de la triple línea de base de personas, planeta y prosperidad tanto en las operaciones diarias como en las decisiones estratégicas a largo plazo. Consumers planea gastar $14.8 mil millones en los próximos cinco años principalmente para mantener y mejorar sus sistemas de distribución eléctrica y su infraestructura de gas con el fin de mejorar la seguridad y la confiabilidad, mejorar la satisfacción del cliente, reducir el desperdicio de energía en esos sistemas y facilitar su transformación hacia la energía limpia, incluida una inversión planificada de $5.2 mil millones en generación limpia.",5840,USD,CMS,SMART,STK,True,"[{'name': 'cms-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cms-FY24-10-K.html'}]"
energy and utilities,sustainable_public_services,DK0060094928,ORSTED A/S,21,Opera dentro del sector de servicios públicos sostenibles mediante el desarrollo y la gestión de infraestructura y servicios de energía renovable.,,242060078,DKK,ORSTED,SMART,STK,False,
energy and utilities,sustainable_public_services,US2333311072,DTE ENERGY COMPANY,22,"Implica la transición hacia fuentes de energía más limpias y la implementación de programas de eficiencia energética, lo que contribuye a operaciones de servicios públicos más sostenibles.","El enfoque de DTE Energy en servicios públicos sostenibles es evidente en sus inversiones de capital destinadas a respaldar una red moderna y confiable, así como fuentes de energía más limpias y asequibles a través de infraestructura básica y nueva generación. La empresa anticipa que estas iniciativas dentro de sus servicios públicos de electricidad y gas conducirán a importantes oportunidades de inversión de capital y al consiguiente crecimiento de las ganancias. Esto indica un compromiso con las prácticas sostenibles dentro de sus operaciones principales.",6585,USD,DTE,SMART,STK,True,"[{'name': 'dte-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dte-FY24-10-K.html'}]"
energy and utilities,sustainable_public_services,US4657411066,ITRON INC,23,"Permite a las empresas de servicios públicos mejorar la eficiencia operativa y la sostenibilidad de los recursos a través de infraestructura de medición avanzada, gestión de redes y soluciones de ciudades inteligentes.","La participación de Itron en el tema de las Utilidades Sostenibles se demuestra a través de su colaboración con el Operador de Red de Distribución Eléctrica Helénica (HEDNO) de Grecia para apoyar el objetivo de Grecia de lograr cero emisiones netas para 2050. Itron está ayudando a los esfuerzos de HEDNO para mejorar la experiencia del consumidor y la eficiencia operativa. Este proyecto incorpora tecnologías renovables y medidas de eficiencia en los modelos de entrega, alineándose con las prácticas de servicios públicos sostenibles.",270760,USD,ITRI,SMART,STK,True,
energy and utilities,sustainable_public_services,FI0009007132,FORTUM OYJ,24,"Opera dentro del sector de servicios públicos sostenibles, contribuyendo a la gestión ambientalmente responsable de la energía y los recursos.",,12539474,EUR,FORTUM,HEX,STK,False,
energy and utilities,sustainable_public_services,US0236081024,AMEREN CORP,25,"Se dedica a la generación, transmisión y distribución de energía, con un enfoque estratégico en la transición a fuentes de energía más limpias y la mejora de la resiliencia de la red para respaldar la gestión ambiental y un servicio confiable.",,13181,USD,AEE,SMART,STK,True,
energy and utilities,sustainable_public_services,US7445731067,PUBLIC SERVICE ENTERPRISE GP,26,"Participa en la provisión de servicios públicos sostenibles, centrándose en operaciones e infraestructura ambientalmente responsables.",,11005,USD,PEG,SMART,STK,True,
energy and utilities,sustainable_public_services,US4198701009,HAWAIIAN ELECTRIC INDS,27,Prioriza el desarrollo e integración de soluciones de energía renovable y esfuerzos de modernización de la red para fomentar una infraestructura energética sostenible y resiliente.,"El enfoque de HE en Servicios Públicos Sostenibles es evidente en su misión de empoderar a las comunidades con energía segura, confiable, resiliente, asequible y limpia, alineándose con los objetivos de descarbonización de Hawái. Este compromiso se demuestra a través de la incorporación de tecnologías renovables y medidas de eficiencia en los servicios públicos, incluidos proyectos de energía renovable, programas de respuesta a la demanda y esfuerzos de modernización de la red. Además, la subsidiaria de HEI, Pacific Current, invierte en proyectos de energía limpia e infraestructura sostenible, como Hamakua Energy y Mauo, LLC, que participan en la generación de energía renovable y proyectos de energía solar combinada con almacenamiento. La empresa también apoya la adquisición de energía limpia confiable y asequible, mejoras en la seguridad contra incendios forestales e inversiones en resiliencia de infraestructura.",7947,USD,HE,SMART,STK,False,"[{'name': 'he-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q125-10-Q.html'}, {'name': 'he-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q225-10-Q.html'}]"
energy and utilities,sustainable_public_services,US3379321074,FIRSTENERGY CORP,28,Se enfoca en la transición a fuentes de energía más limpias y la modernización de la infraestructura para mejorar la confiabilidad y sostenibilidad de la red.,,3265376,USD,FE,SMART,STK,True,
energy and utilities,sustainable_public_services,US1307881029,CALIFORNIA WATER SERVICE GRP,29,Opera dentro del sector de servicios públicos sostenibles al proporcionar servicios esenciales de agua a las comunidades.,"Cal Water demuestra su compromiso con el tema de Servicios Públicos Sostenibles a través de varias iniciativas. La empresa está llevando a cabo proyectos de instalación solar para reducir la dependencia de la red eléctrica y disminuir su huella ambiental, lo cual forma parte de sus Planes de Mejora de Infraestructura. También están aplicando las lecciones aprendidas de los programas de conservación de California a otros estados que enfrentan problemas de sequía y gestión del agua, e implementando infraestructura de medición avanzada para ayudar en los esfuerzos de conservación y mejorar la eficiencia en el uso del agua. Además, el Programa de Equidad de Agua de Bajo Uso propuesto por Cal Water tiene como objetivo desacoplar los ingresos de las ventas de agua para reforzar los objetivos de conservación.",6255,USD,CWT,SMART,STK,True,"[{'name': 'cwt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwt-Q125-10-Q.html'}, {'name': 'cwt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwt-Q324-10-Q.html'}, {'name': 'cwt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cwt-Q225-10-Q.html'}]"
energy and utilities,sustainable_public_services,US7234841010,PINNACLE WEST CAPITAL,30,"Opera dentro del sector de servicios públicos sostenibles, contribuyendo a la provisión de servicios esenciales de manera ambientalmente consciente.",,11257,USD,PNW,SMART,STK,True,
energy and utilities,sustainable_public_services,US7365088472,PORTLAND GENERAL ELECTRIC CO,31,Se centra en la prestación de servicios públicos esenciales al tiempo que integra prácticas sostenibles para minimizar el impacto ambiental y promover fuentes de energía más limpias.,"El compromiso de Portland General Electric de ser un líder en energía limpia es evidente en su enfoque estratégico para ofrecer electricidad asequible, segura y confiable, al tiempo que amplía las oportunidades de energía limpia y renovable y reduce las emisiones de gases de efecto invernadero. La empresa se dedica a fomentar soluciones energéticas que promuevan el progreso social, económico y ambiental, incluido el aumento de la electrificación de edificios y el apoyo a la electrificación de vehículos tanto para los clientes como para su propia flota. PGE colabora activamente con clientes, comunidades, legisladores y otras partes interesadas para satisfacer las expectativas cambiantes de los clientes y avanzar en sus objetivos de energía limpia.",38608398,USD,POR,SMART,STK,True,"[{'name': 'por-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/por-FY24-10-K.html'}]"
energy and utilities,sustainable_public_services,US0921131092,BLACK HILLS CORP,32,Se dedica a la provisión de servicios públicos en consonancia con los principios de sostenibilidad ambiental y gestión responsable de los recursos.,,5022,USD,BKH,SMART,STK,True,
energy and utilities,sustainable_public_services,US05379B1070,AVISTA CORP,33,Se enfoca en la provisión de servicios públicos sostenibles.,,6227138,USD,AVA,SMART,STK,True,
energy and utilities,sustainable_public_services,US15189T1079,CENTERPOINT ENERGY INC,34,Realiza operaciones relevantes para el tema de Servicios Públicos Sostenibles.,,8093,USD,CNP,SMART,STK,True,
energy and utilities,sustainable_public_services,US6293775085,NRG ENERGY INC,35,"Integra prácticas y soluciones sostenibles en su generación y suministro de energía, contribuyendo al panorama general de servicios públicos sostenibles.",,10188791,USD,NRG,SMART,STK,True,
energy and utilities,sustainable_public_services,US0565251081,BADGER METER INC,36,Apoya a las empresas de servicios públicos sostenibles al proporcionar soluciones críticas de medición y control que mejoran la eficiencia en la gestión de los recursos hídricos.,"Badger Meter es un proveedor global de soluciones de gestión del agua, con casi el 95% de sus ventas netas derivadas de aplicaciones relacionadas con el agua, enfatizando el uso sostenible y la protección de los recursos hídricos. Las soluciones de la empresa permiten a los clientes medir, conservar y proteger el agua, contribuyendo a los objetivos de sostenibilidad a través de soluciones de agua inteligentes y análisis de datos. Badger Meter proporciona tecnología de medición de flujo que es fundamental para proporcionar datos de uso de referencia y para cuantificar las reducciones a medida que los clientes intentan reducir el consumo. Sus soluciones digitales aumentan la visibilidad, empoderando a los clientes para monitorear el rendimiento del sistema y tomar decisiones que ayuden a la eficiencia, la resiliencia y la sostenibilidad.",764657,USD,BMI,SMART,STK,True,"[{'name': 'bmi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bmi-Q324-10-Q.html'}, {'name': 'bmi-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bmi-FY24-10-K.html'}]"
energy and utilities,sustainable_public_services,US9202531011,VALMONT INDUSTRIES,37,Participa en operaciones que apoyan el tema de Servicios Públicos Sostenibles.,,275665,USD,VMI,SMART,STK,True,
